 11700.239      14.0     6.269  -0.92600    -7.320                                   8.050    -4.460
 11701.059 607.01215     0.991    -2.961               7.720                                        
 11701.119 607.01315     0.737    -2.926               7.720                                        
 11702.550 607.01314     0.735    -1.928               7.720                                        
 11706.750 607.01315     1.006    -2.162               7.720                                        
 11708.407 607.01214     0.525    -1.805               7.720                                        
 11709.538 607.01215     0.530    -2.301               7.720                                        
 11712.014 607.01214     0.740    -1.229               7.720                                        
 11712.255 607.01315     0.550    -2.296               7.720                                        
 11712.607 607.01215     0.743    -2.926               7.720                                        
 11713.237 607.01315     0.737    -1.919               7.720                                        
 11713.415 607.01314     0.546    -2.299               7.720                                        
 11714.377 607.01314     0.735    -1.922               7.720                                        
 11714.747      32.0     4.643  -0.30000                                                            
 11717.901 607.01214     1.021    -1.564               7.720                                        
 11717.949 607.01315     1.006    -1.556               7.720                                        
 11718.587 607.01215     1.020    -2.162               7.720                                        
 11719.157 607.01314     1.009    -2.157               7.720                                        
 11719.873      20.0     4.681  -1.84900    -7.015                                   8.049    -3.125
 11722.826 607.01214     0.547    -1.602               7.720                                        
 11723.663 607.01214     0.740    -1.523               7.720                                        
 11724.289 607.01215     0.743    -2.920               7.720                                        
 11725.563      26.0     5.699  -1.40100    -7.510                                   8.200    -4.670
 11726.693 607.01315     0.550    -2.291               7.720                                        
 11727.613 607.01314     0.546    -2.294               7.720                                        
 11728.565 607.01315     0.762    -1.919               7.720                                        
 11729.339 607.01215     1.020    -2.156               7.720                                        
 11730.445 607.01314     0.761    -1.922               7.720                                        
 11734.833 607.01315     1.035    -2.158               7.720                                        
 11736.507 607.01315     0.566    -1.666               7.720                                        
 11737.643 607.01215     0.552    -2.292               7.720                                        
 11740.298 607.01315     0.572    -2.288               7.720                                        
 11740.575 607.01315     0.762    -1.113               7.720                                        
 11740.663 607.01214     0.766    -1.923               7.720                                        
 11740.870 607.01215     0.769    -1.920               7.720                                        
 11741.920 607.01314     0.568    -2.291               7.720                                        
 11742.160 607.01314     0.761    -1.915               7.720                                        
 11745.983 607.01315     1.035    -2.152               7.720                                        
 11747.560 607.01215     1.050    -2.157               7.720                                        
 11747.680 607.01314     1.039    -2.153               7.720                                        
 11750.743 607.01315     0.575    -1.338               7.720                                        
 11752.439 607.01215     0.769    -2.914               7.720                                        
 11752.464 607.01215     0.575    -2.589               7.720                                        
 11754.581 607.01315     0.572    -1.983               7.720                                        
 11755.959 607.01314     0.568    -2.286               7.720                                        
 11756.595 607.01315     0.787    -1.913               7.720                                        
 11758.092 607.01214     1.052    -2.153               7.720                                        
 11758.252 607.01215     1.050    -2.151               7.720                                        
 11758.947 607.01314     0.786    -2.915               7.720                                        
 11761.070 607.01314     0.706    -3.172               7.720                                        
 11763.526 607.01315     1.064    -2.153               7.720                                        
 11766.035 607.01214     0.570    -1.688               7.720                                        
 11766.360 607.01215     0.575    -2.284               7.720                                        
 11768.502 607.01315     0.787    -1.907               7.720                                        
 11768.927 607.01315     0.594    -2.280               7.720                                        
 11769.747 607.01215     0.795    -1.514               7.720                                        
 11770.553 607.01314     0.787    -1.909               7.720                                        
 11771.031 607.01314     0.591    -2.283               7.720                                        
 11772.050 607.01215     0.792    -1.852               7.720                                        
 11773.899 607.01314     0.568    -1.543               7.720                                        
 11774.612 607.01315     1.065    -2.147               7.720                                        
 11776.828 607.01314     1.069    -1.548               7.720                                        
 11777.162 607.01215     1.080    -1.553               7.720                                        
 11777.331 607.01214     1.083    -1.554               7.720                                        
 11780.342 607.01315     0.727    -1.200               7.720                                        
 11780.543      22.0     1.443  -2.78000    -7.840                                   6.851    -6.258
 11781.207 607.01215     0.795    -1.308               7.720                                        
 11781.374 607.01214     0.793    -1.310               7.720                                        
 11781.957 607.01215     0.598    -1.681               7.720                                        
 11782.039 607.01214     0.593    -1.685               7.720                                        
 11783.257 607.01314     0.726    -3.165               7.720                                        
 11783.265      26.0     2.831  -2.57400    -7.820                                   6.750    -6.150
 11784.916 607.01314     0.591    -2.278               7.720                                        
 11785.214 607.01315     0.813    -1.907               7.720                                        
 11788.060 607.01314     0.813    -1.909               7.720                                        
 11788.085 607.01214     1.083    -1.548               7.720                                        
 11791.951 607.01215     0.961    -1.580               7.720                                        
 11792.059 607.01215     0.733    -1.550               7.720                                        
 11795.700 607.01215     0.598    -1.476               7.720                                        
 11795.810 607.01214     0.593    -1.880               7.720                                        
 11797.028 607.01315     0.813    -1.902               7.720                                        
 11797.179      22.0     1.430  -2.65900    -7.840                                   6.877    -6.291
 11797.215      26.0     5.815  -2.08800    -7.420                                   8.210    -4.860
 11798.141 607.01315     0.617    -3.272               7.720                                        
 11798.181 607.01215     0.582    -3.539               7.720                                        
 11799.244 607.01215     0.822    -1.908               7.720                                        
 11799.563 607.01314     0.813    -1.903               7.720                                        
 11799.868 607.01214     0.820    -1.110               7.720                                        
 11800.754 607.01314     0.614    -2.275               7.720                                        
 11803.858 607.01315     1.094    -2.143               7.720                                        
 11806.610 607.01314     1.099    -2.144               7.720                                        
 11807.408 607.01215     1.111    -2.148               7.720                                        
 11808.033 607.01214     1.114    -2.150               7.720                                        
 11810.606 607.01215     0.822    -1.902               7.720                                        
 11811.558      12.0     5.932  -2.54000                                                            
 11812.069 607.01215     0.621    -2.274               7.720                                        
 11812.141 607.01315     0.617    -2.268               7.720                                        
 11812.603 607.01214     0.616    -1.577               7.720                                        
 11814.439 607.01315     0.839    -1.902               7.720                                        
 11814.495 607.01314     0.614    -1.870               7.720                                        
 11814.904 607.01314     0.595    -1.858               7.720                                        
 11815.032 607.01315     0.839    -1.471               7.720                                        
 11817.794 607.01314     0.840    -1.903               7.720                                        
 11818.392 607.01314     0.840    -1.283               7.720                                        
 11818.744 607.01214     1.114    -2.144               7.720                                        
 11820.982      12.0     5.933  -2.82000                                                            
 11822.724 607.01315     1.125    -2.144               7.720                                        
 11825.670 607.01215     0.621    -2.269               7.720                                        
 11826.156 607.01315     0.839    -1.296               7.720                                        
 11826.233 607.01214     0.616    -1.772               7.720                                        
 11828.185      12.0     4.346   0.29000    -7.692                                                  
 11829.200 607.01314     0.840    -1.598               7.720                                        
 11829.376 607.01215     0.849    -1.902               7.720                                        
 11830.443 607.01214     0.848    -1.004               7.720                                        
 11831.095 607.01314     0.637    -2.268               7.720                                        
 11833.723 607.01315     1.125    -2.139               7.720                                        
 11837.035 607.01314     1.130    -2.140               7.720                                        
 11838.301 607.01215     1.142    -2.144               7.720                                        
 11838.997      20.1     6.468   0.49400    -7.323                                   8.470    -5.371
 11839.578 607.01214     0.717    -1.738               7.720                                        
 11840.639 607.01215     0.849    -1.896               7.720                                        
 11841.674 607.01214     0.848    -1.299               7.720                                        
 11841.828 607.01315     0.640    -1.860               7.720                                        
 11842.811 607.01215     0.644    -2.266               7.720                                        
 11843.817 607.01214     0.640    -1.569               7.720                                        
 11844.265 607.01315     0.866    -2.896               7.720                                        
 11844.701 607.01314     0.637    -2.263               7.720                                        
 11846.831 607.01314     0.711    -1.624               7.720                                        
 11848.157 607.01314     0.867    -1.898               7.720                                        
 11848.838 607.01215     1.143    -1.839               7.720                                        
 11850.078 607.01214     1.146    -2.140               7.720                                        
 11853.254 607.01315     1.155    -2.140               7.720                                        
 11854.240      26.0     5.683  -1.60500    -7.510                                   8.200    -4.760
 11855.895 607.01315     0.866    -1.890               7.720                                        
 11856.278 607.01215     0.644    -2.261               7.720                                        
 11857.316 607.01214     0.640    -1.565               7.720                                        
 11858.384 607.01315     0.664    -2.258               7.720                                        
 11859.470 607.01314     0.867    -1.892               7.720                                        
 11860.147 607.01215     0.876    -2.896               7.720                                        
 11862.066 607.01314     0.661    -2.260               7.720                                        
 11863.006       6.0     8.640  -0.51000    -6.982                                            -4.780
 11863.920      14.0     5.984  -1.45600    -6.790                                   7.810    -4.510
 11864.206 607.01315     1.155    -1.535               7.720                                        
 11868.110 607.01314     1.161    -2.136               7.720                                        
 11869.854 607.01215     1.174    -2.140               7.720                                        
 11871.317 607.01215     0.876    -1.891               7.720                                        
 11871.460 607.01214     1.178    -1.841               7.720                                        
 11872.128 607.01315     0.664    -2.253               7.720                                        
 11874.193 607.01215     0.668    -1.559               7.720                                        
 11874.704 607.01315     0.893    -1.590               7.720                                        
 11875.542 607.01314     0.661    -1.556               7.720                                        
 11875.690 607.01214     0.665    -1.562               7.720                                        
 11879.156 607.01314     0.894    -1.892               7.720                                        
 11879.583       6.0     8.640  -0.51000    -6.983                                            -4.780
 11882.846      26.0     2.198  -2.06800    -7.820                                   7.160    -6.220
 11884.084      26.0     2.223  -2.68300    -7.820                                   7.150    -6.220
 11886.248 607.01315     0.893    -1.885               7.720                                        
 11887.531 607.01215     0.669    -2.254               7.720                                        
 11889.065 607.01214     0.665    -1.457               7.720                                        
 11889.263 607.01314     1.193    -2.137               7.720                                        
 11889.423 607.01315     0.688    -2.251               7.720                                        
 11890.483      14.0     5.082  -2.72500    -7.560                                   8.630    -5.080
 11890.489      26.0     5.539  -1.01900    -6.850                                   8.200    -4.300
 11891.564 607.01215     0.904    -1.891               7.720                                        
 11892.878      22.0     1.430  -2.10800    -7.840                                   6.902    -6.247
 11893.576 607.01214     0.904    -1.293               7.720                                        
 11893.672 607.01314     0.685    -1.653               7.720                                        
 11899.844 607.01314     1.193    -1.432               7.720                                        
 11900.055      14.0     5.964  -1.97000    -7.380                                   7.620    -4.420
 11902.645 607.01215     0.904    -1.885               7.720                                        
 11903.046 607.01315     0.688    -2.246               7.720                                        
 11905.769 607.01315     0.921    -1.885               7.720                                        
 11906.223 607.01215     0.693    -2.252               7.720                                        
 11907.027 607.01314     0.685    -2.249               7.720                                        
 11908.231 607.01214     0.689    -1.555               7.720                                        
 11910.801 607.01314     0.922    -1.887               7.720                                        
 11912.525 607.01215     1.206    -2.131               7.720                                        
 11916.213 607.01315     1.218    -2.132               7.720                                        
 11917.233 607.01315     0.921    -1.880               7.720                                        
 11919.439 607.01215     0.693    -2.247               7.720                                        
 11921.083 607.01315     0.712    -1.744               7.720                                        
 11921.489 607.01214     0.689    -2.250               7.720                                        
 11921.942 607.01314     0.922    -1.881               7.720                                        
 11922.753 607.01214     0.525    -3.892               7.720                                        
 11923.177 607.01315     0.800    -0.781               7.720                                        
 11923.269 607.01314     0.744    -1.770               7.720                                        
 11923.638 607.01215     0.933    -2.885               7.720                                        
 11925.923 607.01314     0.710    -2.246               7.720                                        
 11926.153 607.01214     0.932    -1.087               7.720                                        
 11927.090 607.01315     1.218    -2.127               7.720                                        
 11934.599 607.01315     0.712    -2.240               7.720                                        
 11934.638 607.01215     0.933    -2.880               7.720                                        
 11934.977 607.01215     1.239    -2.132               7.720                                        
 11937.467 607.01315     0.949    -1.880               7.720                                        
 11937.646 607.01214     1.243    -2.133               7.720                                        
 11938.907 607.01215     0.718    -2.245               7.720                                        
 11939.163 607.01314     0.710    -2.242               7.720                                        
 11941.449 607.01214     0.715    -1.448               7.720                                        
 11943.098 607.01314     0.951    -1.881               7.720                                        
 11945.387 607.01215     1.239    -2.127               7.720                                        
 11948.217 607.01214     1.244    -2.128               7.720                                        
 11948.658 607.01315     1.250    -2.128               7.720                                        
 11948.855 607.01315     0.949    -2.875               7.720                                        
 11949.542      22.0     1.443  -2.06000    -7.840                                   6.877    -6.291
 11949.745      20.1     6.468   0.21000    -7.323                                   8.469    -5.368
 11952.007 607.01215     0.718    -2.240               7.720                                        
 11953.376 607.01315     0.737    -2.237               7.720                                        
 11954.161 607.01314     0.951    -1.076               7.720                                        
 11954.596 607.01214     0.715    -1.543               7.720                                        
 11955.955      20.0     4.131  -1.24100    -7.065                                   8.058    -4.310
 11956.378 607.01215     0.961    -1.880               7.720                                        
 11958.827 607.01314     0.735    -2.240               7.720                                        
 11959.417 607.01214     0.962    -1.182               7.720                                        
 11966.785 607.01315     0.737    -2.233               7.720                                        
 11967.297 607.01215     0.961    -1.875               7.720                                        
 11969.796 607.01315     0.977    -1.875               7.720                                        
 11970.311 607.01214     0.962    -1.077               7.720                                        
 11970.499      26.0     4.607  -2.30800    -7.540                                   8.420    -5.380
 11973.048      26.0     2.176  -2.18300    -7.120                                   7.180    -6.220
 11975.353 607.01214     0.740    -1.541               7.720                                        
 11976.060 607.01314     0.980    -1.876               7.720                                        
 11978.937 607.01215     1.271    -2.123               7.720                                        
 11981.114 607.01315     0.977    -1.870               7.720                                        
 11982.343 607.01214     1.277    -2.124               7.720                                        
 11984.198      14.0     4.930   0.93900    -7.998                                   8.550    -5.220
 11985.248 607.01215     0.743    -2.234               7.720                                        
 11986.300 607.01315     0.762    -2.231               7.720                                        
 11987.048 607.01314     0.980    -1.872               7.720                                        
 11988.396 607.01214     0.740    -1.537               7.720                                        
 11989.795 607.01215     0.991    -1.875               7.720                                        
 11991.568      14.0     4.920   0.30900    -7.600                                   8.540    -5.220
 11992.394 607.01314     0.761    -2.233               7.720                                        
 11993.375 607.01214     0.991    -1.077               7.720                                        
 11999.092 607.01314     1.290    -2.121               7.720                                        
 11999.615 607.01315     0.762    -2.227               7.720                                        
 12000.639 607.01215     0.991    -1.870               7.720                                        
 12002.776 607.01315     1.006    -1.870               7.720                                        
 12002.849 607.01215     1.305    -2.124               7.720                                        
 12004.196 607.01214     0.991    -1.072               7.720                                        
 12005.399      26.0     5.587  -0.81800    -7.040                                   8.280    -4.760
 12005.422 607.01314     0.761    -2.229               7.720                                        
 12005.549      26.0     5.621  -1.52700    -7.480                                   8.240    -4.560
 12006.280 607.01215     0.769    -2.232               7.720                                        
 12009.953 607.01214     0.766    -2.234               7.720                                        
 12010.579      26.0     5.693  -1.56900    -7.510                                   8.200    -4.540
 12014.029 607.01315     1.006    -1.865               7.720                                        
 12017.190 607.01214     1.311    -2.121               7.720                                        
 12019.169 607.01215     0.769    -2.527               7.720                                        
 12019.878 607.01315     0.787    -2.225               7.720                                        
 12020.610 607.01314     1.009    -1.867               7.720                                        
 12022.899 607.01214     0.767    -1.630               7.720                                        
 12023.113 607.01314     1.324    -2.122               7.720                                        
 12023.891 607.01215     1.020    -2.870               7.720                                        
 12026.632 607.01314     0.786    -2.227               7.720                                        
 12028.041 607.01214     1.021    -1.072               7.720                                        
 12031.504      14.0     4.954   1.17700    -7.993                                   8.550    -5.210
 12033.103 607.01315     0.787    -2.221               7.720                                        
 12034.665 607.01215     1.020    -1.865               7.720                                        
 12036.409 607.01315     1.035    -1.865               7.720                                        
 12039.861      12.0     5.753  -1.63300    -7.200                                   7.720          
 12040.983 607.01215     0.795    -2.225               7.720                                        
 12044.007 607.01314     1.038    -1.867               7.720                                        
 12044.129      26.0     4.988  -2.31600    -7.540                                   8.700    -5.290
 12047.598 607.01315     1.035    -1.861               7.720                                        
 12053.083      26.0     4.558  -1.84300    -7.040                                   8.440    -5.380
 12053.778 607.01215     0.795    -2.221               7.720                                        
 12054.112 607.01315     0.813    -2.218               7.720                                        
 12054.217 607.01215     0.944    -3.192               7.720                                        
 12054.354 607.01214     0.961    -3.059               7.720                                        
 12054.369 607.01315     0.850    -3.018               7.720                                        
 12054.859 607.01314     1.039    -1.862               7.720                                        
 12058.115 607.01214     0.793    -1.524               7.720                                        
 12058.681 607.01215     1.050    -1.865               7.720                                        
 12060.726 607.01315     1.348    -2.113               7.720                                        
 12061.552 607.01314     0.813    -2.221               7.720                                        
 12063.422 607.01214     1.052    -1.167               7.720                                        
 12067.250 607.01315     0.813    -2.215               7.720                                        
 12068.723 607.01314     1.357    -2.114               7.720                                        
 12069.185      32.0     4.675  -0.60000                                                            
 12069.393 607.01215     1.050    -1.861               7.720                                        
 12070.710 607.01315     1.064    -1.261               7.720                                        
 12071.532 607.01214     0.987    -2.559               7.720                                        
 12071.707      22.0     3.334  -1.05700    -7.801                                   7.873    -6.130
 12074.109 607.01214     1.052    -1.062               7.720                                        
 12074.393 607.01314     0.813    -2.216               7.720                                        
 12076.384 607.01215     0.822    -2.219               7.720                                        
 12079.012 607.01314     1.069    -1.862               7.720                                        
 12080.391      14.0     6.261  -1.83600    -7.330                                   8.070    -4.010
 12081.280 607.01214     0.820    -2.222               7.720                                        
 12081.836 607.01315     1.065    -2.056               7.720                                        
 12081.972      14.0     6.261  -0.41800    -7.030                                   8.080    -4.510
 12083.278      12.0     5.753  -1.25000                                                            
 12083.346      12.0     5.753  -1.29000                                                            
 12083.662      12.0     5.753   0.51500    -7.181                                   7.470          
 12089.010 607.01315     0.839    -1.813               7.720                                        
 12089.088 607.01215     0.822    -2.215               7.720                                        
 12089.098 607.01214     1.380    -2.114               7.720                                        
 12089.801 607.01314     1.069    -1.357               7.720                                        
 12094.052 607.01214     0.820    -1.817               7.720                                        
 12094.180 607.01215     1.080    -1.861               7.720                                        
 12097.161 607.01314     0.840    -1.814               7.720                                        
 12099.530 607.01214     1.083    -1.162               7.720                                        
 12100.181      14.0     6.727  -1.32600    -6.980                                   8.560    -3.860
 12102.065 607.01315     0.839    -2.209               7.720                                        
 12102.433      14.0     6.619  -0.89200    -6.920                                   8.310    -2.980
 12103.535      14.0     4.930  -0.35100    -7.199                                   8.550    -5.220
 12104.820      20.0     5.394  -1.55300    -7.489                                   7.445    -5.022
 12104.825 607.01215     1.081    -1.856               7.720                                        
 12105.682 607.01315     1.094    -1.856               7.720                                        
 12105.750 607.01315     0.871    -2.960               7.720                                        
 12105.841      20.0     4.554  -0.83500    -7.165                                   7.983    -4.437
 12110.659      14.0     6.616  -0.43500    -6.820                                   8.710    -3.240
 12110.768 607.01215     0.954    -2.372               7.720                                        
 12112.484 607.01215     0.849    -2.213               7.720                                        
 12114.718 607.01314     1.099    -1.857               7.720                                        
 12115.758      26.0     6.017  -1.93800    -7.540                                   8.330    -5.290
 12116.753      26.0     6.253  -1.83600    -7.160                                   7.620    -4.190
 12116.753 607.01315     1.094    -2.152               7.720                                        
 12118.028 607.01214     0.848    -1.415               7.720                                        
 12119.496      26.0     4.593  -1.93700    -7.830                                   7.340    -6.230
 12120.085      26.0     6.426  -1.89200    -7.120                                   7.920    -4.130
 12120.239 607.01215     1.407    -2.110               7.720                                        
 12124.537      20.0     5.392  -0.91200    -7.489                                   7.445    -5.059
 12124.583 607.01315     0.866    -2.207               7.720                                        
 12125.105 607.01215     0.849    -2.209               7.720                                        
 12125.449 607.01314     1.099    -1.353               7.720                                        
 12130.389 607.01215     1.111    -1.056               7.720                                        
 12130.722 607.01214     0.848    -1.611               7.720                                        
 12131.629 607.01314     0.888    -2.977               7.720                                        
 12133.471 607.01314     0.867    -2.209               7.720                                        
 12133.995      14.0     5.984  -1.90800    -7.380                                   7.620    -4.420
 12136.373 607.01214     1.114    -1.058               7.720                                        
 12137.561 607.01315     0.866    -2.203               7.720                                        
