#Table: J/ApJS/95/535/./table13.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
 903.2672|2.713E-01|3.146E+01|66155.9717|1.671E-02|4.871E-32|20|19|P| 145|27
 903.4299|2.811E-01|3.262E+01|66314.7224|1.696E-02|4.582E-32|21|20|P| 142|27
 903.5045|2.652E-01|3.078E+01|66665.5582|1.656E-02|3.909E-32|19|18|P| 147|26
 904.0272|2.754E-01|3.201E+01|66794.7072|1.685E-02|3.741E-32|20|19|P| 144|26
 904.2557|2.852E-01|3.318E+01|66944.5405|1.709E-02|3.532E-32|21|20|P| 141|26
 904.8752|2.695E-01|3.142E+01|64313.6490|1.651E-02|1.065E-31|21|20|P| 144|38
 904.9385|2.597E-01|3.028E+01|64124.2816|1.624E-02|1.148E-31|20|19|P| 147|38
 906.2935|2.531E-01|2.965E+01|64544.1496|1.607E-02|9.590E-32|19|18|P| 149|37
 906.5315|2.732E-01|3.202E+01|64888.8979|1.665E-02|8.423E-32|21|20|P| 143|37
 906.5444|2.634E-01|3.087E+01|64706.8710|1.639E-02|9.047E-32|20|19|P| 146|37
 907.1747|2.574E-01|3.024E+01|65234.2327|1.625E-02|7.215E-32|19|18|P| 148|36
 907.5024|2.676E-01|3.147E+01|65387.2028|1.656E-02|6.833E-32|20|19|P| 145|36
 907.5554|2.774E-01|3.263E+01|65559.9752|1.681E-02|6.385E-32|21|20|P| 142|36
 907.9934|2.567E-01|3.024E+01|65081.3758|1.622E-02|7.717E-32|19|18|P| 148|28
 908.2987|2.669E-01|3.147E+01|65237.1345|1.653E-02|7.299E-32|20|19|P| 145|28
 908.3307|2.766E-01|3.263E+01|65412.6196|1.677E-02|6.811E-32|21|20|P| 142|28
 908.9112|2.508E-01|2.963E+01|64014.9052|1.597E-02|1.210E-31|19|18|P| 149|46
 909.0043|2.707E-01|3.199E+01|64378.3274|1.654E-02|1.053E-31|21|20|P| 143|46
 909.0871|2.609E-01|3.085E+01|64187.0937|1.628E-02|1.136E-31|20|19|P| 146|46
 909.5369|2.602E-01|3.081E+01|65627.7651|1.636E-02|6.179E-32|19|18|P| 147|27
 909.6744|2.534E-01|3.001E+01|66152.3806|1.615E-02|4.901E-32|18|17|P| 149|26
 909.8996|2.704E-01|3.206E+01|65776.2667|1.666E-02|5.861E-32|20|19|P| 144|27
 909.9791|2.802E-01|3.323E+01|65944.9275|1.690E-02|5.486E-32|21|20|P| 141|27
 910.4019|2.642E-01|3.137E+01|66270.6744|1.651E-02|4.739E-32|19|18|P| 146|26
 910.8388|2.744E-01|3.263E+01|66409.9772|1.680E-02|4.513E-32|20|19|P| 143|26
 910.9498|2.686E-01|3.195E+01|63958.2815|1.645E-02|1.265E-31|21|20|P| 143|38
 910.9733|2.487E-01|2.959E+01|63579.6420|1.587E-02|1.464E-31|19|18|P| 149|38
 910.9811|2.843E-01|3.382E+01|66569.9293|1.704E-02|4.240E-32|21|20|P| 140|26
 911.0889|2.589E-01|3.081E+01|63759.5457|1.619E-02|1.370E-31|20|19|P| 146|38
 912.6789|2.523E-01|3.018E+01|64165.1807|1.602E-02|1.153E-31|19|18|P| 148|37
 912.7608|2.723E-01|3.259E+01|64529.0827|1.659E-02|1.003E-31|21|20|P| 142|37
 912.8519|2.625E-01|3.142E+01|64337.4964|1.633E-02|1.083E-31|20|19|P| 145|37
 913.7423|2.565E-01|3.080E+01|64849.7581|1.620E-02|8.699E-32|19|18|P| 147|36
 913.9611|2.765E-01|3.322E+01|65195.0784|1.675E-02|7.625E-32|21|20|P| 141|36
 913.9893|2.667E-01|3.205E+01|65012.5347|1.650E-02|8.199E-32|20|19|P| 144|36
 914.5325|2.558E-01|3.079E+01|64697.9142|1.617E-02|9.299E-32|19|18|P| 147|28
 914.7086|2.757E-01|3.321E+01|65048.6818|1.672E-02|8.129E-32|21|20|P| 141|28
 914.7574|2.660E-01|3.204E+01|64863.4525|1.647E-02|8.753E-32|20|19|P| 144|28
 915.1396|2.698E-01|3.254E+01|64021.8453|1.648E-02|1.252E-31|21|20|P| 142|46
 915.2000|2.499E-01|3.014E+01|63639.4567|1.591E-02|1.452E-31|19|18|P| 148|46
 915.2993|2.601E-01|3.138E+01|63821.1460|1.623E-02|1.357E-31|20|19|P| 145|46
 915.6754|2.487E-01|3.004E+01|65101.7396|1.595E-02|7.795E-32|18|17|P| 149|27
 916.2351|2.593E-01|3.139E+01|65239.7367|1.631E-02|7.463E-32|19|18|P| 146|27
 916.5107|2.794E-01|3.385E+01|65576.8021|1.685E-02|6.562E-32|21|20|P| 140|27
 916.5147|2.695E-01|3.265E+01|65398.2077|1.661E-02|7.046E-32|20|19|P| 143|27
 916.6396|2.525E-01|3.060E+01|65748.9186|1.610E-02|5.968E-32|18|17|P| 148|26
 917.0085|2.678E-01|3.249E+01|63604.5496|1.639E-02|1.502E-31|21|20|P| 142|38
 917.1834|2.479E-01|3.010E+01|63207.0983|1.582E-02|1.754E-31|19|18|P| 148|38
 917.2235|2.580E-01|3.133E+01|63396.4255|1.613E-02|1.634E-31|20|19|P| 145|38
 917.2816|2.633E-01|3.197E+01|65877.4256|1.646E-02|5.740E-32|19|18|P| 145|26
 917.6325|2.735E-01|3.326E+01|66026.9081|1.676E-02|5.439E-32|20|19|P| 142|26
 917.6883|2.834E-01|3.446E+01|66197.0036|1.699E-02|5.084E-32|21|20|P| 139|26
 918.9735|2.715E-01|3.316E+01|64170.9214|1.654E-02|1.194E-31|21|20|P| 141|37
 919.0482|2.514E-01|3.071E+01|63787.8228|1.597E-02|1.385E-31|19|18|P| 147|37
 919.1432|2.617E-01|3.197E+01|63969.7547|1.628E-02|1.294E-31|20|19|P| 144|37
 919.8552|2.450E-01|3.001E+01|64314.3775|1.579E-02|1.102E-31|18|17|P| 149|36
 920.2933|2.557E-01|3.135E+01|64466.9095|1.615E-02|1.048E-31|19|18|P| 146|36
 920.3496|2.757E-01|3.382E+01|64831.8531|1.670E-02|9.097E-32|21|20|P| 140|36
 920.4593|2.658E-01|3.262E+01|64639.5159|1.645E-02|9.828E-32|20|19|P| 143|36
 920.6401|2.443E-01|3.000E+01|64160.7357|1.576E-02|1.179E-31|18|17|P| 149|28
 921.0550|2.549E-01|3.134E+01|64316.0795|1.612E-02|1.120E-31|19|18|P| 146|28
 921.0694|2.749E-01|3.380E+01|64686.4157|1.666E-02|9.692E-32|21|20|P| 140|28
 921.1993|2.651E-01|3.261E+01|64491.4203|1.642E-02|1.049E-31|20|19|P| 143|28
 921.2586|2.690E-01|3.309E+01|63667.0169|1.642E-02|1.487E-31|21|20|P| 141|46
 921.4730|2.491E-01|3.067E+01|63265.6207|1.586E-02|1.741E-31|19|18|P| 147|46
 921.4956|2.592E-01|3.192E+01|63456.8318|1.617E-02|1.619E-31|20|19|P| 144|46
 922.4392|2.478E-01|3.060E+01|64705.3259|1.590E-02|9.454E-32|18|17|P| 148|27
 922.9161|2.584E-01|3.197E+01|64853.3507|1.626E-02|9.007E-32|19|18|P| 145|27
 923.0247|2.785E-01|3.446E+01|65210.3661|1.680E-02|7.842E-32|21|20|P| 139|27
 923.0512|2.669E-01|3.304E+01|63252.4711|1.633E-02|1.781E-31|21|20|P| 141|38
 923.1125|2.686E-01|3.325E+01|65021.8151|1.656E-02|8.461E-32|20|19|P| 142|27
 923.3423|2.572E-01|3.186E+01|63034.9392|1.608E-02|1.946E-31|20|19|P| 144|38
 923.3779|2.471E-01|3.061E+01|62836.1678|1.577E-02|2.100E-31|19|18|P| 147|38
 923.5872|2.516E-01|3.119E+01|65347.0871|1.606E-02|7.259E-32|18|17|P| 147|26
 924.1434|2.623E-01|3.258E+01|65485.8338|1.641E-02|6.946E-32|19|18|P| 144|26
 924.3771|2.825E-01|3.511E+01|65825.7845|1.694E-02|6.091E-32|21|20|P| 138|26
 924.4081|2.726E-01|3.389E+01|65645.5212|1.671E-02|6.550E-32|20|19|P| 141|26
 925.1229|2.401E-01|2.991E+01|63240.0578|1.556E-02|1.764E-31|18|17|P| 149|37
 925.1697|2.707E-01|3.373E+01|63814.4322|1.648E-02|1.419E-31|21|20|P| 140|37
 925.4014|2.506E-01|3.125E+01|63412.0950|1.592E-02|1.662E-31|19|18|P| 146|37
 925.4181|2.608E-01|3.253E+01|63603.6646|1.623E-02|1.546E-31|20|19|P| 143|37
 926.4702|2.442E-01|3.055E+01|63923.2879|1.574E-02|1.333E-31|18|17|P| 148|36
 926.7209|2.748E-01|3.442E+01|64470.3185|1.664E-02|1.084E-31|21|20|P| 139|36
 926.8276|2.548E-01|3.192E+01|64085.7072|1.610E-02|1.261E-31|19|18|P| 145|36
 926.9123|2.650E-01|3.320E+01|64268.1661|1.639E-02|1.177E-31|20|19|P| 142|36
 927.2263|2.435E-01|3.054E+01|63770.6879|1.571E-02|1.425E-31|18|17|P| 148|28
 927.3614|2.681E-01|3.365E+01|63313.8602|1.637E-02|1.764E-31|21|20|P| 140|46
 927.4132|2.740E-01|3.440E+01|64325.8406|1.660E-02|1.154E-31|21|20|P| 139|28
 927.5276|2.376E-01|2.984E+01|62711.9291|1.544E-02|2.222E-31|18|17|P| 149|46
 927.5609|2.541E-01|3.190E+01|63935.8916|1.606E-02|1.347E-31|19|18|P| 145|28
 927.6244|2.642E-01|3.319E+01|64121.0574|1.636E-02|1.255E-31|20|19|P| 142|28
 927.6758|2.584E-01|3.246E+01|63094.1695|1.611E-02|1.931E-31|20|19|P| 143|46
 927.7301|2.483E-01|3.119E+01|62893.4159|1.581E-02|2.085E-31|19|18|P| 146|46
 929.0779|2.661E-01|3.359E+01|62902.0634|1.627E-02|2.110E-31|21|20|P| 140|38
 929.1860|2.469E-01|3.116E+01|64310.5506|1.585E-02|1.146E-31|18|17|P| 147|27
 929.4153|2.358E-01|2.978E+01|62277.6830|1.535E-02|2.686E-31|18|17|P| 149|38
 929.4453|2.564E-01|3.239E+01|62675.1043|1.602E-02|2.317E-31|20|19|P| 143|38
 929.5210|2.776E-01|3.509E+01|64845.6395|1.674E-02|9.362E-32|21|20|P| 138|27
 929.5567|2.463E-01|3.112E+01|62466.8688|1.571E-02|2.511E-31|19|18|P| 146|38
 929.5798|2.575E-01|3.255E+01|64468.6278|1.621E-02|1.086E-31|19|18|P| 144|27
 929.6928|2.678E-01|3.386E+01|64647.1093|1.650E-02|1.015E-31|20|19|P| 141|27
 929.7588|2.396E-01|3.030E+01|64819.1598|1.561E-02|9.137E-32|17|16|P| 149|26
 930.5173|2.507E-01|3.178E+01|64946.9083|1.601E-02|8.822E-32|18|17|P| 146|26
 930.9874|2.614E-01|3.319E+01|65095.9206|1.636E-02|8.397E-32|19|18|P| 143|26
 931.0477|2.816E-01|3.576E+01|65456.2930|1.688E-02|7.290E-32|21|20|P| 137|26
 931.1656|2.717E-01|3.453E+01|65265.8380|1.665E-02|7.879E-32|20|19|P| 140|26
 931.3492|2.698E-01|3.431E+01|63459.6336|1.642E-02|1.685E-31|21|20|P| 139|37
 931.5379|2.393E-01|3.044E+01|62856.2848|1.551E-02|2.126E-31|18|17|P| 148|37
 931.6766|2.600E-01|3.309E+01|63239.2447|1.617E-02|1.845E-31|20|19|P| 142|37
 931.7384|2.498E-01|3.179E+01|63038.0163|1.587E-02|1.993E-31|19|18|P| 145|37
 933.0686|2.433E-01|3.110E+01|63533.8409|1.569E-02|1.610E-31|18|17|P| 147|36
 933.0750|2.740E-01|3.503E+01|64110.4939|1.658E-02|1.291E-31|21|20|P| 138|36
 933.3450|2.539E-01|3.248E+01|63706.1709|1.604E-02|1.516E-31|19|18|P| 144|36
 933.3483|2.641E-01|3.379E+01|63898.5047|1.634E-02|1.408E-31|20|19|P| 141|36
 933.4479|2.673E-01|3.422E+01|62962.3928|1.630E-02|2.091E-31|21|20|P| 139|46
 933.7397|2.731E-01|3.499E+01|63966.9754|1.655E-02|1.374E-31|21|20|P| 138|28
 933.7961|2.426E-01|3.108E+01|63382.2834|1.566E-02|1.721E-31|18|17|P| 147|28
 933.8399|2.576E-01|3.301E+01|62733.1770|1.606E-02|2.299E-31|20|19|P| 142|46
 933.8455|2.368E-01|3.035E+01|62331.7752|1.539E-02|2.672E-31|18|17|P| 148|46
 933.9714|2.474E-01|3.172E+01|62522.8605|1.575E-02|2.496E-31|19|18|P| 145|46
 934.0325|2.634E-01|3.377E+01|63752.3833|1.631E-02|1.501E-31|20|19|P| 141|28
 934.0501|2.532E-01|3.247E+01|63557.3702|1.601E-02|1.618E-31|19|18|P| 144|28
 935.0884|2.653E-01|3.414E+01|62553.3438|1.621E-02|2.498E-31|21|20|P| 139|38
 935.3274|2.348E-01|3.023E+01|63769.9985|1.539E-02|1.448E-31|17|16|P| 149|27
 935.5324|2.556E-01|3.293E+01|62316.9387|1.596E-02|2.755E-31|20|19|P| 142|38
 935.6541|2.350E-01|3.028E+01|61900.5137|1.530E-02|3.225E-31|18|17|P| 148|38
 935.7199|2.455E-01|3.164E+01|62099.2193|1.566E-02|3.001E-31|19|18|P| 145|38
 935.9158|2.460E-01|3.173E+01|63917.4349|1.580E-02|1.387E-31|18|17|P| 146|27
 935.9996|2.768E-01|3.572E+01|64482.6422|1.668E-02|1.117E-31|21|20|P| 137|27
 936.2263|2.566E-01|3.314E+01|64085.5887|1.615E-02|1.308E-31|19|18|P| 143|27
 936.2555|2.669E-01|3.447E+01|64274.1105|1.645E-02|1.217E-31|20|19|P| 140|27
 936.7569|2.387E-01|3.088E+01|64410.3302|1.556E-02|1.115E-31|17|16|P| 148|26
 937.4296|2.498E-01|3.238E+01|64548.4042|1.596E-02|1.071E-31|18|17|P| 145|26
 937.5121|2.690E-01|3.489E+01|63106.5435|1.636E-02|1.999E-31|21|20|P| 138|37
 937.6997|2.807E-01|3.642E+01|65088.5497|1.683E-02|8.716E-32|21|20|P| 136|26
 937.8135|2.605E-01|3.381E+01|64707.7077|1.631E-02|1.014E-31|19|18|P| 142|26
 937.9049|2.708E-01|3.517E+01|64887.8796|1.660E-02|9.468E-32|20|19|P| 139|26
 937.9187|2.592E-01|3.365E+01|62876.5135|1.611E-02|2.199E-31|20|19|P| 141|37
 937.9369|2.385E-01|3.096E+01|62474.1581|1.546E-02|2.558E-31|18|17|P| 147|37
 938.0592|2.490E-01|3.234E+01|62665.6054|1.581E-02|2.388E-31|19|18|P| 144|37
 939.1850|2.315E-01|3.017E+01|62984.1028|1.523E-02|2.045E-31|17|16|P| 149|36
 939.4117|2.731E-01|3.564E+01|63752.3983|1.653E-02|1.536E-31|21|20|P| 137|36
 939.5179|2.665E-01|3.478E+01|62612.6324|1.624E-02|2.476E-31|21|20|P| 138|46
 939.6504|2.424E-01|3.165E+01|63146.0568|1.564E-02|1.944E-31|18|17|P| 146|36
 939.7672|2.632E-01|3.438E+01|63530.5513|1.628E-02|1.683E-31|20|19|P| 140|36
 939.8456|2.530E-01|3.306E+01|63328.3205|1.599E-02|1.821E-31|19|18|P| 143|36
 939.9074|2.308E-01|3.015E+01|62830.7805|1.520E-02|2.187E-31|17|16|P| 149|28
 939.9878|2.567E-01|3.356E+01|62373.8724|1.600E-02|2.736E-31|20|19|P| 141|46
 940.0490|2.723E-01|3.560E+01|63609.8391|1.648E-02|1.633E-31|21|20|P| 137|28
 940.1477|2.361E-01|3.087E+01|61953.2681|1.534E-02|3.210E-31|18|17|P| 147|46
 940.1966|2.466E-01|3.225E+01|62153.9728|1.570E-02|2.984E-31|19|18|P| 144|46
 940.3492|2.418E-01|3.163E+01|62995.5423|1.560E-02|2.076E-31|18|17|P| 146|28
 940.4235|2.625E-01|3.436E+01|63385.4171|1.625E-02|1.793E-31|20|19|P| 140|28
 940.5224|2.523E-01|3.304E+01|63180.5350|1.595E-02|1.943E-31|19|18|P| 143|28
 941.0827|2.645E-01|3.469E+01|62206.3295|1.615E-02|2.953E-31|21|20|P| 138|38
 941.6035|2.548E-01|3.347E+01|61960.4599|1.590E-02|3.273E-31|20|19|P| 141|38
 941.8673|2.447E-01|3.217E+01|61733.2370|1.560E-02|3.582E-31|19|18|P| 144|38
 941.8773|2.342E-01|3.079E+01|61524.9915|1.524E-02|3.868E-31|18|17|P| 147|38
 942.1230|2.340E-01|3.079E+01|63368.4276|1.534E-02|1.761E-31|17|16|P| 148|27
 942.4603|2.759E-01|3.635E+01|64121.3938|1.662E-02|1.330E-31|21|20|P| 136|27
 942.6284|2.451E-01|3.231E+01|63525.9994|1.575E-02|1.677E-31|18|17|P| 145|27
 942.8007|2.661E-01|3.509E+01|63902.8388|1.639E-02|1.457E-31|20|19|P| 139|27
 942.8555|2.557E-01|3.373E+01|63704.2538|1.610E-02|1.574E-31|19|18|P| 142|27
 943.6582|2.682E-01|3.547E+01|62755.1799|1.630E-02|2.369E-31|21|20|P| 137|37
 943.7375|2.378E-01|3.146E+01|64003.1708|1.551E-02|1.359E-31|17|16|P| 147|26
 944.0160|2.268E-01|3.002E+01|61912.2688|1.500E-02|3.266E-31|17|16|P| 149|37
 944.1443|2.584E-01|3.422E+01|62515.4893|1.606E-02|2.619E-31|20|19|P| 140|37
 944.3198|2.377E-01|3.149E+01|62093.6964|1.540E-02|3.076E-31|18|17|P| 146|37
 944.3242|2.489E-01|3.298E+01|64151.5964|1.591E-02|1.299E-31|18|17|P| 144|26
 944.3333|2.798E-01|3.709E+01|64722.5752|1.677E-02|1.041E-31|21|20|P| 135|26
 944.3637|2.482E-01|3.289E+01|62294.8811|1.576E-02|2.858E-31|19|18|P| 143|37
 944.6216|2.596E-01|3.443E+01|64321.2164|1.625E-02|1.224E-31|19|18|P| 141|26
 944.6260|2.700E-01|3.581E+01|64511.6669|1.654E-02|1.137E-31|20|19|P| 138|26
 945.5715|2.657E-01|3.535E+01|62264.5965|1.618E-02|2.930E-31|21|20|P| 137|46
 945.7310|2.723E-01|3.625E+01|63396.0504|1.646E-02|1.825E-31|21|20|P| 136|36
 945.8310|2.306E-01|3.071E+01|62588.0099|1.518E-02|2.479E-31|17|16|P| 148|36
 946.1195|2.559E-01|3.411E+01|62016.2733|1.594E-02|3.252E-31|20|19|P| 140|46
 946.1690|2.624E-01|3.498E+01|63164.3249|1.622E-02|2.010E-31|20|19|P| 139|36
 946.2071|2.245E-01|2.992E+01|61385.5681|1.488E-02|4.109E-31|17|16|P| 149|46
 946.2155|2.416E-01|3.221E+01|62759.9554|1.558E-02|2.344E-31|18|17|P| 145|36
 946.3293|2.522E-01|3.363E+01|62952.1755|1.593E-02|2.186E-31|19|18|P| 142|36
 946.3410|2.714E-01|3.621E+01|63254.4501|1.642E-02|1.939E-31|21|20|P| 136|28
 946.4059|2.458E-01|3.279E+01|61786.7711|1.564E-02|3.564E-31|19|18|P| 143|46
 946.4341|2.353E-01|3.139E+01|61576.4264|1.528E-02|3.852E-31|18|17|P| 146|46
 946.5244|2.300E-01|3.069E+01|62435.7590|1.515E-02|2.649E-31|17|16|P| 148|28
 946.7976|2.617E-01|3.495E+01|63020.1779|1.619E-02|2.140E-31|20|19|P| 139|28
 946.8858|2.409E-01|3.218E+01|62610.4844|1.555E-02|2.502E-31|18|17|P| 145|28
 946.9780|2.515E-01|3.361E+01|62805.4053|1.590E-02|2.330E-31|19|18|P| 142|28
 947.0608|2.637E-01|3.526E+01|61861.0377|1.609E-02|3.489E-31|21|20|P| 137|38
 947.6586|2.540E-01|3.402E+01|61605.6852|1.584E-02|3.886E-31|20|19|P| 140|38
 947.9198|2.226E-01|2.984E+01|60952.5939|1.478E-02|4.961E-31|17|16|P| 149|38
 947.9989|2.439E-01|3.270E+01|61368.9398|1.554E-02|4.272E-31|19|18|P| 143|38
