#Table: J/ApJS/95/535/./table13.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
1427.4010|1.449E-01|6.651E+01|33095.4138|7.780E-03|2.279E-25|13|12|P|  80|46
1427.4790|1.890E-01|8.687E+01|37397.9882|8.372E-03|3.280E-26|17|16|P|  66|36
1427.4920|1.829E-01|8.409E+01|35645.3722|7.609E-03|6.469E-26|17|16|P|  62|38
1427.5273|8.026E-02|3.679E+01|28742.1690|5.494E-03|1.280E-24| 7| 6|P| 102|38
1427.6138|5.796E-02|2.657E+01|27524.1367|4.240E-03|1.772E-24| 5| 4|P| 109|38
1427.6157|4.836E-02|2.216E+01|29091.1248|3.732E-03|7.857E-25| 4| 3|P| 115|36
1427.6261|1.090E-01|5.000E+01|33791.7162|7.318E-03|1.713E-25| 9| 8|P| 100|26
1427.6804|4.700E-02|2.154E+01|27394.6518|3.564E-03|1.608E-24| 4| 3|P| 113|46
1427.6943|1.946E-01|8.946E+01|38945.8764|9.013E-03|1.781E-26|17|16|P|  69|26
1427.7611|3.581E-02|1.641E+01|27383.2601|2.812E-03|1.298E-24| 3| 2|P| 117|37
1427.8442|1.788E-01|8.220E+01|36514.8388|8.401E-03|5.004E-26|16|15|P|  70|28
1427.8523|1.539E-01|7.072E+01|33377.8632|7.748E-03|1.955E-25|14|13|P|  75|38
1427.9064|9.190E-02|4.217E+01|29786.5325|6.107E-03|8.749E-25| 8| 7|P|  99|46
1427.9389|1.426E-01|6.548E+01|35597.5244|8.520E-03|8.390E-26|12|11|P|  89|26
1427.9811|2.163E-01|9.974E+01|39728.8925|7.552E-03|9.677E-27|20|19|P|  52|36
1428.0380|1.167E-01|5.358E+01|32613.5475|7.365E-03|2.864E-25|10| 9|P|  94|36
1428.0477|2.246E-01|1.037E+02|40569.3856|7.088E-03|6.069E-27|21|20|P|  47|36
1428.1266|2.358E-02|1.081E+01|25747.9464|1.884E-03|1.846E-24| 2| 1|P| 119|38
1428.1481|7.150E-02|3.281E+01|30043.4299|5.184E-03|6.881E-25| 6| 5|P| 108|28
1428.2081|1.232E-01|5.659E+01|31277.9086|7.194E-03|4.970E-25|11|10|P|  87|38
1428.2609|9.423E-02|4.326E+01|31222.3757|6.390E-03|4.819E-25| 8| 7|P| 101|28
1428.2925|1.272E-01|5.846E+01|33087.3076|7.690E-03|2.371E-25|11|10|P|  90|28
1428.3339|3.637E-02|1.669E+01|28330.5520|2.882E-03|8.698E-25| 3| 2|P| 118|28
1428.4056|1.183E-01|5.433E+01|33350.3278|7.545E-03|2.113E-25|10| 9|P|  95|27
1428.4283|3.698E-02|1.697E+01|29313.7875|2.955E-03|5.735E-25| 3| 2|P| 119|27
1428.4794|1.438E-01|6.616E+01|32637.6861|7.630E-03|2.746E-25|13|12|P|  79|38
1428.4857|2.135E-01|9.842E+01|40388.3750|8.604E-03|8.516E-27|19|18|P|  60|26
1428.5426|6.969E-02|3.201E+01|28526.8494|4.961E-03|1.301E-24| 6| 5|P| 106|46
1428.5824|3.767E-02|1.729E+01|30391.7558|3.036E-03|3.630E-25| 3| 2|P| 120|26
1428.5959|1.336E-01|6.145E+01|31937.4433|7.447E-03|3.750E-25|12|11|P|  83|38
1428.6317|1.979E-01|9.123E+01|37981.8293|8.107E-03|2.390E-26|18|17|P|  61|28
1428.7778|1.037E-01|4.768E+01|30896.4644|6.688E-03|5.726E-25| 9| 8|P|  96|37
1428.9062|7.266E-02|3.339E+01|30954.6279|5.320E-03|4.701E-25| 6| 5|P| 109|27
1428.9148|1.846E-01|8.505E+01|38190.4290|9.054E-03|2.572E-26|16|15|P|  73|26
1428.9356|1.933E-01|8.919E+01|36754.5176|7.530E-03|3.818E-26|18|17|P|  58|46
1429.0264|1.689E-01|7.781E+01|35746.6070|8.396E-03|7.233E-26|15|14|P|  74|28
1429.0457|1.534E-01|7.061E+01|36179.6644|8.759E-03|6.528E-26|13|12|P|  85|26
1429.0968|2.177E-01|1.008E+02|38965.9946|6.143E-03|1.063E-26|21|20|P|  42|38
1429.1373|1.920E-01|8.864E+01|36381.1261|7.351E-03|4.395E-26|18|17|P|  57|38
1429.2136|1.792E-01|8.264E+01|36590.8279|8.430E-03|4.868E-26|16|15|P|  70|36
1429.2656|1.746E-01|8.054E+01|35183.4024|7.860E-03|8.467E-26|16|15|P|  67|46
1429.2811|1.379E-01|6.351E+01|33688.4424|7.968E-03|1.842E-25|12|11|P|  86|28
1429.3226|2.100E-01|9.700E+01|39508.6472|8.185E-03|1.196E-26|19|18|P|  58|27
1429.3358|7.166E-02|3.297E+01|30133.1488|5.201E-03|6.648E-25| 6| 5|P| 108|36
1429.3471|1.912E-01|8.822E+01|37991.8700|8.609E-03|2.603E-26|17|16|P|  67|27
1429.4277|1.761E-01|8.126E+01|35641.8250|8.048E-03|7.079E-26|16|15|P|  68|37
1429.4579|2.192E-01|1.016E+02|39289.2586|6.333E-03|9.523E-27|21|20|P|  43|46
1429.4620|3.649E-02|1.678E+01|28425.5984|2.893E-03|8.389E-25| 3| 2|P| 118|36
1429.4685|1.949E-01|9.005E+01|37178.5531|7.729E-03|3.254E-26|18|17|P|  59|37
1429.4752|9.573E-02|4.407E+01|32086.4116|6.562E-03|3.371E-25| 8| 7|P| 102|27
1429.4884|9.444E-02|4.347E+01|31308.7810|6.410E-03|4.663E-25| 8| 7|P| 101|36
1429.4950|2.398E-02|1.103E+01|26717.5798|1.934E-03|1.229E-24| 2| 1|P| 120|37
1429.5415|1.744E-01|8.040E+01|37476.9766|9.023E-03|3.610E-26|15|14|P|  77|26
1429.5770|1.275E-01|5.875E+01|33169.2375|7.714E-03|2.299E-25|11|10|P|  90|36
1429.5825|1.640E-01|7.560E+01|36806.4296|8.928E-03|4.927E-26|14|13|P|  81|26
1429.6164|5.893E-02|2.712E+01|28424.1933|4.356E-03|1.221E-24| 5| 4|P| 110|37
1429.6552|1.587E-01|7.320E+01|35018.8998|8.321E-03|1.017E-25|14|13|P|  78|28
1429.7377|1.484E-01|6.842E+01|34332.5707|8.179E-03|1.389E-25|13|12|P|  82|28
1429.7468|1.185E-02|5.453E+00|25083.1419|9.716E-04|1.311E-24| 1| 0|P| 122|38
1429.7628|9.115E-02|4.199E+01|29245.4998|6.004E-03|1.100E-24| 8| 7|P|  98|38
1429.7874|2.525E-02|1.162E+01|29792.9896|2.088E-03|3.330E-25| 2| 1|P| 123|26
1429.8044|7.397E-02|3.406E+01|31953.6342|5.469E-03|3.095E-25| 6| 5|P| 110|26
1429.8117|1.733E-01|8.003E+01|34777.2710|7.687E-03|9.922E-26|16|15|P|  66|38
1429.8139|3.542E-02|1.631E+01|26691.2800|2.762E-03|1.748E-24| 3| 2|P| 116|46
1429.8273|2.479E-02|1.141E+01|28690.9366|2.033E-03|5.322E-25| 2| 1|P| 122|27
1429.8451|1.027E-01|4.734E+01|30314.5404|6.561E-03|7.303E-25| 9| 8|P|  95|46
1429.9058|2.438E-02|1.122E+01|27685.7521|1.983E-03|8.159E-25| 2| 1|P| 121|28
1429.9536|2.094E-01|9.705E+01|38042.8494|6.616E-03|1.784E-26|20|19|P|  47|38
1429.9587|2.022E-01|9.360E+01|37536.6183|7.205E-03|2.512E-26|19|18|P|  53|46
1429.9625|2.008E-01|9.297E+01|37180.7439|7.020E-03|2.862E-26|19|18|P|  52|38
1429.9664|8.157E-02|3.758E+01|29596.6879|5.648E-03|9.025E-25| 7| 6|P| 103|37
1430.0351|1.983E-01|9.168E+01|38055.9137|8.131E-03|2.327E-26|18|17|P|  61|36
1430.1329|4.659E-02|2.147E+01|26785.3315|3.508E-03|2.092E-24| 4| 3|P| 112|38
1430.1375|2.108E-01|9.772E+01|38382.0164|6.804E-03|1.581E-26|20|19|P|  48|46
1430.1705|2.222E-01|1.029E+02|41104.0430|8.217E-03|5.775E-27|20|19|P|  55|26
1430.1963|1.292E-01|5.960E+01|33882.7820|7.906E-03|1.716E-25|11|10|P|  91|27
1430.2753|1.203E-01|5.549E+01|34250.0780|7.766E-03|1.461E-25|10| 9|P|  96|26
1430.2977|2.069E-01|9.578E+01|38708.3098|7.790E-03|1.622E-26|19|18|P|  56|28
1430.3845|1.692E-01|7.819E+01|35823.4619|8.422E-03|7.031E-26|15|14|P|  74|36
1430.4222|1.145E-01|5.284E+01|31448.2214|7.084E-03|4.659E-25|10| 9|P|  92|37
1430.5394|2.187E-01|1.013E+02|40263.8659|7.794E-03|7.932E-27|20|19|P|  53|27
1430.5882|1.382E-01|6.382E+01|33768.8549|7.994E-03|1.788E-25|12|11|P|  86|36
1430.5932|2.208E-01|1.025E+02|39661.0989|6.534E-03|8.366E-27|21|20|P|  44|37
1430.6763|5.988E-02|2.762E+01|29321.5290|4.470E-03|8.398E-25| 5| 4|P| 111|28
1430.6890|6.911E-02|3.189E+01|27952.5512|4.881E-03|1.663E-24| 6| 5|P| 105|38
1430.6909|1.053E-01|4.861E+01|31704.3830|6.871E-03|4.117E-25| 9| 8|P|  97|28
1430.6928|1.270E-02|5.856E+00|29218.2520|1.076E-03|2.262E-25| 1| 0|P| 126|26
1430.7057|2.038E-01|9.446E+01|37942.3012|7.402E-03|2.161E-26|19|18|P|  54|37
1430.8376|2.271E-01|1.054E+02|41085.3302|7.333E-03|5.033E-27|21|20|P|  48|27
1430.8841|9.742E-02|4.497E+01|33033.8171|6.750E-03|2.276E-25| 8| 7|P| 103|26
1430.9061|1.814E-01|8.394E+01|37202.3524|8.665E-03|3.830E-26|16|15|P|  71|27
1430.9093|2.307E-01|1.071E+02|41887.8880|7.759E-03|3.746E-27|21|20|P|  50|26
1430.9104|1.648E-01|7.625E+01|34367.5795|7.871E-03|1.255E-25|15|14|P|  71|46
1430.9202|1.662E-01|7.691E+01|34841.7042|8.052E-03|1.040E-25|15|14|P|  72|37
1430.9349|1.246E-02|5.750E+00|28091.3611|1.048E-03|3.660E-25| 1| 0|P| 125|27
1430.9519|1.205E-02|5.561E+00|26073.8511|9.974E-04|8.637E-25| 1| 0|P| 123|37
1430.9752|2.240E-01|1.041E+02|40357.7064|6.932E-03|6.548E-27|21|20|P|  46|28
1430.9991|1.591E-01|7.357E+01|35096.7783|8.347E-03|9.878E-26|14|13|P|  78|36
1431.0205|2.443E-02|1.127E+01|27782.3659|1.989E-03|7.857E-25| 2| 1|P| 121|36
1431.0582|2.039E-01|9.445E+01|39537.8335|8.780E-03|1.308E-26|18|17|P|  64|26
1431.0646|1.487E-01|6.876E+01|34411.6338|8.204E-03|1.349E-25|13|12|P|  82|36
1431.0729|1.883E-01|8.723E+01|37121.7373|8.236E-03|3.673E-26|17|16|P|  65|28
1431.0839|2.156E-01|1.001E+02|39500.7595|7.398E-03|1.054E-26|20|19|P|  51|28
1431.0855|2.124E-01|9.864E+01|38770.3039|7.003E-03|1.375E-26|20|19|P|  49|37
1431.1938|1.225E-02|5.656E+00|27063.5552|1.022E-03|5.674E-25| 1| 0|P| 124|28
1431.2865|6.086E-02|2.811E+01|30252.4535|4.586E-03|5.682E-25| 5| 4|P| 112|27
1431.2914|1.134E-01|5.243E+01|30885.9034|6.943E-03|5.881E-25|10| 9|P|  91|46
1431.3199|5.835E-02|2.695E+01|27770.9946|4.280E-03|1.615E-24| 5| 4|P| 109|46
1431.3412|8.078E-02|3.733E+01|28980.1673|5.544E-03|1.171E-24| 7| 6|P| 102|46
1431.4472|1.400E-01|6.476E+01|34460.1192|8.196E-03|1.350E-25|12|11|P|  87|27
1431.4737|8.285E-02|3.829E+01|30447.5870|5.798E-03|6.350E-25| 7| 6|P| 104|28
1431.5176|1.019E-01|4.713E+01|29792.3024|6.447E-03|9.096E-25| 9| 8|P|  94|38
1431.5606|1.252E-01|5.791E+01|32043.2941|7.412E-03|3.666E-25|11|10|P|  88|37
1431.5992|1.636E-01|7.580E+01|33946.5014|7.707E-03|1.483E-25|15|14|P|  70|38
1431.6718|2.374E-02|1.097E+01|26009.0675|1.901E-03|1.670E-24| 2| 1|P| 119|46
1431.7221|2.073E-01|9.626E+01|38781.4492|7.814E-03|1.580E-26|19|18|P|  56|36
1431.7894|1.839E-01|8.535E+01|35850.8040|7.676E-03|6.012E-26|17|16|P|  62|46
1431.8552|6.002E-02|2.775E+01|29412.4853|4.484E-03|8.109E-25| 5| 4|P| 111|36
1431.8729|1.562E-01|7.239E+01|34080.9595|7.992E-03|1.488E-25|14|13|P|  76|37
1431.8880|1.714E-01|7.941E+01|36453.5344|8.651E-03|5.478E-26|15|14|P|  75|27
1431.9482|1.055E-01|4.885E+01|31788.7987|6.892E-03|3.988E-25| 9| 8|P|  97|36
1431.9971|4.738E-02|2.191E+01|27704.2246|3.604E-03|1.429E-24| 4| 3|P| 113|37
1432.0195|6.197E-02|2.866E+01|31273.0550|4.714E-03|3.701E-25| 5| 4|P| 113|26
1432.0235|1.548E-01|7.178E+01|33590.4941|7.818E-03|1.810E-25|14|13|P|  75|46
1432.1194|1.826E-01|8.481E+01|35463.6687|7.500E-03|6.973E-26|17|16|P|  61|38
1432.1510|1.506E-01|6.980E+01|35081.5655|8.417E-03|1.029E-25|13|12|P|  83|27
1432.1863|1.357E-01|6.287E+01|32680.9522|7.672E-03|2.796E-25|12|11|P|  84|37
1432.1886|1.855E-01|8.614E+01|36289.1235|7.869E-03|5.081E-26|17|16|P|  63|37
1432.1951|2.006E-01|9.318E+01|38626.9102|8.375E-03|1.870E-26|18|17|P|  62|27
1432.2074|1.070E-01|4.953E+01|32541.4952|7.058E-03|2.918E-25| 9| 8|P|  98|27
1432.2389|1.239E-01|5.742E+01|31499.9216|7.260E-03|4.582E-25|11|10|P|  87|46
1432.2926|1.460E-01|6.770E+01|33360.4366|7.866E-03|2.069E-25|13|12|P|  80|37
1432.2936|1.228E-02|5.683E+00|27161.8358|1.026E-03|5.460E-25| 1| 0|P| 124|36
1432.3005|1.611E-01|7.469E+01|35746.3160|8.568E-03|7.618E-26|14|13|P|  79|27
1432.3756|1.314E-01|6.089E+01|34755.3371|8.141E-03|1.203E-25|11|10|P|  92|26
1432.3771|3.514E-02|1.626E+01|26066.9506|2.721E-03|2.293E-24| 3| 2|P| 115|38
1432.4274|2.243E-01|1.045E+02|40429.6723|6.949E-03|6.376E-27|21|20|P|  46|36
1432.4717|1.887E-01|8.766E+01|37196.3375|8.261E-03|3.574E-26|17|16|P|  65|36
1432.4943|9.262E-02|4.291E+01|30073.8441|6.175E-03|7.858E-25| 8| 7|P|  99|37
1432.5247|2.160E-01|1.006E+02|39573.1950|7.420E-03|1.027E-26|20|19|P|  51|36
1432.5585|8.418E-02|3.899E+01|31329.8246|5.953E-03|4.402E-25| 7| 6|P| 105|27
1432.6077|1.162E-01|5.388E+01|32231.5233|7.281E-03|3.391E-25|10| 9|P|  93|28
1432.6115|1.447E-01|6.715E+01|32852.9863|7.699E-03|2.540E-25|13|12|P|  79|46
1432.6811|1.344E-01|6.236E+01|32155.8677|7.515E-03|3.464E-25|12|11|P|  83|46
1432.6957|8.304E-02|3.848E+01|30535.0053|5.817E-03|6.142E-25| 7| 6|P| 104|36
1432.7855|1.125E-01|5.220E+01|30381.9048|6.822E-03|7.260E-25|10| 9|P|  90|38
1432.8613|1.537E-01|7.137E+01|33153.9278|7.660E-03|2.157E-25|14|13|P|  74|38
1432.9120|4.814E-02|2.231E+01|28620.9163|3.697E-03|9.730E-25| 4| 3|P| 114|28
1432.9440|1.785E-01|8.297E+01|36300.2493|8.298E-03|5.492E-26|16|15|P|  69|28
1433.0080|7.025E-02|3.257E+01|28824.3699|5.016E-03|1.163E-24| 6| 5|P| 106|37
1433.0182|1.943E-01|9.032E+01|38727.2352|8.901E-03|1.958E-26|17|16|P|  68|26
1433.1197|2.174E-01|1.016E+02|38846.2229|6.006E-03|1.103E-26|21|20|P|  41|38
1433.2563|1.193E-02|5.531E+00|25348.4111|9.808E-04|1.184E-24| 1| 0|P| 122|46
1433.2943|8.012E-02|3.718E+01|28425.6547|5.453E-03|1.483E-24| 7| 6|P| 101|38
1433.3666|4.894E-02|2.270E+01|29572.2180|3.792E-03|6.517E-25| 4| 3|P| 115|27
1433.4489|1.976E-01|9.203E+01|37797.2056|7.989E-03|2.580E-26|18|17|P|  60|28
1433.4940|1.930E-01|8.994E+01|36584.0746|7.414E-03|4.088E-26|18|17|P|  57|46
1433.5062|2.132E-01|9.932E+01|40200.7493|8.477E-03|9.202E-27|19|18|P|  59|26
1433.5533|2.189E-01|1.023E+02|39165.5165|6.196E-03|9.906E-27|21|20|P|  42|46
1433.5602|1.230E-01|5.714E+01|31013.6082|7.127E-03|5.604E-25|11|10|P|  86|38
1433.5701|5.786E-02|2.685E+01|27182.4557|4.211E-03|2.080E-24| 5| 4|P| 108|38
1433.6045|1.436E-01|6.678E+01|32400.3867|7.549E-03|3.052E-25|13|12|P|  78|38
1433.6177|1.917E-01|8.937E+01|36215.1179|7.235E-03|4.695E-26|18|17|P|  56|38
1433.6585|9.174E-02|4.261E+01|29478.1061|6.059E-03|1.009E-24| 8| 7|P|  98|46
1433.8160|4.691E-02|2.178E+01|27035.4119|3.541E-03|1.904E-24| 4| 3|P| 112|46
1433.8233|8.568E-02|3.979E+01|32297.1178|6.122E-03|2.943E-25| 7| 6|P| 106|26
1433.8354|1.334E-01|6.204E+01|31686.6866|7.373E-03|4.198E-25|12|11|P|  82|38
1433.8923|1.165E-01|5.415E+01|32314.1258|7.303E-03|3.287E-25|10| 9|P|  93|36
1433.9193|1.423E-01|6.619E+01|35306.7396|8.444E-03|9.587E-26|12|11|P|  88|26
1433.9254|4.984E-02|2.314E+01|30615.1430|3.897E-03|4.198E-25| 4| 3|P| 116|26
1433.9550|1.088E-01|5.057E+01|33459.4676|7.263E-03|2.000E-25| 9| 8|P|  99|26
1434.0045|1.270E-01|5.907E+01|32803.0853|7.622E-03|2.700E-25|11|10|P|  89|28
1434.0806|4.826E-02|2.242E+01|28713.2041|3.709E-03|9.390E-25| 4| 3|P| 114|36
1434.0952|3.574E-02|1.660E+01|27005.3340|2.795E-03|1.551E-24| 3| 2|P| 116|37
1434.0959|1.744E-01|8.125E+01|34983.9380|7.758E-03|9.218E-26|16|15|P|  66|46
1434.1179|1.947E-01|9.082E+01|37003.2623|7.613E-03|3.493E-26|18|17|P|  58|37
1434.1318|2.091E-01|9.780E+01|37907.8216|6.486E-03|1.869E-26|20|19|P|  46|38
1434.1532|2.097E-01|9.786E+01|39330.9555|8.059E-03|1.285E-26|19|18|P|  57|27
1434.2524|1.686E-01|7.855E+01|35518.2879|8.300E-03|7.998E-26|15|14|P|  73|28
1434.2931|2.006E-01|9.372E+01|37030.2990|6.897E-03|3.028E-26|19|18|P|  51|38
1434.2980|9.405E-02|4.374E+01|30898.1647|6.342E-03|5.603E-25| 8| 7|P| 100|28
1434.3351|1.790E-01|8.341E+01|36375.5142|8.326E-03|5.345E-26|16|15|P|  69|36
1434.3484|2.353E-02|1.093E+01|25369.3970|1.872E-03|2.207E-24| 2| 1|P| 118|38
1434.3529|1.759E-01|8.199E+01|35437.1663|7.945E-03|7.728E-26|16|15|P|  67|37
1434.3656|2.019E-01|9.436E+01|37381.8922|7.081E-03|2.664E-26|19|18|P|  52|46
1434.3740|1.843E-01|8.589E+01|37957.5670|8.949E-03|2.850E-26|16|15|P|  72|26
1434.3877|7.136E-02|3.318E+01|29693.1306|5.149E-03|8.109E-25| 6| 5|P| 107|28
1434.3902|2.106E-01|9.849E+01|38242.8622|6.674E-03|1.662E-26|20|19|P|  47|46
1434.4124|1.180E-01|5.492E+01|33042.8583|7.483E-03|2.435E-25|10| 9|P|  94|27
1434.4728|1.909E-01|8.904E+01|37783.8444|8.497E-03|2.846E-26|17|16|P|  66|27
1434.4891|6.956E-02|3.235E+01|28193.1421|4.926E-03|1.520E-24| 6| 5|P| 105|46
1434.5274|1.035E-01|4.818E+01|30595.6359|6.633E-03|6.579E-25| 9| 8|P|  95|37
1434.5608|1.730E-01|8.073E+01|34582.5260|7.585E-03|1.077E-25|16|15|P|  65|38
1434.7725|2.205E-01|1.033E+02|39533.0724|6.396E-03|8.726E-27|21|20|P|  43|37
1434.8575|3.630E-02|1.689E+01|27942.0187|2.865E-03|1.045E-24| 3| 2|P| 117|28
1434.8725|1.980E-01|9.249E+01|37870.6695|8.013E-03|2.512E-26|18|17|P|  60|36
1434.8744|1.377E-01|6.415E+01|33418.3282|7.893E-03|2.083E-25|12|11|P|  85|28
1434.8988|1.531E-01|7.136E+01|35903.4992|8.676E-03|7.402E-26|13|12|P|  84|26
1434.9573|2.066E-01|9.660E+01|38539.9122|7.665E-03|1.735E-26|19|18|P|  55|28
1435.0054|1.585E-01|7.391E+01|34776.7450|8.232E-03|1.132E-25|14|13|P|  77|28
1435.0218|2.219E-01|1.038E+02|40933.2012|8.082E-03|6.180E-27|20|19|P|  54|26
1435.1341|1.741E-01|8.121E+01|37229.7814|8.925E-03|4.031E-26|15|14|P|  76|26
1435.1489|3.690E-02|1.718E+01|28914.3558|2.938E-03|6.927E-25| 3| 2|P| 118|27
1435.2013|2.035E-01|9.524E+01|37782.9139|7.278E-03|2.299E-26|19|18|P|  53|37
1435.2054|2.183E-01|1.022E+02|40102.5907|7.661E-03|8.442E-27|20|19|P|  52|27
1435.2104|1.481E-01|6.910E+01|34076.4816|8.097E-03|1.559E-25|13|12|P|  81|28
1435.3064|1.637E-01|7.638E+01|36544.7971|8.837E-03|5.544E-26|14|13|P|  80|26
1435.3107|2.237E-01|1.049E+02|40221.3242|6.793E-03|6.864E-27|21|20|P|  45|28
1435.3138|1.273E-01|5.936E+01|32884.0484|7.645E-03|2.620E-25|11|10|P|  89|36
1435.3351|7.251E-02|3.378E+01|30594.2035|5.284E-03|5.568E-25| 6| 5|P| 108|27
1435.3359|2.268E-01|1.063E+02|40940.3187|7.192E-03|5.304E-27|21|20|P|  47|27
1435.4235|9.100E-02|4.242E+01|28942.8216|5.956E-03|1.265E-24| 8| 7|P|  97|38
1435.4244|2.122E-01|9.943E+01|38626.6764|6.872E-03|1.449E-26|20|19|P|  48|37
1435.4880|1.026E-01|4.783E+01|30020.0138|6.506E-03|8.364E-25| 9| 8|P|  94|46
1435.5249|3.758E-02|1.751E+01|29980.3419|3.018E-03|4.412E-25| 3| 2|P| 119|26
1435.5519|9.427E-02|4.395E+01|30983.4637|6.362E-03|5.425E-25| 8| 7|P| 100|36
1435.5830|2.153E-01|1.009E+02|39348.4477|7.265E-03|1.116E-26|20|19|P|  50|28
1435.5881|2.304E-01|1.080E+02|41733.6808|7.618E-03|3.969E-27|21|20|P|  49|26
1435.6029|7.153E-02|3.334E+01|29781.6521|5.165E-03|7.839E-25| 6| 5|P| 107|36
1435.6328|1.690E-01|7.894E+01|35594.3708|8.325E-03|7.778E-26|15|14|P|  73|36
1435.6960|9.555E-02|4.456E+01|31752.6050|6.513E-03|3.938E-25| 8| 7|P| 101|27
1435.7611|5.882E-02|2.742E+01|28072.2105|4.327E-03|1.440E-24| 5| 4|P| 109|37
1435.8620|1.646E-01|7.694E+01|34154.8247|7.776E-03|1.376E-25|15|14|P|  70|46
1435.9128|2.393E-02|1.116E+01|26327.9323|1.923E-03|1.477E-24| 2| 1|P| 119|37
1435.9164|8.142E-02|3.799E+01|29270.4168|5.606E-03|1.051E-24| 7| 6|P| 102|37
1435.9685|1.660E-01|7.762E+01|34623.5942|7.956E-03|1.144E-25|15|14|P|  71|37
1436.0145|3.641E-02|1.698E+01|28035.7340|2.876E-03|1.009E-24| 3| 2|P| 117|36
1436.0205|1.881E-01|8.802E+01|36923.6194|8.126E-03|3.994E-26|17|16|P|  64|28
1436.0332|3.535E-02|1.649E+01|26320.5171|2.745E-03|2.081E-24| 3| 2|P| 115|46
1436.0491|1.183E-02|5.515E+00|24693.0659|9.660E-04|1.576E-24| 1| 0|P| 121|38
1436.0594|1.143E-01|5.338E+01|31161.3817|7.023E-03|5.314E-25|10| 9|P|  91|37
1436.0830|1.290E-01|6.024E+01|33589.7811|7.837E-03|1.964E-25|11|10|P|  90|27
1436.1635|1.811E-01|8.474E+01|36980.4231|8.561E-03|4.219E-26|16|15|P|  70|27
1436.1730|4.651E-02|2.170E+01|26432.3042|3.485E-03|2.469E-24| 4| 3|P| 111|38
1436.2056|1.380E-01|6.447E+01|33497.8229|7.918E-03|2.023E-25|12|11|P|  85|36
1436.2187|2.036E-01|9.534E+01|39336.2365|8.660E-03|1.425E-26|18|17|P|  63|26
1436.3723|1.588E-01|7.428E+01|34853.8030|8.258E-03|1.101E-25|14|13|P|  77|36
1436.4011|2.070E-01|9.708E+01|38612.4868|7.688E-03|1.690E-26|19|18|P|  55|36
1436.4465|7.382E-02|3.447E+01|31582.0935|5.433E-03|3.686E-25| 6| 5|P| 109|26
1436.4683|1.634E-01|7.648E+01|33738.5981|7.612E-03|1.622E-25|15|14|P|  69|38
1436.4731|1.837E-01|8.608E+01|35667.3112|7.567E-03|6.486E-26|17|16|P|  61|46
1436.4825|1.201E-01|5.611E+01|33932.6811|7.704E-03|1.693E-25|10| 9|P|  95|26
1436.5155|2.433E-02|1.135E+01|27285.2546|1.971E-03|9.862E-25| 2| 1|P| 120|28
1436.5420|6.899E-02|3.223E+01|27624.8262|4.845E-03|1.938E-24| 6| 5|P| 104|38
1436.5608|1.485E-01|6.945E+01|34154.6756|8.122E-03|1.514E-25|13|12|P|  81|36
1436.6143|1.051E-01|4.913E+01|31394.5027|6.816E-03|4.752E-25| 9| 8|P|  96|28
1436.6362|2.474E-02|1.155E+01|28279.2927|2.021E-03|6.468E-25| 2| 1|P| 121|27
1436.7237|1.824E-01|8.553E+01|35284.7446|7.391E-03|7.504E-26|17|16|P|  60|38
1436.7805|2.240E-01|1.054E+02|40292.8353|6.809E-03|6.686E-27|21|20|P|  45|36
1436.8209|2.520E-02|1.177E+01|29369.0856|2.076E-03|4.072E-25| 2| 1|P| 122|26
1436.8235|1.132E-01|5.295E+01|30605.2110|6.882E-03|6.687E-25|10| 9|P|  90|46
1436.9652|1.852E-01|8.689E+01|36100.6205|7.759E-03|5.497E-26|17|16|P|  62|37
1437.0056|5.976E-02|2.793E+01|28959.4539|4.441E-03|9.956E-25| 5| 4|P| 110|28
1437.0423|2.157E-01|1.014E+02|39420.3736|7.287E-03|1.087E-26|20|19|P|  50|36
1437.0426|1.560E-01|7.307E+01|33849.2900|7.903E-03|1.648E-25|14|13|P|  75|37
1437.0704|1.017E-01|4.761E+01|29503.3999|6.393E-03|1.039E-24| 9| 8|P|  93|38
1437.0836|1.250E-01|5.849E+01|31770.3721|7.344E-03|4.152E-25|11|10|P|  87|37
1437.0947|1.546E-01|7.245E+01|33364.3401|7.730E-03|2.000E-25|14|13|P|  74|46
1437.1172|2.172E-01|1.024E+02|38729.2338|5.869E-03|1.142E-26|21|20|P|  40|38
1437.1619|2.003E-01|9.402E+01|38435.5686|8.256E-03|2.026E-26|18|17|P|  61|27
1437.1816|8.064E-02|3.772E+01|28660.4890|5.503E-03|1.359E-24| 7| 6|P| 101|46
1437.2119|1.398E-01|6.544E+01|34181.5127|8.121E-03|1.533E-25|12|11|P|  86|27
1437.2752|1.711E-01|8.019E+01|36217.5869|8.554E-03|6.081E-26|15|14|P|  74|27
1437.3118|9.722E-02|4.549E+01|32689.4871|6.701E-03|2.674E-25| 8| 7|P| 102|26
1437.3525|5.825E-02|2.725E+01|27425.8920|4.251E-03|1.898E-24| 5| 4|P| 108|46
1437.4401|1.884E-01|8.846E+01|36997.5518|8.150E-03|3.888E-26|17|16|P|  64|36
1437.4525|1.203E-02|5.626E+00|25672.4224|9.917E-04|1.044E-24| 1| 0|P| 122|37
1437.5819|1.458E-01|6.835E+01|33115.1070|7.784E-03|2.309E-25|13|12|P|  79|37
