#Table: J/ApJS/95/535/./table14.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
2155.5099|1.169E-02|1.842E+01|67181.0763|1.718E-03|5.801E-33|21|19|P| 145|26
2155.9356|1.212E-02|1.911E+01|65559.9752|1.744E-03|1.210E-32|22|20|P| 142|36
2156.6187|1.205E-02|1.902E+01|65412.6196|1.734E-03|1.285E-32|22|20|P| 142|28
2157.9471|1.301E-02|2.057E+01|66944.5405|1.861E-03|7.045E-33|22|20|P| 141|26
2158.7349|1.004E-02|1.589E+01|66408.6655|1.519E-03|7.195E-33|20|18|P| 149|27
2158.9546|1.043E-02|1.652E+01|64706.8710|1.546E-03|1.562E-32|21|19|P| 146|37
2160.2470|1.160E-02|1.840E+01|64529.0827|1.673E-03|1.841E-32|22|20|P| 142|37
2160.9234|1.021E-02|1.622E+01|64187.0937|1.515E-03|1.931E-32|21|19|P| 146|46
2161.6251|1.121E-02|1.782E+01|66155.9717|1.652E-03|8.843E-33|21|19|P| 145|27
2161.9809|1.136E-02|1.806E+01|64021.8453|1.639E-03|2.262E-32|22|20|P| 142|46
2162.3528|1.003E-02|1.596E+01|63759.5457|1.489E-03|2.298E-32|21|19|P| 146|38
2163.0426|9.721E-03|1.548E+01|65620.3133|1.473E-03|9.946E-33|20|18|P| 149|36
2163.2215|1.116E-02|1.777E+01|63604.5496|1.611E-03|2.678E-32|22|20|P| 142|38
2163.5463|1.246E-02|1.986E+01|65944.9275|1.787E-03|1.059E-32|22|20|P| 141|27
2163.8172|9.660E-03|1.540E+01|65466.4443|1.464E-03|1.059E-32|20|18|P| 149|28
2164.3465|1.041E-02|1.660E+01|67062.0549|1.567E-03|5.618E-33|20|18|P| 148|26
2165.5324|1.085E-02|1.734E+01|65387.2028|1.602E-03|1.211E-32|21|19|P| 145|36
2166.2305|1.079E-02|1.725E+01|65237.1345|1.593E-03|1.287E-32|21|19|P| 145|28
2167.0821|1.207E-02|1.933E+01|65195.0784|1.733E-03|1.437E-32|22|20|P| 141|36
2167.5376|1.163E-02|1.864E+01|66794.7072|1.707E-03|6.960E-33|21|19|P| 144|26
2167.7092|1.199E-02|1.922E+01|65048.6818|1.723E-03|1.525E-32|22|20|P| 141|28
2167.9775|9.305E-03|1.492E+01|64544.1496|1.413E-03|1.546E-32|20|18|P| 149|37
2169.7201|1.294E-02|2.081E+01|66569.9293|1.848E-03|8.401E-33|22|20|P| 140|26
2169.9427|1.039E-02|1.670E+01|64337.4964|1.537E-03|1.858E-32|21|19|P| 145|37
2170.0036|9.107E-03|1.464E+01|64014.9052|1.384E-03|1.921E-32|20|18|P| 149|46
2170.6062|9.992E-03|1.608E+01|66017.4151|1.509E-03|8.653E-33|20|18|P| 148|27
2171.0062|1.155E-02|1.860E+01|64170.9214|1.662E-03|2.178E-32|22|20|P| 141|37
2171.4774|8.936E-03|1.440E+01|63579.6420|1.359E-03|2.292E-32|20|18|P| 149|38
2171.7201|1.017E-02|1.639E+01|63821.1460|1.506E-03|2.294E-32|21|19|P| 145|46
2172.5530|1.131E-02|1.825E+01|63667.0169|1.628E-03|2.672E-32|22|20|P| 141|46
2172.9937|9.992E-03|1.613E+01|63396.4255|1.480E-03|2.726E-32|21|19|P| 145|38
2173.2511|1.116E-02|1.802E+01|65776.2667|1.641E-03|1.057E-32|21|19|P| 144|27
2173.6414|1.111E-02|1.796E+01|63252.4711|1.601E-03|3.160E-32|22|20|P| 141|38
2174.6119|9.676E-03|1.566E+01|65234.2327|1.464E-03|1.193E-32|20|18|P| 148|36
2174.9271|1.241E-02|2.009E+01|65576.8021|1.776E-03|1.259E-32|22|20|P| 140|27
2175.3282|9.615E-03|1.557E+01|65081.3758|1.455E-03|1.270E-32|20|18|P| 148|28
2176.5714|1.036E-02|1.680E+01|66665.5582|1.558E-03|6.775E-33|20|18|P| 147|26
2176.8634|1.080E-02|1.754E+01|65012.5347|1.592E-03|1.444E-32|21|19|P| 144|36
2177.5046|1.074E-02|1.744E+01|64863.4525|1.583E-03|1.535E-32|21|19|P| 144|28
2178.1749|1.201E-02|1.954E+01|64831.8531|1.722E-03|1.704E-32|22|20|P| 140|36
2178.7464|1.194E-02|1.943E+01|64686.4157|1.712E-03|1.808E-32|22|20|P| 140|28
2179.1432|9.265E-03|1.508E+01|64165.1807|1.405E-03|1.849E-32|20|18|P| 148|37
2179.5077|1.157E-02|1.886E+01|66409.9772|1.696E-03|8.343E-33|21|19|P| 143|26
2180.8795|1.034E-02|1.689E+01|63969.7547|1.527E-03|2.209E-32|21|19|P| 144|37
2180.9743|9.069E-03|1.480E+01|63639.4567|1.376E-03|2.293E-32|20|18|P| 148|46
2181.4355|1.288E-02|2.104E+01|66197.0036|1.836E-03|1.001E-32|22|20|P| 139|26
2181.7139|1.150E-02|1.880E+01|63814.4322|1.652E-03|2.574E-32|22|20|P| 140|37
2182.2896|8.902E-03|1.456E+01|63207.0983|1.352E-03|2.732E-32|20|18|P| 148|38
2182.4221|9.944E-03|1.626E+01|65627.7651|1.500E-03|1.040E-32|20|18|P| 147|27
2182.4663|1.013E-02|1.657E+01|63456.8318|1.496E-03|2.722E-32|21|19|P| 144|46
2183.0747|1.126E-02|1.844E+01|63313.8602|1.618E-03|3.153E-32|22|20|P| 140|46
2183.5851|9.952E-03|1.631E+01|63034.9392|1.471E-03|3.231E-32|21|19|P| 144|38
2184.0118|1.107E-02|1.815E+01|62902.0634|1.591E-03|3.725E-32|22|20|P| 140|38
2184.8218|1.110E-02|1.822E+01|65398.2077|1.631E-03|1.263E-32|21|19|P| 143|27
2186.1275|9.631E-03|1.583E+01|64849.7581|1.455E-03|1.430E-32|20|18|P| 147|36
2186.2526|1.235E-02|2.031E+01|65210.3661|1.764E-03|1.496E-32|22|20|P| 139|27
2186.7859|9.571E-03|1.575E+01|64697.9142|1.446E-03|1.522E-32|20|18|P| 147|28
2188.1408|1.075E-02|1.773E+01|64639.5159|1.582E-03|1.721E-32|21|19|P| 143|36
2188.7254|1.069E-02|1.763E+01|64491.4203|1.573E-03|1.828E-32|21|19|P| 143|28
2188.7387|1.031E-02|1.700E+01|66270.6744|1.548E-03|8.163E-33|20|18|P| 146|26
2189.2139|1.196E-02|1.975E+01|64470.3185|1.711E-03|2.020E-32|22|20|P| 139|36
2189.7302|1.188E-02|1.964E+01|64325.8406|1.701E-03|2.141E-32|22|20|P| 139|28
2190.2574|9.225E-03|1.525E+01|63787.8228|1.396E-03|2.209E-32|20|18|P| 147|37
2191.4201|1.152E-02|1.907E+01|66026.9081|1.685E-03|9.993E-33|21|19|P| 142|26
2191.7648|1.030E-02|1.707E+01|63603.6646|1.518E-03|2.624E-32|21|19|P| 143|37
2191.8948|9.032E-03|1.497E+01|63265.6207|1.368E-03|2.735E-32|20|18|P| 147|46
2192.3701|1.145E-02|1.900E+01|63459.6336|1.641E-03|3.041E-32|22|20|P| 139|37
2193.0524|8.868E-03|1.472E+01|62836.1678|1.344E-03|3.255E-32|20|18|P| 147|38
2193.0932|1.282E-02|2.128E+01|65825.7845|1.824E-03|1.192E-32|22|20|P| 138|26
2193.1622|1.009E-02|1.675E+01|63094.1695|1.487E-03|3.229E-32|21|19|P| 143|46
2193.5460|1.122E-02|1.863E+01|62962.3928|1.608E-03|3.719E-32|22|20|P| 139|46
2194.1270|9.914E-03|1.648E+01|62675.1043|1.462E-03|3.827E-32|21|19|P| 143|38
2194.1828|9.896E-03|1.645E+01|65239.7367|1.490E-03|1.248E-32|20|18|P| 146|27
2194.3327|1.103E-02|1.833E+01|62553.3438|1.581E-03|4.387E-32|22|20|P| 139|38
2196.3372|1.105E-02|1.842E+01|65021.8151|1.620E-03|1.508E-32|21|19|P| 142|27
2197.4186|9.153E-03|1.528E+01|66152.3806|1.409E-03|7.879E-33|19|17|P| 149|26
2197.5226|1.229E-02|2.053E+01|64845.6395|1.753E-03|1.775E-32|22|20|P| 138|27
2197.5896|9.588E-03|1.601E+01|64466.9095|1.446E-03|1.713E-32|20|18|P| 146|36
2198.1904|9.529E-03|1.593E+01|64316.0795|1.438E-03|1.822E-32|20|18|P| 146|28
2199.3645|1.071E-02|1.792E+01|64268.1661|1.572E-03|2.049E-32|21|19|P| 142|36
2199.8928|1.064E-02|1.783E+01|64121.0574|1.563E-03|2.176E-32|21|19|P| 142|28
2200.1993|1.191E-02|1.997E+01|64110.4939|1.700E-03|2.391E-32|22|20|P| 138|36
2200.6606|1.183E-02|1.985E+01|63966.9754|1.689E-03|2.533E-32|22|20|P| 138|28
2200.8484|1.026E-02|1.721E+01|65877.4256|1.539E-03|9.828E-33|20|18|P| 145|26
2201.3204|9.187E-03|1.542E+01|63412.0950|1.388E-03|2.637E-32|20|18|P| 146|37
2202.5987|1.026E-02|1.725E+01|63239.2447|1.508E-03|3.115E-32|21|19|P| 142|37
2202.7649|8.996E-03|1.513E+01|62893.4159|1.360E-03|3.259E-32|20|18|P| 146|46
2202.9749|1.141E-02|1.920E+01|63106.5435|1.630E-03|3.588E-32|22|20|P| 138|37
2203.0152|8.779E-03|1.477E+01|65101.7396|1.355E-03|1.215E-32|19|17|P| 149|27
2203.2750|1.146E-02|1.929E+01|65645.5212|1.674E-03|1.196E-32|21|19|P| 141|26
2203.7657|8.836E-03|1.488E+01|62466.8688|1.337E-03|3.875E-32|20|18|P| 146|38
2203.8079|1.005E-02|1.692E+01|62733.1770|1.478E-03|3.826E-32|21|19|P| 142|46
2203.9668|1.117E-02|1.883E+01|62612.6324|1.598E-03|4.381E-32|22|20|P| 138|46
2204.6040|1.098E-02|1.852E+01|62206.3295|1.571E-03|5.162E-32|22|20|P| 138|38
2204.6194|9.876E-03|1.665E+01|62316.9387|1.453E-03|4.529E-32|21|19|P| 142|38
2204.6933|1.276E-02|2.152E+01|65456.2930|1.812E-03|1.417E-32|22|20|P| 137|26
2205.8882|9.850E-03|1.664E+01|64853.3507|1.481E-03|1.498E-32|20|18|P| 145|27
2206.5262|8.508E-03|1.438E+01|64314.3775|1.315E-03|1.680E-32|19|17|P| 149|36
2207.1463|8.456E-03|1.431E+01|64160.7357|1.307E-03|1.789E-32|19|17|P| 149|28
2207.7973|1.100E-02|1.863E+01|64647.1093|1.610E-03|1.798E-32|21|19|P| 141|27
2208.7374|1.224E-02|2.076E+01|64482.6422|1.741E-03|2.105E-32|22|20|P| 137|27
2208.9981|9.546E-03|1.619E+01|64085.7072|1.437E-03|2.050E-32|20|18|P| 145|36
2209.5416|9.487E-03|1.610E+01|63935.8916|1.429E-03|2.180E-32|20|18|P| 145|28
2209.7258|9.107E-03|1.546E+01|65748.9186|1.400E-03|9.533E-33|19|17|P| 148|26
2210.3853|8.141E-03|1.383E+01|63240.0578|1.261E-03|2.607E-32|19|17|P| 149|37
2210.5347|1.066E-02|1.812E+01|63898.5047|1.562E-03|2.438E-32|21|19|P| 141|36
2211.0071|1.060E-02|1.802E+01|63752.3833|1.553E-03|2.588E-32|21|19|P| 141|28
2211.1309|1.186E-02|2.018E+01|63752.3983|1.689E-03|2.829E-32|22|20|P| 137|36
2211.5377|1.178E-02|2.006E+01|63609.8391|1.678E-03|2.995E-32|22|20|P| 137|28
2211.8872|7.976E-03|1.358E+01|62711.9291|1.236E-03|3.238E-32|19|17|P| 149|46
2212.3321|9.150E-03|1.559E+01|63038.0163|1.380E-03|3.146E-32|20|18|P| 145|37
2212.9006|1.021E-02|1.741E+01|65485.8338|1.529E-03|1.182E-32|20|18|P| 144|26
2212.9324|7.843E-03|1.337E+01|62277.6830|1.216E-03|3.869E-32|19|17|P| 149|38
2213.3813|1.022E-02|1.744E+01|62876.5135|1.499E-03|3.694E-32|21|19|P| 141|37
2213.5282|1.136E-02|1.940E+01|62755.1799|1.620E-03|4.231E-32|22|20|P| 137|37
2213.5849|8.961E-03|1.529E+01|62522.8605|1.352E-03|3.881E-32|20|18|P| 145|46
2214.3373|1.113E-02|1.902E+01|62264.5965|1.588E-03|5.158E-32|22|20|P| 137|46
2214.4032|1.001E-02|1.710E+01|62373.8724|1.469E-03|4.530E-32|21|19|P| 141|46
2214.4297|8.804E-03|1.504E+01|62099.2193|1.329E-03|4.609E-32|20|18|P| 145|38
2214.8257|1.094E-02|1.871E+01|61861.0377|1.561E-03|6.069E-32|22|20|P| 137|38
2214.9109|8.738E-03|1.494E+01|64705.3259|1.347E-03|1.465E-32|19|17|P| 148|27
2215.0625|9.839E-03|1.683E+01|61960.4599|1.445E-03|5.355E-32|21|19|P| 141|38
2215.0724|1.141E-02|1.952E+01|65265.8380|1.663E-03|1.430E-32|21|19|P| 140|26
2216.2357|1.270E-02|2.176E+01|65088.5497|1.800E-03|1.684E-32|22|20|P| 136|26
2217.5385|9.805E-03|1.682E+01|64468.6278|1.472E-03|1.795E-32|20|18|P| 144|27
2218.1196|8.471E-03|1.455E+01|63923.2879|1.307E-03|2.021E-32|19|17|P| 148|36
2218.6813|8.420E-03|1.447E+01|63770.6879|1.300E-03|2.151E-32|19|17|P| 148|28
2219.2022|1.095E-02|1.883E+01|64274.1105|1.599E-03|2.142E-32|21|19|P| 140|27
2219.8968|1.219E-02|2.099E+01|64121.3938|1.730E-03|2.494E-32|22|20|P| 136|27
2220.3532|9.504E-03|1.637E+01|63706.1709|1.429E-03|2.452E-32|20|18|P| 144|36
2220.8397|9.447E-03|1.628E+01|63557.3702|1.420E-03|2.605E-32|20|18|P| 144|28
2221.5747|8.110E-03|1.399E+01|62856.2848|1.254E-03|3.125E-32|19|17|P| 148|37
2221.6514|1.061E-02|1.832E+01|63530.5513|1.552E-03|2.899E-32|21|19|P| 140|36
2221.9756|9.063E-03|1.564E+01|65347.0871|1.392E-03|1.152E-32|19|17|P| 147|26
2222.0090|1.182E-02|2.040E+01|63396.0504|1.679E-03|3.344E-32|22|20|P| 136|36
2222.0681|1.055E-02|1.822E+01|63385.4171|1.543E-03|3.075E-32|21|19|P| 140|28
2222.3614|1.173E-02|2.027E+01|63254.4501|1.667E-03|3.538E-32|22|20|P| 136|28
2222.8814|7.947E-03|1.373E+01|62331.7752|1.229E-03|3.875E-32|19|17|P| 148|46
2223.2925|9.113E-03|1.576E+01|62665.6054|1.372E-03|3.749E-32|20|18|P| 144|37
2223.7679|7.816E-03|1.352E+01|61900.5137|1.209E-03|4.624E-32|19|17|P| 148|38
2224.0300|1.132E-02|1.960E+01|62405.5606|1.610E-03|4.984E-32|22|20|P| 136|37
2224.1126|1.018E-02|1.762E+01|62515.4893|1.490E-03|4.377E-32|21|19|P| 140|37
2224.3546|8.927E-03|1.546E+01|62153.9728|1.344E-03|4.617E-32|20|18|P| 144|46
2224.6574|1.109E-02|1.922E+01|61918.3023|1.577E-03|6.067E-32|22|20|P| 136|46
2224.8954|1.016E-02|1.761E+01|65095.9206|1.520E-03|1.421E-32|20|18|P| 143|26
2224.9482|9.972E-03|1.729E+01|62016.2733|1.460E-03|5.359E-32|21|19|P| 140|46
2224.9980|1.091E-02|1.891E+01|61517.4851|1.551E-03|7.130E-32|22|20|P| 136|38
2225.0444|8.773E-03|1.521E+01|61733.2370|1.322E-03|5.477E-32|20|18|P| 144|38
2225.4561|9.804E-03|1.700E+01|61605.6852|1.436E-03|6.327E-32|21|19|P| 140|38
2226.7514|8.699E-03|1.511E+01|64310.5506|1.339E-03|1.765E-32|19|17|P| 147|27
2226.8123|1.136E-02|1.974E+01|64887.8796|1.653E-03|1.708E-32|21|19|P| 139|26
2227.7206|1.264E-02|2.200E+01|64722.5752|1.787E-03|2.000E-32|22|20|P| 135|26
2229.1337|9.761E-03|1.701E+01|64085.5887|1.463E-03|2.150E-32|20|18|P| 143|27
2229.6595|8.435E-03|1.471E+01|63533.8409|1.300E-03|2.428E-32|19|17|P| 147|36
2230.1633|8.384E-03|1.463E+01|63382.2834|1.292E-03|2.584E-32|19|17|P| 147|28
2230.5520|1.090E-02|1.904E+01|63902.8388|1.589E-03|2.550E-32|21|19|P| 139|27
2231.0010|1.214E-02|2.121E+01|63761.9138|1.719E-03|2.952E-32|22|20|P| 135|27
2231.6547|9.464E-03|1.655E+01|63328.3205|1.420E-03|2.929E-32|20|18|P| 143|36
2232.0846|9.407E-03|1.646E+01|63180.5350|1.412E-03|3.111E-32|20|18|P| 143|28
2232.7129|8.080E-03|1.415E+01|62474.1581|1.247E-03|3.744E-32|19|17|P| 147|37
2232.7145|1.057E-02|1.851E+01|63164.3249|1.542E-03|3.443E-32|21|19|P| 139|36
2232.8335|1.177E-02|2.062E+01|63041.4690|1.668E-03|3.949E-32|22|20|P| 135|36
2233.0759|1.051E-02|1.841E+01|63020.1779|1.533E-03|3.650E-32|21|19|P| 139|28
2233.1319|1.169E-02|2.048E+01|62900.8272|1.656E-03|4.175E-32|22|20|P| 135|28
2233.8256|7.918E-03|1.389E+01|61953.2681|1.222E-03|4.634E-32|19|17|P| 147|46
2234.1680|9.020E-03|1.583E+01|64946.9083|1.383E-03|1.392E-32|19|17|P| 146|26
2234.2017|9.078E-03|1.593E+01|62294.8811|1.363E-03|4.464E-32|20|18|P| 143|37
2234.4805|1.128E-02|1.980E+01|62057.7034|1.599E-03|5.866E-32|22|20|P| 135|37
2234.5542|7.788E-03|1.367E+01|61524.9915|1.203E-03|5.521E-32|19|17|P| 147|38
2234.7925|1.014E-02|1.781E+01|62156.1903|1.481E-03|5.181E-32|21|19|P| 139|37
2234.9272|1.105E-02|1.942E+01|61573.7671|1.567E-03|7.130E-32|22|20|P| 135|46
2235.0742|8.894E-03|1.563E+01|61786.7711|1.336E-03|5.489E-32|20|18|P| 143|46
2235.1207|1.087E-02|1.910E+01|61175.6886|1.542E-03|8.368E-32|22|20|P| 135|38
2235.4431|9.935E-03|1.747E+01|61660.3976|1.451E-03|6.334E-32|21|19|P| 139|46
2235.6098|8.743E-03|1.537E+01|61368.9398|1.314E-03|6.502E-32|20|18|P| 143|38
2235.8003|9.769E-03|1.718E+01|61252.6319|1.427E-03|7.468E-32|21|19|P| 139|38
2236.8328|1.012E-02|1.782E+01|64707.7077|1.511E-03|1.706E-32|20|18|P| 142|26
2238.4947|1.131E-02|1.996E+01|64511.6669|1.642E-03|2.038E-32|21|19|P| 138|26
2238.5368|8.660E-03|1.529E+01|63917.4349|1.331E-03|2.125E-32|19|17|P| 146|27
2239.1480|1.259E-02|2.224E+01|64358.3899|1.775E-03|2.372E-32|22|20|P| 134|26
2240.6737|9.718E-03|1.720E+01|63704.2538|1.454E-03|2.573E-32|20|18|P| 142|27
2241.1461|8.399E-03|1.488E+01|63146.0568|1.292E-03|2.916E-32|19|17|P| 146|36
2241.5922|8.350E-03|1.480E+01|62995.5423|1.285E-03|3.101E-32|19|17|P| 146|28
2241.8466|1.085E-02|1.925E+01|63533.3140|1.579E-03|3.034E-32|21|19|P| 138|27
2242.0499|1.209E-02|2.144E+01|63404.2214|1.707E-03|3.491E-32|22|20|P| 134|27
2242.8951|7.959E-03|1.413E+01|64819.1598|1.250E-03|1.341E-32|18|16|P| 149|26
2242.9029|9.425E-03|1.674E+01|62952.1755|1.411E-03|3.497E-32|20|18|P| 142|36
2243.2765|9.369E-03|1.664E+01|62805.4053|1.403E-03|3.712E-32|20|18|P| 142|28
2243.6043|1.172E-02|2.084E+01|62688.6727|1.657E-03|4.659E-32|22|20|P| 134|36
2243.7241|1.053E-02|1.871E+01|62799.8447|1.532E-03|4.085E-32|21|19|P| 138|36
2243.8000|8.050E-03|1.431E+01|62093.6964|1.240E-03|4.481E-32|19|17|P| 146|37
2243.8491|1.164E-02|2.070E+01|62548.9888|1.645E-03|4.923E-32|22|20|P| 134|28
