#Table: J/ApJS/95/535/./table14.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
2853.2763|2.663E-03|9.743E+00|42134.6240|4.216E-04|2.549E-28|12|10|P| 118|28
2853.3121|1.074E-02|3.942E+01|43485.9218|9.363E-04|2.962E-28|22|20|P|  65|28
2853.4389|8.421E-04|3.079E+00|43418.3317|1.582E-04|5.324E-29| 7| 5|P| 140|27
2853.4540|1.504E-03|5.500E+00|44606.9215|2.683E-04|5.279E-29| 9| 7|P| 133|26
2853.4630|1.164E-03|4.256E+00|44665.3540|2.139E-04|4.092E-29| 8| 6|P| 137|26
2853.5143|5.822E-04|2.129E+00|42261.3205|1.117E-04|6.356E-29| 6| 4|P| 143|28
2853.5334|7.935E-04|2.902E+00|40988.0519|1.469E-04|1.495E-28| 7| 5|P| 138|37
2853.5547|7.705E-03|2.824E+01|43809.7411|8.786E-04|2.451E-28|19|17|P|  85|27
2853.5958|4.362E-03|1.597E+01|42275.9181|6.086E-04|3.439E-28|15|13|P| 104|28
2853.6051|5.649E-04|2.066E+00|41030.1121|1.076E-04|1.073E-28| 6| 4|P| 142|37
2853.6480|1.353E-03|4.950E+00|40242.4707|2.342E-04|3.350E-28| 9| 7|P| 129|46
2853.6854|1.094E-03|4.002E+00|42152.0715|1.982E-04|1.189E-28| 8| 6|P| 135|28
2853.6946|1.127E-03|4.122E+00|43350.8428|2.056E-04|7.149E-29| 8| 6|P| 136|27
2853.7023|3.099E-03|1.134E+01|41023.3015|4.656E-04|4.658E-28|13|11|P| 112|37
2853.7822|9.348E-03|3.432E+01|42227.0259|8.653E-04|4.861E-28|21|19|P|  69|37
2853.8093|3.884E-04|1.420E+00|42525.3172|7.660E-05|3.860E-29| 5| 3|P| 147|36
2853.8540|3.778E-03|1.383E+01|42380.5544|5.525E-04|2.984E-28|14|12|P| 109|36
2853.9013|2.519E-03|9.220E+00|39745.9163|3.886E-04|6.954E-28|12|10|P| 115|38
2853.9417|1.683E-03|6.158E+00|39668.3522|2.799E-04|5.199E-28|10| 8|P| 124|38
2854.0271|5.572E-03|2.043E+01|40786.1724|6.804E-04|7.498E-28|17|15|P|  91|46
2854.0494|8.172E-04|2.990E+00|42182.9523|1.524E-04|9.006E-29| 7| 5|P| 139|28
2854.1145|5.047E-03|1.850E+01|42349.4095|6.705E-04|3.658E-28|16|14|P|  99|28
2854.2875|3.375E-03|1.236E+01|44490.8912|5.254E-04|1.093E-28|13|11|P| 116|26
2854.3542|5.507E-03|2.020E+01|40262.4437|6.651E-04|9.291E-28|17|15|P|  90|38
2854.3903|1.422E-03|5.206E+00|42290.8567|2.500E-04|1.410E-28| 9| 7|P| 131|36
2854.4777|7.333E-03|2.691E+01|41733.6856|7.970E-04|5.673E-28|19|17|P|  81|37
2854.5155|2.137E-03|7.827E+00|40916.0273|3.470E-04|3.656E-28|11| 9|P| 121|37
2854.6425|7.514E-03|2.758E+01|42750.6602|8.370E-04|3.768E-28|19|17|P|  83|28
2854.7190|3.051E-03|1.118E+01|40328.9395|4.545E-04|6.238E-28|13|11|P| 111|46
2854.9337|5.653E-03|2.074E+01|41374.9363|6.980E-04|5.901E-28|17|15|P|  92|37
2855.0058|6.985E-03|2.563E+01|44761.2874|8.625E-04|1.576E-28|18|16|P|  92|26
2855.2173|8.297E-03|3.049E+01|41930.1191|8.352E-04|5.411E-28|20|18|P|  75|37
2855.2638|5.338E-03|1.958E+01|44572.8787|7.309E-04|1.462E-28|16|14|P| 102|26
2855.2853|2.421E-02|8.806E+01|64021.8453|4.647E-03|7.409E-32|22|20|R| 142|46
2855.3072|5.849E-04|2.143E+00|42395.0217|1.123E-04|6.024E-29| 6| 4|P| 143|36
2855.3855|3.840E-03|1.408E+01|43258.3037|5.670E-04|2.062E-28|14|12|P| 110|27
2855.4213|1.099E-02|4.041E+01|44384.9141|9.880E-04|2.093E-28|22|20|P|  67|27
2855.4374|2.675E-03|9.808E+00|42246.4999|4.237E-04|2.441E-28|12|10|P| 118|36
2855.5781|5.822E-03|2.137E+01|42590.7041|7.347E-04|3.589E-28|17|15|P|  94|36
2855.6040|1.099E-03|4.029E+00|42278.1973|1.992E-04|1.130E-28| 8| 6|P| 135|36
2855.8351|2.738E-03|1.004E+01|43187.9519|4.375E-04|1.645E-28|12|10|P| 119|27
2855.8666|1.045E-03|3.832E+00|40167.1234|1.866E-04|2.769E-28| 8| 6|P| 133|46
2855.9076|8.209E-04|3.009E+00|42312.7794|1.532E-04|8.551E-29| 7| 5|P| 139|36
2855.9357|4.381E-03|1.608E+01|42377.8295|6.117E-04|3.309E-28|15|13|P| 104|36
2855.9460|6.123E-03|2.248E+01|44629.8111|7.975E-04|1.552E-28|17|15|P|  97|26
2855.9945|9.132E-03|3.361E+01|41129.4329|8.093E-04|7.460E-28|21|19|P|  66|38
2856.0121|9.568E-03|3.520E+01|43139.0558|9.121E-04|3.409E-28|21|19|P|  71|28
2856.0279|1.077E-02|3.966E+01|43568.2047|9.402E-04|2.874E-28|22|20|P|  65|36
2856.1757|2.202E-04|8.073E-01|40324.3325|4.406E-05|6.062E-29| 4| 2|P| 149|46
2856.1806|3.662E-03|1.344E+01|41004.0274|5.261E-04|5.314E-28|14|12|P| 107|37
2856.2090|2.340E-02|8.522E+01|65824.6024|4.713E-03|3.221E-32|21|19|R| 149|37
2856.3440|4.848E-03|1.781E+01|40566.7419|6.249E-04|7.654E-28|16|14|P|  96|46
2856.4235|2.103E-03|7.718E+00|40170.0809|3.389E-04|5.021E-28|11| 9|P| 120|46
2856.4478|8.496E-03|3.125E+01|42893.5233|8.784E-04|3.694E-28|20|18|P|  77|28
2856.4949|8.707E-03|3.203E+01|43897.0055|9.237E-04|2.473E-28|20|18|P|  79|27
2856.5145|5.069E-03|1.862E+01|42448.1279|6.739E-04|3.525E-28|16|14|P|  99|36
2856.6219|8.950E-03|3.292E+01|44994.1654|9.736E-04|1.592E-28|20|18|P|  81|26
2856.6786|3.606E-03|1.324E+01|40337.3878|5.133E-04|7.019E-28|14|12|P| 106|46
2856.6813|2.243E-02|8.171E+01|64490.6153|4.487E-03|5.635E-32|21|19|R| 148|38
2856.7502|1.051E-02|3.873E+01|42442.4604|8.749E-04|4.434E-28|22|20|P|  62|37
2856.7580|2.679E-02|9.761E+01|67059.2389|5.217E-03|2.093E-32|22|20|R| 144|27
2856.7805|3.012E-03|1.106E+01|39708.6235|4.450E-04|8.111E-28|13|11|P| 110|38
2856.8078|4.919E-03|1.808E+01|41180.5740|6.408E-04|5.949E-28|16|14|P|  97|37
2857.0580|6.788E-03|2.496E+01|43553.9680|8.206E-04|2.590E-28|18|16|P|  90|27
2857.0743|4.790E-03|1.761E+01|40019.9678|6.113E-04|9.596E-28|16|14|P|  95|38
2857.1252|9.801E-03|3.609E+01|44089.1640|9.610E-04|2.347E-28|21|19|P|  73|27
2857.2114|7.546E-03|2.777E+01|42840.5171|8.413E-04|3.647E-28|19|17|P|  83|36
2857.2195|4.249E-03|1.562E+01|41056.6832|5.821E-04|5.735E-28|15|13|P| 102|37
2857.2229|7.796E-04|2.862E+00|40137.2247|1.435E-04|2.160E-28| 7| 5|P| 137|46
2857.2240|4.186E-03|1.539E+01|40416.8901|5.679E-04|7.476E-28|15|13|P| 101|46
2857.3715|3.678E-04|1.350E+00|40215.4421|7.165E-05|1.039E-28| 5| 3|P| 145|46
2857.3725|1.335E-03|4.901E+00|39525.9628|2.295E-04|4.565E-28| 9| 7|P| 128|38
2857.3770|1.027E-02|3.791E+01|41422.4241|8.142E-04|6.524E-28|22|20|P|  59|38
2857.5365|2.196E-03|8.069E+00|41966.4510|3.599E-04|2.361E-28|11| 9|P| 122|28
2857.6540|9.234E-03|3.404E+01|41550.5084|8.311E-04|6.352E-28|21|19|P|  67|46
2857.7226|5.538E-04|2.034E+00|40153.1978|1.049E-04|1.567E-28| 6| 4|P| 141|46
2857.8130|1.128E-02|4.159E+01|45370.4126|1.046E-03|1.428E-28|22|20|P|  69|26
2857.8868|6.294E-03|2.318E+01|40329.5924|7.104E-04|9.614E-28|18|16|P|  84|38
2857.9518|3.183E-03|1.170E+01|42003.8339|4.832E-04|3.114E-28|13|11|P| 113|28
2858.1013|6.367E-03|2.345E+01|40826.1112|7.271E-04|7.867E-28|18|16|P|  85|46
2858.1309|4.480E-03|1.648E+01|43221.4806|6.320E-04|2.340E-28|15|13|P| 105|27
2858.2764|3.561E-03|1.310E+01|39742.3113|5.024E-04|9.012E-28|14|12|P| 105|38
2858.3391|1.732E-03|6.367E+00|40761.5306|2.909E-04|3.302E-28|10| 8|P| 125|37
2858.3780|4.168E-03|1.534E+01|39846.3306|5.601E-04|9.558E-28|15|13|P| 100|38
2858.4247|1.006E-02|3.711E+01|45129.2458|1.014E-03|1.555E-28|21|19|P|  75|26
2858.4893|2.824E-03|1.038E+01|44342.8295|4.553E-04|1.018E-28|12|10|P| 120|26
2858.5622|2.367E-02|8.641E+01|63252.4711|4.518E-03|1.028E-31|22|20|R| 141|38
2858.6914|9.608E-03|3.545E+01|43223.5090|9.168E-04|3.308E-28|21|19|P|  71|36
2858.7279|8.097E-03|2.987E+01|40764.2806|7.835E-04|8.610E-28|20|18|P|  72|38
2858.9798|5.950E-03|2.192E+01|43370.0874|7.598E-04|2.620E-28|17|15|P|  95|27
2858.9881|6.616E-03|2.438E+01|42447.6572|7.826E-04|4.077E-28|18|16|P|  88|28
2859.0780|8.532E-03|3.147E+01|42980.4999|8.830E-04|3.580E-28|20|18|P|  77|36
2859.0859|2.569E-02|9.384E+01|65778.2099|4.973E-03|3.580E-32|22|20|R| 143|28
2859.2850|2.076E-03|7.640E+00|39502.8596|3.320E-04|6.681E-28|11| 9|P| 119|38
2859.3331|5.182E-03|1.909E+01|43258.9876|6.966E-04|2.534E-28|16|14|P| 100|27
2859.3516|7.156E-03|2.640E+01|40497.2452|7.503E-04|9.372E-28|19|17|P|  78|38
2859.4441|3.957E-03|1.457E+01|44336.2584|5.904E-04|1.324E-28|14|12|P| 111|26
2859.5572|2.590E-03|9.539E+00|40766.7957|4.040E-04|4.575E-28|12|10|P| 116|37
2859.5953|1.038E-02|3.840E+01|41816.1567|8.376E-04|5.638E-28|22|20|P|  60|46
2859.6009|2.259E-03|8.316E+00|43051.9497|3.735E-04|1.500E-28|11| 9|P| 123|27
2859.6100|6.457E-03|2.382E+01|41385.2476|7.465E-04|6.285E-28|18|16|P|  86|37
2859.6582|2.206E-03|8.122E+00|42081.3028|3.618E-04|2.258E-28|11| 9|P| 122|36
2859.8395|2.468E-02|9.021E+01|64529.0827|4.745E-03|6.039E-32|22|20|R| 142|37
2859.9360|8.190E-03|3.025E+01|41209.4571|8.038E-04|7.238E-28|20|18|P|  73|46
2859.9474|1.030E-03|3.794E+00|39428.0826|1.829E-04|3.815E-28| 8| 6|P| 132|38
2860.0779|7.236E-03|2.672E+01|40967.5742|7.686E-04|7.773E-28|19|17|P|  79|46
2860.1483|2.586E-02|9.454E+01|65926.5241|5.006E-03|3.374E-32|22|20|R| 143|36
2860.1956|3.197E-03|1.178E+01|42111.7930|4.857E-04|2.988E-28|13|11|P| 113|36
2860.2136|1.075E-02|3.975E+01|43296.2670|9.251E-04|3.209E-28|22|20|P|  64|28
2860.2672|2.280E-02|8.338E+01|64923.8163|4.568E-03|4.729E-32|21|19|R| 148|46
2860.4104|4.119E-04|1.517E+00|44659.9143|8.197E-05|1.574E-29| 5| 3|P| 148|26
2860.6102|1.704E-03|6.280E+00|39991.9865|2.841E-04|4.588E-28|10| 8|P| 124|46
2860.7440|9.358E-03|3.461E+01|42028.2388|8.558E-04|5.294E-28|21|19|P|  68|37
2860.8721|1.780E-03|6.563E+00|41843.9203|3.017E-04|2.100E-28|10| 8|P| 126|28
2860.9019|2.550E-03|9.405E+00|40050.1648|3.944E-04|6.194E-28|12|10|P| 115|46
2861.1535|3.760E-03|1.387E+01|41947.1226|5.462E-04|3.619E-28|14|12|P| 108|28
2861.1779|7.925E-03|2.928E+01|44699.7819|9.167E-04|1.727E-28|19|17|P|  86|26
2861.2722|1.374E-03|5.067E+00|40652.1459|2.384E-04|2.854E-28| 9| 7|P| 129|37
2861.3286|3.271E-03|1.207E+01|43016.7693|5.017E-04|2.050E-28|13|11|P| 114|27
2861.5236|6.646E-03|2.456E+01|42539.8956|7.868E-04|3.942E-28|18|16|P|  88|36
2861.6718|7.682E-04|2.833E+00|39375.1629|1.405E-04|3.008E-28| 7| 5|P| 136|38
2861.6962|2.330E-03|8.595E+00|44242.1118|3.886E-04|9.119E-29|11| 9|P| 124|26
2861.7994|5.798E-03|2.142E+01|42214.9346|7.254E-04|4.227E-28|17|15|P|  93|28
2861.8002|2.167E-04|7.990E-01|39490.3182|4.314E-05|8.737E-29| 4| 2|P| 148|38
2861.9122|7.707E-03|2.850E+01|43554.0966|8.710E-04|2.751E-28|19|17|P|  84|27
2862.0696|2.782E-02|1.019E+02|68078.2740|5.428E-03|1.381E-32|22|20|R| 144|26
2862.1515|7.337E-03|2.714E+01|41498.3183|7.898E-04|6.301E-28|19|17|P|  80|37
2862.1566|5.574E-03|2.061E+01|40522.3503|6.750E-04|8.454E-28|17|15|P|  90|46
2862.2585|2.422E-02|8.877E+01|66747.9649|4.889E-03|2.212E-32|21|19|R| 149|28
2862.3208|5.509E-03|2.037E+01|40003.6573|6.598E-04|1.045E-27|17|15|P|  89|38
2862.3758|3.979E-04|1.468E+00|43233.3042|7.870E-05|2.900E-29| 5| 3|P| 147|27
2862.4124|1.832E-03|6.762E+00|42962.6464|3.130E-04|1.313E-28|10| 8|P| 127|27
2862.5368|8.304E-03|3.075E+01|41713.0614|8.269E-04|5.952E-28|20|18|P|  74|37
2862.5516|5.463E-04|2.016E+00|39367.6307|1.029E-04|2.211E-28| 6| 4|P| 140|38
2862.5924|3.621E-04|1.337E+00|39405.8894|7.017E-05|1.480E-28| 5| 3|P| 144|38
2862.5926|9.143E-03|3.389E+01|40942.6903|7.998E-04|8.073E-28|21|19|P|  65|38
2862.6390|1.099E-02|4.075E+01|44185.9250|9.766E-04|2.278E-28|22|20|P|  66|27
2862.6501|7.517E-03|2.782E+01|42505.2842|8.296E-04|4.206E-28|19|17|P|  82|28
2862.6689|2.406E-02|8.820E+01|63667.0169|4.598E-03|8.701E-32|22|20|R| 141|46
2862.7872|2.239E-04|8.264E-01|40797.7136|4.489E-05|5.012E-29| 4| 2|P| 149|37
2862.8698|4.360E-03|1.612E+01|41963.8726|6.044E-04|3.974E-28|15|13|P| 103|28
2862.9495|1.788E-03|6.607E+00|41961.9175|3.033E-04|2.005E-28|10| 8|P| 126|36
2862.9616|1.078E-02|3.999E+01|43377.9309|9.289E-04|3.115E-28|22|20|P|  64|36
2863.0144|4.614E-03|1.706E+01|44258.3516|6.583E-04|1.533E-28|15|13|P| 106|26
2863.0356|6.194E-04|2.288E+00|44466.3617|1.201E-04|2.531E-29| 6| 4|P| 144|26
2863.0891|5.046E-03|1.867E+01|42053.3962|6.657E-04|4.192E-28|16|14|P|  98|28
2863.1724|2.436E-02|8.936E+01|66901.9690|4.919E-03|2.077E-32|21|19|R| 149|36
2863.1795|3.097E-03|1.145E+01|40690.7218|4.627E-04|5.439E-28|13|11|P| 111|37
2863.2534|5.654E-03|2.093E+01|41105.5012|6.926E-04|6.672E-28|17|15|P|  91|37
2863.2639|2.517E-03|9.307E+00|39409.4960|3.863E-04|8.135E-28|12|10|P| 114|38
2863.2860|9.577E-03|3.551E+01|42930.8724|9.024E-04|3.731E-28|21|19|P|  70|28
2863.2892|1.413E-03|5.222E+00|41767.5360|2.473E-04|1.786E-28| 9| 7|P| 130|28
2863.2951|1.052E-02|3.905E+01|42264.5806|8.639E-04|4.773E-28|22|20|P|  61|37
2863.3208|1.062E-03|3.923E+00|40588.3503|1.901E-04|2.346E-28| 8| 6|P| 133|37
2863.3834|2.661E-03|9.839E+00|41776.9970|4.191E-04|3.014E-28|12|10|P| 117|28
2863.4720|3.777E-03|1.397E+01|42051.4235|5.491E-04|3.478E-28|14|12|P| 108|36
2863.5706|1.029E-02|3.821E+01|41256.2295|8.033E-04|6.978E-28|22|20|P|  58|38
2863.8002|1.681E-03|6.217E+00|39303.3122|2.784E-04|6.169E-28|10| 8|P| 123|38
2863.8931|3.856E-04|1.425E+00|41932.6114|7.579E-05|5.059E-29| 5| 3|P| 146|28
2863.9148|1.890E-03|6.988E+00|44189.2721|3.257E-04|7.841E-29|10| 8|P| 128|26
2863.9219|1.352E-03|4.998E+00|39858.4047|2.329E-04|4.012E-28| 9| 7|P| 128|46
2863.9857|3.050E-03|1.129E+01|40002.5475|4.517E-04|7.261E-28|13|11|P| 110|46
2864.0812|6.984E-03|2.587E+01|44478.0814|8.557E-04|1.794E-28|18|16|P|  91|26
2864.0903|8.501E-03|3.153E+01|42666.7572|8.699E-04|4.083E-28|20|18|P|  76|28
2864.2176|3.738E-04|1.382E+00|40674.8878|7.299E-05|8.646E-29| 5| 3|P| 145|37
2864.2412|5.989E-04|2.214E+00|43082.0963|1.153E-04|4.569E-29| 6| 4|P| 143|27
2864.2760|1.454E-03|5.380E+00|42920.5463|2.566E-04|1.098E-28| 9| 7|P| 131|27
2864.2930|5.822E-03|2.157E+01|42309.8059|7.291E-04|4.081E-28|17|15|P|  93|36
2864.3616|2.325E-02|8.541E+01|65450.4431|4.666E-03|3.820E-32|21|19|R| 148|37
2864.3798|2.229E-02|8.186E+01|64124.2816|4.442E-03|6.657E-32|21|19|R| 147|38
2864.3954|9.244E-03|3.433E+01|41359.3046|8.216E-04|6.890E-28|21|19|P|  66|46
2864.4763|8.712E-03|3.231E+01|43660.2698|9.150E-04|2.748E-28|20|18|P|  78|27
2864.4905|7.920E-04|2.930E+00|40570.5953|1.461E-04|1.820E-28| 7| 5|P| 137|37
2864.5087|2.135E-03|7.903E+00|40554.3436|3.450E-04|4.331E-28|11| 9|P| 120|37
2864.7054|8.683E-04|3.213E+00|44322.9267|1.637E-04|3.698E-29| 7| 5|P| 140|26
2864.7266|9.808E-03|3.641E+01|43871.3228|9.511E-04|2.581E-28|21|19|P|  72|27
2864.7610|4.848E-03|1.797E+01|40287.2948|6.203E-04|8.699E-28|16|14|P|  95|46
2864.7875|5.636E-04|2.085E+00|40599.3073|1.070E-04|1.315E-28| 6| 4|P| 141|37
2864.7937|1.092E-03|4.042E+00|41737.7751|1.971E-04|1.445E-28| 8| 6|P| 134|28
2864.9064|3.372E-03|1.249E+01|44127.3903|5.223E-04|1.296E-28|13|11|P| 115|26
2864.9811|8.952E-03|3.322E+01|44746.7497|9.646E-04|1.778E-28|20|18|P|  80|26
2864.9859|5.335E-03|1.977E+01|44256.5190|7.257E-04|1.692E-28|16|14|P| 101|26
2865.0895|5.808E-04|2.149E+00|41819.9010|1.111E-04|7.827E-29| 6| 4|P| 142|28
2865.1516|1.501E-03|5.558E+00|44184.8154|2.669E-04|6.442E-29| 9| 7|P| 132|26
2865.1841|8.402E-04|3.110E+00|42979.8354|1.573E-04|6.548E-29| 7| 5|P| 139|27
2865.1978|1.125E-03|4.164E+00|42926.1262|2.045E-04|8.735E-29| 8| 6|P| 135|27
2865.2213|2.661E-02|9.782E+01|66686.1663|5.162E-03|2.480E-32|22|20|R| 143|27
2865.2549|4.379E-03|1.623E+01|42064.7735|6.075E-04|3.825E-28|15|13|P| 103|36
2865.2572|7.549E-03|2.802E+01|42594.3418|8.338E-04|4.073E-28|19|17|P|  82|36
2865.3005|3.837E-03|1.422E+01|42921.2148|5.634E-04|2.412E-28|14|12|P| 109|27
2865.3173|1.420E-03|5.258E+00|41888.8493|2.487E-04|1.703E-28| 9| 7|P| 130|36
2865.3244|4.791E-03|1.777E+01|39745.6772|6.067E-04|1.088E-27|16|14|P|  94|38
2865.3459|6.121E-03|2.270E+01|44330.0314|7.916E-04|1.782E-28|17|15|P|  96|26
2865.3715|3.661E-03|1.357E+01|40687.2307|5.227E-04|6.156E-28|14|12|P| 106|37
2865.3824|1.129E-02|4.195E+01|45161.4466|1.034E-03|1.562E-28|22|20|P|  68|26
2865.3918|8.154E-04|3.019E+00|41755.0886|1.516E-04|1.102E-28| 7| 5|P| 138|28
2865.4129|1.162E-03|4.301E+00|44229.2178|2.128E-04|5.028E-29| 8| 6|P| 136|26
2865.4201|4.919E-03|1.824E+01|40895.3635|6.361E-04|6.780E-28|16|14|P|  96|37
2865.5163|6.298E-03|2.338E+01|40088.8489|7.042E-04|1.071E-27|18|16|P|  83|38
2865.5326|5.068E-03|1.879E+01|42151.1543|6.690E-04|4.042E-28|16|14|P|  98|36
2865.5942|2.673E-03|9.905E+00|41887.7208|4.213E-04|2.888E-28|12|10|P| 117|36
2865.6642|3.605E-03|1.337E+01|40026.6422|5.100E-04|8.106E-28|14|12|P| 105|46
2865.6732|8.105E-03|3.012E+01|40559.5834|7.753E-04|9.409E-28|20|18|P|  71|38
2865.6753|3.874E-04|1.434E+00|42068.9146|7.619E-05|4.788E-29| 5| 3|P| 146|36
2865.7077|2.353E-02|8.653E+01|62902.0634|4.470E-03|1.204E-31|22|20|R| 140|38
2865.7318|6.789E-03|2.520E+01|43282.0676|8.140E-04|2.931E-28|18|16|P|  89|27
2865.8680|3.011E-03|1.117E+01|39387.7261|4.422E-04|9.415E-28|13|11|P| 109|38
2865.8888|6.370E-03|2.365E+01|40580.4672|7.209E-04|8.786E-28|18|16|P|  84|46
2865.9264|1.040E-02|3.871E+01|41645.6735|8.266E-04|6.044E-28|22|20|P|  59|46
2865.9264|4.186E-03|1.553E+01|40121.7973|5.640E-04|8.564E-28|15|13|P| 100|46
2865.9995|9.617E-03|3.576E+01|43014.6461|9.070E-04|3.622E-28|21|19|P|  70|36
2866.1222|4.248E-03|1.576E+01|40755.6809|5.781E-04|6.590E-28|15|13|P| 101|37
2866.1970|2.102E-03|7.792E+00|39814.8389|3.370E-04|5.929E-28|11| 9|P| 119|46
2866.3035|2.736E-03|1.015E+01|42820.8129|4.350E-04|1.954E-28|12|10|P| 118|27
2866.3641|1.044E-03|3.868E+00|39769.8147|1.856E-04|3.337E-28| 8| 6|P| 132|46
2866.3910|1.007E-02|3.744E+01|44901.0696|1.004E-03|1.719E-28|21|19|P|  74|26
2866.6407|7.161E-03|2.663E+01|40274.5396|7.431E-04|1.034E-27|19|17|P|  77|38
2866.7568|8.537E-03|3.175E+01|42752.9942|8.744E-04|3.959E-28|20|18|P|  76|36
2866.7676|1.097E-03|4.069E+00|41862.5764|1.981E-04|1.375E-28| 8| 6|P| 134|36
2866.9093|4.168E-03|1.548E+01|39556.5113|5.562E-04|1.092E-27|15|13|P|  99|38
2866.9403|5.835E-04|2.164E+00|41952.1966|1.117E-04|7.423E-29| 6| 4|P| 142|36
2867.0296|8.198E-03|3.051E+01|41000.1469|7.956E-04|7.929E-28|20|18|P|  72|46
2867.0580|1.076E-02|4.009E+01|43109.3459|9.139E-04|3.471E-28|22|20|P|  63|28
2867.0868|3.561E-03|1.322E+01|39436.9519|4.991E-04|1.038E-27|14|12|P| 104|38
2867.0906|2.553E-02|9.403E+01|65412.6196|4.921E-03|4.228E-32|22|20|R| 142|28
2867.3025|6.618E-03|2.461E+01|42186.2924|7.761E-04|4.589E-28|18|16|P|  87|28
2867.3066|8.191E-04|3.039E+00|41883.5503|1.524E-04|1.047E-28| 7| 5|P| 138|36
2867.4127|2.453E-02|9.037E+01|64170.9214|4.695E-03|7.104E-32|22|20|R| 141|37
2867.4525|1.333E-03|4.947E+00|39147.7809|2.282E-04|5.452E-28| 9| 7|P| 127|38
2867.4654|2.508E-02|9.243E+01|67690.8352|5.072E-03|1.505E-32|21|19|R| 149|27
2867.5202|7.241E-03|2.695E+01|40740.1091|7.614E-04|8.598E-28|19|17|P|  78|46
2867.5550|2.196E-04|8.148E-01|39874.0914|4.382E-05|7.495E-29| 4| 2|P| 148|46
2867.5816|6.460E-03|2.403E+01|41134.1592|7.402E-04|7.038E-28|18|16|P|  85|37
2867.6509|9.368E-03|3.490E+01|41832.1347|8.461E-04|5.757E-28|21|19|P|  67|37
2867.7390|4.477E-03|1.664E+01|42900.6830|6.277E-04|2.715E-28|15|13|P| 104|27
2867.7655|3.181E-03|1.182E+01|41662.2170|4.803E-04|3.652E-28|13|11|P| 112|28
2867.8830|2.194E-03|8.149E+00|41595.2478|3.579E-04|2.810E-28|11| 9|P| 121|28
2867.9427|7.782E-04|2.889E+00|39726.6710|1.427E-04|2.620E-28| 7| 5|P| 136|46
2867.9673|5.949E-03|2.213E+01|43081.8993|7.540E-04|2.990E-28|17|15|P|  94|27
2868.1283|2.266E-02|8.355E+01|64554.6567|4.522E-03|5.595E-32|21|19|R| 147|46
2868.2113|2.569E-02|9.472E+01|65559.9752|4.953E-03|3.985E-32|22|20|R| 142|36
2868.5321|3.670E-04|1.363E+00|39778.4162|7.126E-05|1.276E-28| 5| 3|P| 144|46
2868.5628|1.730E-03|6.429E+00|40386.4805|2.893E-04|3.938E-28|10| 8|P| 124|37
2868.6321|5.180E-03|1.927E+01|42954.4953|6.916E-04|2.915E-28|16|14|P|  99|27
2868.6634|5.526E-04|2.053E+00|39729.4031|1.043E-04|1.913E-28| 6| 4|P| 140|46
2868.8719|2.074E-03|7.712E+00|39153.3142|3.301E-04|7.867E-28|11| 9|P| 118|38
2869.1376|9.155E-03|3.417E+01|40758.6048|7.903E-04|8.723E-28|21|19|P|  64|38
2869.2678|2.589E-03|9.631E+00|40420.8726|4.016E-04|5.378E-28|12|10|P| 115|37
2869.3660|2.821E-03|1.049E+01|43965.2788|4.528E-04|1.215E-28|12|10|P| 119|26
2869.7103|1.030E-02|3.852E+01|41092.7143|7.924E-04|7.451E-28|22|20|P|  57|38
2869.7471|3.953E-03|1.472E+01|43989.3065|5.866E-04|1.556E-28|14|12|P| 110|26
2869.7717|7.341E-03|2.738E+01|41265.5843|7.824E-04|6.988E-28|19|17|P|  79|37
2869.7844|1.053E-02|3.937E+01|42089.4100|8.527E-04|5.130E-28|22|20|P|  60|37
2869.7977|1.100E-02|4.110E+01|43989.7008|9.651E-04|2.477E-28|22|20|P|  65|27
2869.8022|8.311E-03|3.101E+01|41498.6640|8.185E-04|6.537E-28|20|18|P|  73|37
2869.8378|1.080E-02|4.033E+01|43190.3988|9.176E-04|3.370E-28|22|20|P|  63|36
2869.8673|7.926E-03|2.955E+01|44435.8284|9.089E-04|1.946E-28|19|17|P|  85|26
2869.8778|6.647E-03|2.478E+01|42277.6797|7.803E-04|4.439E-28|18|16|P|  87|36
2869.9660|2.391E-02|8.833E+01|63313.8602|4.549E-03|1.021E-31|22|20|R| 140|46
2870.0558|2.204E-03|8.204E+00|41708.9049|3.598E-04|2.689E-28|11| 9|P| 121|36
2870.0574|3.195E-03|1.190E+01|41769.0724|4.828E-04|3.506E-28|13|11|P| 112|36
2870.2128|7.709E-03|2.876E+01|43301.1301|8.634E-04|3.083E-28|19|17|P|  83|27
2870.2344|5.576E-03|2.079E+01|40261.0932|6.696E-04|9.518E-28|17|15|P|  89|46
2870.2364|5.512E-03|2.055E+01|39747.4265|6.545E-04|1.173E-27|17|15|P|  88|38
2870.2476|1.029E-03|3.830E+00|39036.7476|1.819E-04|4.585E-28| 8| 6|P| 131|38
2870.3167|2.256E-03|8.400E+00|42671.0028|3.714E-04|1.794E-28|11| 9|P| 122|27
2870.3978|2.549E-03|9.494E+00|39710.5558|3.921E-04|7.258E-28|12|10|P| 114|46
2870.4181|5.798E-03|2.162E+01|41937.5408|7.198E-04|4.798E-28|17|15|P|  92|28
2870.5034|9.586E-03|3.581E+01|42725.4016|8.925E-04|4.077E-28|21|19|P|  69|28
2870.6024|7.521E-03|2.807E+01|42262.5647|8.221E-04|4.689E-28|19|17|P|  81|28
