#Table: J/ApJS/95/535/./table12.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
  56.7038|1.503E-04|4.175E-06|10432.5559|6.813E-08|3.393E-30| 5| 5|R|  16|38
  56.9392|1.165E-03|3.269E-05| 6628.1765|4.988E-07|6.255E-27| 3| 3|R|  15|28
  57.0682|6.802E-03|1.918E-04| 2543.0567|2.737E-06|1.294E-23| 1| 1|R|  14|26
  57.1532|1.153E-03|3.272E-05| 6641.3321|4.955E-07|6.144E-27| 3| 3|R|  15|36
  57.1739|1.165E-02|3.309E-04|  429.1502|5.008E-06|4.597E-22| 0| 0|R|  15|37
  57.1772|2.860E-04|8.130E-06|10753.2170|1.230E-07|4.200E-30| 5| 5|R|  15|27
  57.2187|1.411E-04|4.025E-06| 8488.8483|6.451E-08|5.310E-29| 4| 4|R|  16|38
  57.3162|1.699E-04|4.874E-06|10490.6758|7.783E-08|3.645E-30| 5| 5|R|  16|46
  57.4596|3.446E-03|9.941E-05| 4590.3337|1.489E-06|3.536E-25| 2| 2|R|  15|28
  57.5933|1.157E-02|3.354E-04|  403.4612|4.699E-06|4.869E-22| 0| 0|R|  14|26
  57.6766|3.431E-03|1.001E-04| 4599.7585|1.488E-06|3.513E-25| 2| 2|R|  15|36
  57.7160|6.574E-05|1.922E-06| 8743.8196|2.854E-08|1.771E-29| 4| 4|R|  15|27
  57.7336|1.292E-03|3.786E-05| 6521.2628|5.960E-07|8.394E-27| 3| 3|R|  16|38
  57.8397|1.263E-04|3.723E-06| 8536.9236|5.839E-08|4.586E-29| 4| 4|R|  16|46
  57.9800|6.927E-03|2.053E-04| 2527.3338|3.021E-06|1.407E-23| 1| 1|R|  15|28
  58.0646|1.954E-04|5.826E-06|10561.3624|9.066E-08|3.939E-30| 5| 5|R|  16|37
  58.2000|6.913E-03|2.072E-04| 2532.9320|3.026E-06|1.410E-23| 1| 1|R|  15|36
  58.2486|3.593E-03|1.082E-04| 4529.7398|1.673E-06|4.171E-25| 2| 2|R|  16|38
  58.2548|1.092E-03|3.283E-05| 6708.8066|4.785E-07|5.599E-27| 3| 3|R|  15|27
  58.3633|1.256E-03|3.803E-05| 6559.0301|5.858E-07|7.990E-27| 3| 3|R|  16|46
  58.5005|1.160E-02|3.532E-04|  439.1157|5.105E-06|4.840E-22| 0| 0|R|  15|28
  58.5987|1.095E-04|3.356E-06| 8595.4042|5.128E-08|3.804E-29| 4| 4|R|  16|37
  58.6206|3.541E-04|1.085E-05|10892.2764|1.561E-07|4.594E-30| 5| 5|R|  15|26
  58.7235|1.159E-02|3.570E-04|  440.7912|5.121E-06|4.881E-22| 0| 0|R|  15|36
  58.7636|7.037E-03|2.175E-04| 2514.2210|3.305E-06|1.510E-23| 1| 1|R|  16|38
  58.7937|3.354E-03|1.036E-04| 4648.1114|1.483E-06|3.396E-25| 2| 2|R|  15|27
  58.8869|3.549E-03|1.104E-04| 4556.9347|1.670E-06|4.095E-25| 2| 2|R|  16|46
  59.1328|1.213E-03|3.820E-05| 6604.9825|5.732E-07|7.517E-27| 3| 3|R|  16|37
  59.1806|4.265E-05|1.344E-06| 8858.7229|1.899E-08|1.052E-29| 4| 4|R|  15|26
  59.2787|1.162E-02|3.687E-04|  474.6496|5.505E-06|4.773E-22| 0| 0|R|  16|38
  59.3326|6.843E-03|2.173E-04| 2561.6690|3.054E-06|1.420E-23| 1| 1|R|  15|27
  59.3797|2.439E-04|7.778E-06|10684.5418|1.157E-07|4.411E-30| 5| 5|R|  16|28
  59.4105|6.998E-03|2.235E-04| 2530.5780|3.323E-06|1.517E-23| 1| 1|R|  16|46
  59.6007|2.525E-04|8.144E-06|10705.0808|1.203E-07|4.486E-30| 5| 5|R|  16|36
  59.6670|3.495E-03|1.131E-04| 4590.0354|1.667E-06|4.004E-25| 2| 2|R|  16|37
  59.7405|1.011E-03|3.277E-05| 6798.8924|4.542E-07|4.916E-27| 3| 3|R|  15|26
  59.8716|1.156E-02|3.771E-04|  449.4162|5.204E-06|5.096E-22| 0| 0|R|  15|27
  59.9325|8.303E-05|2.723E-06| 8697.3438|3.977E-08|2.668E-29| 4| 4|R|  16|28
  59.9341|1.160E-02|3.804E-04|  479.9023|5.556E-06|4.889E-22| 0| 0|R|  16|46
  60.0266|1.598E-04|5.272E-06|10489.2597|8.115E-08|3.933E-30| 5| 5|R|  17|38
  60.1567|7.894E-05|2.618E-06| 8714.3457|3.795E-08|2.504E-29| 4| 4|R|  16|36
  60.2012|6.950E-03|2.310E-04| 2550.5022|3.344E-06|1.524E-23| 1| 1|R|  16|37
  60.3005|3.247E-03|1.083E-04| 4712.7156|1.473E-06|3.236E-25| 2| 2|R|  15|26
  60.4854|1.140E-03|3.842E-05| 6685.1157|5.510E-07|6.745E-27| 3| 3|R|  16|28
  60.5718|1.323E-04|4.486E-06| 8546.0670|6.782E-08|5.430E-29| 4| 4|R|  17|38
  60.6748|1.800E-04|6.135E-06|10547.9920|9.243E-08|4.209E-30| 5| 5|R|  17|46
  60.7127|1.128E-03|3.844E-05| 6698.4853|5.472E-07|6.622E-27| 3| 3|R|  16|36
  60.7354|1.157E-02|3.949E-04|  486.3241|5.616E-06|5.031E-22| 0| 0|R|  16|37
  60.7377|2.991E-04|1.021E-05|10810.3942|1.452E-07|4.838E-30| 5| 5|R|  16|27
  60.8606|6.743E-03|2.311E-04| 2600.1249|3.087E-06|1.430E-23| 1| 1|R|  15|26
  61.0383|3.404E-03|1.179E-04| 4647.7933|1.660E-06|3.845E-25| 2| 2|R|  16|28
  61.1170|1.265E-03|4.407E-05| 6578.9964|6.543E-07|8.956E-27| 3| 3|R|  17|38
  61.2291|1.179E-04|4.131E-06| 8594.7633|6.111E-08|4.664E-29| 4| 4|R|  17|46
  61.2688|3.388E-03|1.187E-04| 4657.4351|1.659E-06|3.819E-25| 2| 2|R|  16|36
  61.3102|5.974E-05|2.097E-06| 8801.5356|2.927E-08|1.771E-29| 4| 4|R|  16|27
  61.4207|1.149E-02|4.050E-04|  461.0545|5.310E-06|5.387E-22| 0| 0|R|  15|26
  61.4668|2.063E-04|7.311E-06|10619.4270|1.073E-07|4.530E-30| 5| 5|R|  17|37
  61.5913|6.867E-03|2.444E-04| 2585.3138|3.380E-06|1.535E-23| 1| 1|R|  16|28
  61.6623|3.549E-03|1.269E-04| 4587.9884|1.852E-06|4.485E-25| 2| 2|R|  17|38
  61.7834|1.229E-03|4.424E-05| 6617.3934|6.427E-07|8.512E-27| 3| 3|R|  17|46
  61.8250|6.853E-03|2.467E-04| 2591.1321|3.386E-06|1.537E-23| 1| 1|R|  16|36
  61.8827|1.067E-03|3.853E-05| 6767.0614|5.279E-07|6.019E-27| 3| 3|R|  16|27
  62.0323|1.016E-04|3.701E-06| 8654.0029|5.334E-08|3.840E-29| 4| 4|R|  17|37
  62.1443|1.152E-02|4.213E-04|  497.6162|5.724E-06|5.286E-22| 0| 0|R|  16|28
  62.2076|6.976E-03|2.562E-04| 2572.9847|3.672E-06|1.629E-23| 1| 1|R|  17|38
  62.2707|3.690E-04|1.357E-05|10950.8971|1.836E-07|5.262E-30| 5| 5|R|  16|26
  62.3378|3.504E-03|1.295E-04| 4615.8216|1.849E-06|4.398E-25| 2| 2|R|  17|46
  62.3812|1.152E-02|4.258E-04|  499.5147|5.741E-06|5.329E-22| 0| 0|R|  16|36
  62.4553|3.311E-03|1.229E-04| 4706.9051|1.653E-06|3.684E-25| 2| 2|R|  16|27
  62.5979|1.187E-03|4.440E-05| 6664.1153|6.285E-07|7.995E-27| 3| 3|R|  17|37
  62.7530|1.154E-02|4.352E-04|  533.9283|6.130E-06|5.153E-22| 0| 0|R|  17|38
  62.8586|2.564E-04|9.717E-06|10743.9215|1.364E-07|5.040E-30| 5| 5|R|  17|28
  62.8656|3.773E-05|1.428E-06| 8917.9035|1.895E-08|1.021E-29| 4| 4|R|  16|26
  62.8922|6.936E-03|2.633E-04| 2589.9885|3.691E-06|1.634E-23| 1| 1|R|  17|46
  63.0279|6.783E-03|2.587E-04| 2621.0016|3.416E-06|1.545E-23| 1| 1|R|  16|27
  63.0925|2.653E-04|1.017E-05|10764.6815|1.417E-07|5.120E-30| 5| 5|R|  17|36
  63.1634|3.451E-03|1.327E-04| 4649.7023|1.845E-06|4.294E-25| 2| 2|R|  17|37
  63.3472|1.700E-04|6.603E-06|10549.2863|9.620E-08|4.503E-30| 5| 5|R|  18|38
  63.4440|7.602E-05|2.962E-06| 8757.2763|4.081E-08|2.653E-29| 4| 4|R|  17|28
  63.4467|1.152E-02|4.489E-04|  539.8365|6.185E-06|5.273E-22| 0| 0|R|  17|46
  63.4606|9.864E-04|3.840E-05| 6858.6329|5.003E-07|5.265E-27| 3| 3|R|  16|26
  63.6005|1.148E-02|4.498E-04|  509.2878|5.834E-06|5.553E-22| 0| 0|R|  16|27
  63.6812|7.209E-05|2.841E-06| 8774.5023|3.885E-08|2.482E-29| 4| 4|R|  17|36
  63.7291|6.888E-03|2.720E-04| 2610.7034|3.714E-06|1.639E-23| 1| 1|R|  17|37
  63.9227|1.234E-04|4.923E-06| 8606.6387|7.044E-08|5.442E-29| 4| 4|R|  18|38
  64.0294|1.114E-03|4.460E-05| 6745.6011|6.034E-07|7.150E-27| 3| 3|R|  17|28
  64.0311|1.910E-04|7.663E-06|10608.6668|1.093E-07|4.801E-30| 5| 5|R|  18|46
  64.0556|3.204E-03|1.283E-04| 4773.0161|1.640E-06|3.500E-25| 2| 2|R|  16|26
  64.2700|1.102E-03|4.462E-05| 6759.1980|5.991E-07|7.016E-27| 3| 3|R|  17|36
  64.2947|1.149E-02|4.660E-04|  547.0595|6.252E-06|5.419E-22| 0| 0|R|  17|37
  64.2959|3.133E-04|1.271E-05|10871.1320|1.705E-07|5.496E-30| 5| 5|R|  17|27
  64.4982|1.237E-03|5.073E-05| 6640.1135|7.129E-07|9.408E-27| 3| 3|R|  18|38
  64.6149|3.359E-03|1.382E-04| 4708.8316|1.837E-06|4.113E-25| 2| 2|R|  17|28
  64.6162|1.094E-04|4.510E-06| 8655.9924|6.315E-08|4.647E-29| 4| 4|R|  18|46
  64.6507|6.681E-03|2.750E-04| 2660.9855|3.452E-06|1.552E-23| 1| 1|R|  16|26
  64.8588|3.344E-03|1.392E-04| 4718.7040|1.835E-06|4.083E-25| 2| 2|R|  17|36
  64.8668|2.183E-04|9.103E-06|10680.8938|1.265E-07|5.144E-30| 5| 5|R|  18|37
  64.9020|5.368E-05|2.239E-06| 8862.8458|2.948E-08|1.725E-29| 4| 4|R|  17|27
  65.0738|3.503E-03|1.475E-04| 4649.6507|2.036E-06|4.750E-25| 2| 2|R|  18|38
  65.2003|6.804E-03|2.877E-04| 2646.9051|3.754E-06|1.647E-23| 1| 1|R|  17|28
  65.2013|1.202E-03|5.089E-05| 6679.1768|6.999E-07|8.928E-27| 3| 3|R|  18|46
  65.2457|1.141E-02|4.829E-04|  522.4751|5.952E-06|5.855E-22| 0| 0|R|  16|26
  65.4477|6.790E-03|2.904E-04| 2652.9571|3.760E-06|1.649E-23| 1| 1|R|  17|36
  65.4637|9.360E-05|4.012E-06| 8716.0352|5.473E-08|3.794E-29| 4| 4|R|  18|37
  65.5082|1.041E-03|4.467E-05| 6828.9441|5.773E-07|6.358E-27| 3| 3|R|  17|27
  65.6494|6.912E-03|2.988E-04| 2635.1923|4.053E-06|1.730E-23| 1| 1|R|  18|38
  65.7859|1.144E-02|4.971E-04|  559.7605|6.371E-06|5.681E-22| 0| 0|R|  17|28
  65.7865|3.458E-03|1.504E-04| 4678.1593|2.032E-06|4.653E-25| 2| 2|R|  18|46
  65.9183|3.852E-04|1.683E-05|11013.1678|2.149E-07|5.944E-30| 5| 5|R|  17|26
  66.0366|1.143E-02|5.024E-04|  561.8958|6.390E-06|5.724E-22| 0| 0|R|  17|36
  66.0606|1.159E-03|5.105E-05| 6726.7132|6.839E-07|8.369E-27| 3| 3|R|  18|37
  66.1145|3.266E-03|1.440E-04| 4769.3603|1.827E-06|3.930E-25| 2| 2|R|  17|27
  66.2251|1.146E-02|5.086E-04|  596.6813|6.780E-06|5.482E-22| 0| 0|R|  18|38
  66.3352|2.700E-04|1.204E-05|10806.7801|1.600E-07|5.686E-30| 5| 5|R|  18|28
  66.3717|6.872E-03|3.070E-04| 2652.8807|4.074E-06|1.734E-23| 1| 1|R|  18|46
  66.5482|3.283E-05|1.476E-06| 8980.7691|1.849E-08|9.608E-30| 4| 4|R|  17|26
  66.5819|2.792E-04|1.259E-05|10827.7740|1.661E-07|5.770E-30| 5| 5|R|  18|36
  66.6576|3.404E-03|1.541E-04| 4712.8658|2.027E-06|4.536E-25| 2| 2|R|  18|37
  66.6655|1.812E-04|8.212E-06|10612.6335|1.136E-07|5.095E-30| 5| 5|R|  19|38
  66.7208|6.718E-03|3.044E-04| 2684.0295|3.793E-06|1.654E-23| 1| 1|R|  17|27
  66.9531|6.895E-05|3.162E-06| 8820.7203|4.124E-08|2.575E-29| 4| 4|R|  18|28
  66.9570|1.144E-02|5.246E-04|  603.2831|6.840E-06|5.603E-22| 0| 0|R|  18|46
  67.1782|9.609E-04|4.445E-05| 6922.0935|5.463E-07|5.540E-27| 3| 3|R|  17|26
  67.2034|6.519E-05|3.023E-06| 8838.1836|3.913E-08|2.401E-29| 4| 4|R|  18|36
  67.2547|6.823E-03|3.171E-04| 2674.4324|4.098E-06|1.737E-23| 1| 1|R|  18|37
  67.2713|1.143E-04|5.322E-06| 8670.5614|7.228E-08|5.348E-29| 4| 4|R|  19|38
  67.3271|1.139E-02|5.305E-04|  572.8883|6.491E-06|5.954E-22| 0| 0|R|  17|27
  67.3851|2.030E-04|9.502E-06|10672.6979|1.286E-07|5.411E-30| 5| 5|R|  19|46
  67.5710|1.086E-03|5.121E-05| 6809.6305|6.557E-07|7.459E-27| 3| 3|R|  18|28
  67.8082|3.158E-03|1.502E-04| 4837.0717|1.812E-06|3.723E-25| 2| 2|R|  17|26
  67.8248|1.074E-03|5.122E-05| 6823.4680|6.509E-07|7.315E-27| 3| 3|R|  18|36
  67.8516|3.287E-04|1.569E-05|10935.4279|1.992E-07|6.164E-30| 5| 5|R|  18|27
  67.8517|1.141E-02|5.444E-04|  611.3542|6.914E-06|5.751E-22| 0| 0|R|  18|37
  67.8771|1.209E-03|5.782E-05| 6704.6117|7.713E-07|9.740E-27| 3| 3|R|  19|38
  68.0009|1.008E-04|4.847E-06| 8720.6085|6.442E-08|4.535E-29| 4| 4|R|  19|46
  68.1890|3.312E-03|1.604E-04| 4773.4464|2.017E-06|4.333E-25| 2| 2|R|  18|28
  68.2643|2.312E-04|1.125E-05|10745.7605|1.484E-07|5.773E-30| 5| 5|R|  19|37
  68.4382|6.616E-03|3.236E-04| 2725.6361|3.831E-06|1.657E-23| 1| 1|R|  17|26
  68.4464|3.296E-03|1.615E-04| 4783.5628|2.015E-06|4.300E-25| 2| 2|R|  18|36
  68.4830|3.454E-03|1.697E-04| 4714.7245|2.224E-06|4.961E-25| 2| 2|R|  19|38
  68.4914|4.763E-05|2.338E-06| 8927.7478|2.914E-08|1.635E-29| 4| 4|R|  18|27
  68.6169|1.173E-03|5.797E-05| 6744.3781|7.567E-07|9.227E-27| 3| 3|R|  19|46
  68.8070|6.737E-03|3.353E-04| 2712.1055|4.141E-06|1.742E-23| 1| 1|R|  18|28
  68.8926|8.551E-05|4.277E-06| 8781.4989|5.539E-08|3.669E-29| 4| 4|R|  19|37
  69.0679|6.723E-03|3.384E-04| 2718.4047|4.148E-06|1.742E-23| 1| 1|R|  18|36
  69.0683|1.133E-02|5.695E-04|  587.7209|6.621E-06|6.261E-22| 0| 0|R|  17|26
  69.0889|6.845E-03|3.453E-04| 2700.8417|4.446E-06|1.813E-23| 1| 1|R|  19|38
  69.1312|1.014E-03|5.121E-05| 6894.4523|6.264E-07|6.609E-27| 3| 3|R|  18|27
  69.2329|3.410E-03|1.731E-04| 4743.9458|2.219E-06|4.854E-25| 2| 2|R|  19|46
  69.4251|1.136E-02|5.807E-04|  625.5464|7.043E-06|6.014E-22| 0| 0|R|  18|28
  69.5210|1.130E-03|5.810E-05| 6792.7738|7.388E-07|8.631E-27| 3| 3|R|  19|37
  69.5632|4.027E-04|2.071E-05|11079.0861|2.502E-07|6.626E-30| 5| 5|R|  18|26
  69.6895|1.135E-02|5.869E-04|  627.9324|7.064E-06|6.058E-22| 0| 0|R|  18|36
  69.6949|1.138E-02|5.891E-04|  662.9064|7.454E-06|5.753E-22| 0| 0|R|  19|38
  69.7712|3.218E-03|1.670E-04| 4835.4748|2.006E-06|4.129E-25| 2| 2|R|  18|27
  69.8092|2.848E-04|1.482E-05|10873.1153|1.869E-07|6.338E-30| 5| 5|R|  19|28
  69.8489|6.804E-03|3.547E-04| 2719.2524|4.468E-06|1.815E-23| 1| 1|R|  19|46
  69.9814|1.933E-04|1.015E-05|10679.2991|1.335E-07|5.701E-30| 5| 5|R|  20|38
  70.0688|2.943E-04|1.549E-05|10894.3559|1.939E-07|6.425E-30| 5| 5|R|  19|36
  70.1494|3.356E-03|1.772E-04| 4779.5234|2.213E-06|4.724E-25| 2| 2|R|  19|37
  70.2281|2.802E-05|1.483E-06| 9047.3173|1.757E-08|8.736E-30| 4| 4|R|  18|26
  70.4111|6.651E-03|3.547E-04| 2750.7503|4.183E-06|1.744E-23| 1| 1|R|  18|27
  70.4596|6.187E-05|3.311E-06| 8887.6733|4.099E-08|2.440E-29| 4| 4|R|  19|28
  70.4649|1.135E-02|6.076E-04|  670.2401|7.520E-06|5.872E-22| 0| 0|R|  19|46
  70.6175|1.051E-04|5.668E-06| 8737.8328|7.326E-08|5.153E-29| 4| 4|R|  20|38
  70.7229|5.828E-05|3.154E-06| 8905.3869|3.876E-08|2.267E-29| 4| 4|R|  19|36
  70.7366|2.160E-04|1.171E-05|10740.0829|1.508E-07|6.030E-30| 5| 5|R|  20|46
  70.7779|6.754E-03|3.664E-04| 2741.6871|4.495E-06|1.815E-23| 1| 1|R|  19|37
  70.8931|9.343E-04|5.086E-05| 6989.2717|5.916E-07|5.733E-27| 3| 3|R|  18|26
  71.0511|1.131E-02|6.196E-04|  640.2153|7.176E-06|6.287E-22| 0| 0|R|  18|27
  71.1101|1.058E-03|5.820E-05| 6877.2015|7.074E-07|7.665E-27| 3| 3|R|  19|28
  71.2536|1.179E-03|6.530E-05| 6772.4888|8.290E-07|9.943E-27| 3| 3|R|  20|38
  71.3771|1.046E-03|5.819E-05| 6891.2929|7.020E-07|7.512E-27| 3| 3|R|  19|36
  71.3832|9.205E-05|5.128E-06| 8788.6095|6.487E-08|4.336E-29| 4| 4|R|  20|46
  71.4046|3.454E-04|1.923E-05|11003.2794|2.319E-07|6.829E-30| 5| 5|R|  19|27
  71.4064|1.132E-02|6.305E-04|  679.2059|7.600E-06|6.019E-22| 0| 0|R|  19|37
  71.5581|3.110E-03|1.741E-04| 4904.8799|1.988E-06|3.900E-25| 2| 2|R|  18|26
  71.6592|2.452E-04|1.382E-05|10814.0248|1.735E-07|6.406E-30| 5| 5|R|  20|37
  71.7606|3.263E-03|1.844E-04| 4841.6354|2.201E-06|4.500E-25| 2| 2|R|  19|28
  71.8898|3.404E-03|1.937E-04| 4783.2076|2.416E-06|5.114E-25| 2| 2|R|  20|38
  72.0300|1.143E-03|6.543E-05| 6812.9950|8.128E-07|9.403E-27| 3| 3|R|  20|46
  72.0314|3.247E-03|1.857E-04| 4852.0092|2.199E-06|4.463E-25| 2| 2|R|  19|36
  72.0781|4.165E-05|2.386E-06| 8996.2392|2.822E-08|1.506E-29| 4| 4|R|  19|27
  72.2231|6.547E-03|3.768E-04| 2794.0743|4.224E-06|1.742E-23| 1| 1|R|  18|26
  72.3190|7.739E-05|4.483E-06| 8850.3915|5.526E-08|3.471E-29| 4| 4|R|  20|37
  72.4111|6.668E-03|3.873E-04| 2780.9124|4.540E-06|1.815E-23| 1| 1|R|  19|28
  72.5260|6.774E-03|3.958E-04| 2769.9306|4.850E-06|1.875E-23| 1| 1|R|  20|38
  72.6767|3.359E-03|1.975E-04| 4813.1787|2.410E-06|4.996E-25| 2| 2|R|  20|46
  72.6857|6.653E-03|3.909E-04| 2787.4727|4.547E-06|1.815E-23| 1| 1|R|  19|36
  72.7516|9.864E-04|5.810E-05| 6963.5836|6.747E-07|6.764E-27| 3| 3|R|  19|27
  72.8882|1.124E-02|6.650E-04|  656.7892|7.318E-06|6.593E-22| 0| 0|R|  18|26
  72.9788|1.101E-03|6.552E-05| 6862.2948|7.929E-07|8.777E-27| 3| 3|R|  20|37
  73.0617|1.127E-02|6.723E-04|  694.9715|7.741E-06|6.278E-22| 0| 0|R|  19|28
  73.1622|1.129E-02|6.769E-04|  732.6012|8.151E-06|5.959E-22| 0| 0|R|  20|38
  73.2054|4.216E-04|2.530E-05|11148.6493|2.902E-07|7.297E-30| 5| 5|R|  19|26
  73.2805|3.007E-04|1.812E-05|10942.9244|2.175E-07|6.986E-30| 5| 5|R|  20|28
  73.2948|2.064E-04|1.246E-05|10749.2805|1.565E-07|6.311E-30| 5| 5|R|  21|38
  73.3236|6.733E-03|4.065E-04| 2789.1013|4.874E-06|1.874E-23| 1| 1|R|  20|46
  73.3400|1.126E-02|6.794E-04|  697.6219|7.764E-06|6.321E-22| 0| 0|R|  19|36
  73.4252|3.168E-03|1.919E-04| 4905.2460|2.187E-06|4.276E-25| 2| 2|R|  19|27
  73.5530|3.105E-04|1.892E-05|10964.4247|2.255E-07|7.074E-30| 5| 5|R|  20|36
  73.6386|3.305E-03|2.021E-04| 4849.6728|2.402E-06|4.854E-25| 2| 2|R|  20|37
  73.9053|2.336E-05|1.442E-06| 9117.5454|1.623E-08|7.655E-30| 4| 4|R|  19|26
  73.9612|9.586E-05|5.946E-06| 8808.4503|7.332E-08|4.868E-29| 4| 4|R|  21|38
  73.9635|5.484E-05|3.399E-06| 8958.1329|4.005E-08|2.256E-29| 4| 4|R|  20|28
  73.9704|1.126E-02|6.980E-04|  740.7050|8.222E-06|6.075E-22| 0| 0|R|  20|46
  74.0854|2.300E-04|1.434E-05|10810.8195|1.762E-07|6.650E-30| 5| 5|R|  21|46
  74.0989|6.580E-03|4.095E-04| 2821.1614|4.584E-06|1.813E-23| 1| 1|R|  19|27
  74.2398|5.144E-05|3.224E-06| 8976.1099|3.770E-08|2.086E-29| 4| 4|R|  20|36
  74.2985|6.682E-03|4.198E-04| 2812.4650|4.901E-06|1.872E-23| 1| 1|R|  20|37
  74.6052|9.067E-04|5.760E-05| 7060.1647|6.360E-07|5.841E-27| 3| 3|R|  19|26
  74.6276|1.147E-03|7.312E-05| 6843.7425|8.856E-07|1.002E-26| 3| 3|R|  21|38
  74.6465|1.029E-03|6.552E-05| 6948.3115|7.580E-07|7.763E-27| 3| 3|R|  20|28
  74.7629|8.334E-05|5.340E-06| 8859.9927|6.444E-08|4.061E-29| 4| 4|R|  21|46
  74.7725|1.121E-02|7.172E-04|  711.2665|7.884E-06|6.547E-22| 0| 0|R|  19|27
  74.9268|1.017E-03|6.550E-05| 6962.6700|7.520E-07|7.603E-27| 3| 3|R|  20|36
  74.9548|3.633E-04|2.343E-05|11074.6840|2.688E-07|7.481E-30| 5| 5|R|  20|27
  74.9584|1.123E-02|7.243E-04|  750.6123|8.308E-06|6.217E-22| 0| 0|R|  20|37
  75.0515|2.604E-04|1.688E-05|10885.6840|2.021E-07|7.034E-30| 5| 5|R|  21|37
  75.2940|3.351E-03|2.193E-04| 4855.0973|2.610E-06|5.205E-25| 2| 2|R|  21|38
  75.3052|3.060E-03|1.999E-04| 4976.4380|2.166E-06|4.024E-25| 2| 2|R|  19|26
  75.3295|3.211E-03|2.102E-04| 4913.3960|2.388E-06|4.610E-25| 2| 2|R|  20|28
  75.4405|1.112E-03|7.321E-05| 6885.0250|8.677E-07|9.455E-27| 3| 3|R|  21|46
  75.6137|3.196E-03|2.116E-04| 4924.0405|2.385E-06|4.570E-25| 2| 2|R|  20|36
  75.6620|3.578E-05|2.374E-06| 9068.3172|2.673E-08|1.346E-29| 4| 4|R|  20|27
  75.7427|6.931E-05|4.618E-06| 8922.7104|5.430E-08|3.211E-29| 4| 4|R|  21|37
  75.9605|6.701E-03|4.503E-04| 2842.4566|5.264E-06|1.916E-23| 1| 1|R|  21|38
  76.0053|6.475E-03|4.349E-04| 2866.2975|4.627E-06|1.806E-23| 1| 1|R|  19|26
  76.0126|6.595E-03|4.436E-04| 2853.3236|4.949E-06|1.867E-23| 1| 1|R|  20|28
  76.1180|3.306E-03|2.236E-04| 4885.8555|2.603E-06|5.077E-25| 2| 2|R|  21|46
  76.3007|6.580E-03|4.477E-04| 2860.1583|4.957E-06|1.866E-23| 1| 1|R|  20|36
  76.3692|9.573E-04|6.530E-05| 7036.3352|7.217E-07|6.823E-27| 3| 3|R|  20|27
  76.4339|1.070E-03|7.324E-05| 6935.2736|8.457E-07|8.805E-27| 3| 3|R|  21|37
  76.6055|2.206E-04|1.522E-05|10822.5753|1.828E-07|6.917E-30| 5| 5|R|  22|38
  76.6271|1.119E-02|7.720E-04|  805.7635|8.869E-06|6.097E-22| 0| 0|R|  21|38
  76.6957|1.117E-02|7.721E-04|  768.0332|8.461E-06|6.468E-22| 0| 0|R|  20|28
  76.7054|1.115E-02|7.696E-04|  729.6774|8.039E-06|6.845E-22| 0| 0|R|  19|26
  76.7491|3.178E-04|2.203E-05|11016.2050|2.523E-07|7.618E-30| 5| 5|R|  21|28
  76.7957|6.659E-03|4.624E-04| 2862.4249|5.289E-06|1.912E-23| 1| 1|R|  21|46
  76.8446|4.419E-04|3.071E-05|11221.8547|3.352E-07|7.945E-30| 5| 5|R|  20|26
  76.9877|1.116E-02|7.803E-04|  770.9619|8.486E-06|6.510E-22| 0| 0|R|  20|36
  77.0344|3.280E-04|2.299E-05|11037.9777|2.613E-07|7.706E-30| 5| 5|R|  21|36
  77.0765|3.117E-03|2.186E-04| 4978.6712|2.372E-06|4.367E-25| 2| 2|R|  20|27
  77.1252|3.252E-03|2.287E-04| 4923.3114|2.594E-06|4.924E-25| 2| 2|R|  21|37
  77.3022|8.665E-05|6.143E-06| 8882.4115|7.243E-08|4.508E-29| 4| 4|R|  22|38
  77.4316|2.452E-04|1.747E-05|10884.9049|2.053E-07|7.260E-30| 5| 5|R|  22|46
  77.4646|4.792E-05|3.416E-06| 9032.0964|3.839E-08|2.032E-29| 4| 4|R|  21|28
  77.4733|1.116E-02|7.960E-04|  814.6754|8.946E-06|6.209E-22| 0| 0|R|  21|46
  77.5795|1.891E-05|1.353E-06| 9191.4507|1.449E-08|6.432E-30| 4| 4|R|  20|26
  77.7539|4.472E-05|3.223E-06| 9050.3497|3.596E-08|1.868E-29| 4| 4|R|  21|36
  77.7838|6.506E-03|4.689E-04| 2895.2602|4.996E-06|1.859E-23| 1| 1|R|  20|27
  77.8165|6.607E-03|4.774E-04| 2886.7635|5.318E-06|1.907E-23| 1| 1|R|  21|37
  77.9989|1.115E-03|8.122E-05| 6918.3701|9.406E-07|9.964E-27| 3| 3|R|  22|38
  78.1399|7.468E-05|5.468E-06| 8934.7557|6.309E-08|3.723E-29| 4| 4|R|  22|46
  78.1801|9.981E-04|7.312E-05| 7022.9580|8.070E-07|7.756E-27| 3| 3|R|  21|28
  78.3144|8.780E-04|6.459E-05| 7134.7700|6.789E-07|5.864E-27| 3| 3|R|  20|26
  78.4411|2.767E-04|2.050E-05|10960.7356|2.347E-07|7.645E-30| 5| 5|R|  22|37
  78.4736|9.863E-04|7.308E-05| 7037.5968|8.005E-07|7.591E-27| 3| 3|R|  21|36
  78.4912|1.112E-02|8.235E-04|  786.0390|8.616E-06|6.726E-22| 0| 0|R|  20|27
