#Table: J/ApJS/95/535/./table12.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
   7.3237|1.220E-02|6.010E-07|    3.6619|8.398E-08|1.935E-24| 0| 0|R|   1|28
   7.3399|2.503E-04|1.242E-08|10455.8922|1.727E-09|1.237E-32| 5| 5|R|   1|26
   7.3517|1.219E-02|6.076E-07|    3.6759|8.425E-08|1.956E-24| 0| 0|R|   1|36
   7.3609|3.690E-03|1.846E-07| 4210.4597|2.554E-08|1.426E-27| 2| 2|R|   1|27
   7.4099|9.022E-05|4.604E-09| 8418.1743|6.285E-10|8.524E-32| 4| 4|R|   1|26
   7.4283|7.316E-03|3.762E-07| 2120.0092|5.110E-08|5.826E-26| 1| 1|R|   1|27
   7.4799|1.206E-03|6.333E-08| 6354.1791|8.483E-09|2.263E-29| 3| 3|R|   1|26
   7.4957|1.216E-02|6.425E-07|    3.7479|8.571E-08|2.071E-24| 0| 0|R|   1|27
   7.5499|3.587E-03|1.937E-07| 4263.8372|2.546E-08|1.387E-27| 2| 2|R|   1|26
   7.6199|7.225E-03|4.010E-07| 2147.0811|5.176E-08|5.984E-26| 1| 1|R|   1|26
   7.6899|1.212E-02|6.911E-07|    3.8450|8.760E-08|2.232E-24| 0| 0|R|   1|26
  10.0235|8.541E-05|1.156E-08| 9988.5295|1.207E-09|2.082E-32| 5| 5|R|   2|38
  10.1144|2.211E-04|3.074E-08| 8040.7934|3.153E-09|9.042E-31| 4| 4|R|   2|38
  10.1320|9.963E-05|1.393E-08|10041.8489|1.424E-09|2.325E-32| 5| 5|R|   2|46
  10.2052|1.514E-03|2.162E-07| 6069.1793|2.178E-08|1.075E-28| 3| 3|R|   2|38
  10.2243|2.034E-04|2.923E-08| 8084.0011|2.934E-09|8.086E-31| 4| 4|R|   2|46
  10.2645|1.184E-04|1.721E-08|10106.6694|1.714E-09|2.621E-32| 5| 5|R|   2|37
  10.2961|3.954E-03|5.800E-07| 4073.6273|5.741E-08|5.048E-27| 2| 2|R|   2|38
  10.3167|1.477E-03|2.180E-07| 6102.0117|2.149E-08|1.035E-28| 3| 3|R|   2|46
  10.3587|1.831E-04|2.735E-08| 8136.5329|2.674E-09|7.024E-31| 4| 4|R|   2|37
  10.3870|7.534E-03|1.135E-06| 2054.0792|1.104E-07|1.789E-25| 1| 1|R|   2|38
  10.4091|3.911E-03|5.929E-07| 4095.8200|5.742E-08|5.002E-27| 2| 2|R|   2|46
  10.4530|1.434E-03|2.201E-07| 6141.9326|2.113E-08|9.877E-29| 3| 3|R|   2|37
  10.4779|1.225E-02|1.894E-06|   10.4783|1.810E-07|5.602E-24| 0| 0|R|   2|38
  10.4974|1.550E-04|2.409E-08|10219.5405|2.294E-09|3.125E-32| 5| 5|R|   2|28
  10.5015|7.499E-03|1.167E-06| 2065.3669|1.111E-07|1.812E-25| 1| 1|R|   2|46
  10.5366|1.615E-04|2.540E-08|10238.3471|2.401E-09|3.208E-32| 5| 5|R|   2|36
  10.5473|3.860E-03|6.088E-07| 4122.8064|5.742E-08|4.946E-27| 2| 2|R|   2|37
  10.5939|1.224E-02|1.955E-06|   10.5943|1.828E-07|5.786E-24| 0| 0|R|   2|46
  10.5950|1.501E-04|2.399E-08| 8228.0173|2.242E-09|5.412E-31| 4| 4|R|   2|28
  10.6347|1.449E-04|2.342E-08| 8243.2620|2.173E-09|5.170E-31| 4| 4|R|   2|36
  10.6415|7.456E-03|1.208E-06| 2079.0940|1.119E-07|1.840E-25| 1| 1|R|   2|37
  10.6925|1.359E-03|2.234E-07| 6211.4637|2.050E-08|9.087E-29| 3| 3|R|   2|28
  10.7328|1.347E-03|2.238E-07| 6223.0513|2.039E-08|8.959E-29| 3| 3|R|   2|36
  10.7358|1.222E-02|2.032E-06|   10.7362|1.850E-07|6.016E-24| 0| 0|R|   2|37
  10.7380|1.974E-04|3.285E-08|10334.7470|2.990E-09|3.618E-32| 5| 5|R|   2|27
  10.7901|3.773E-03|6.370E-07| 4169.8154|5.741E-08|4.845E-27| 2| 2|R|   2|28
  10.8309|3.758E-03|6.418E-07| 4177.6504|5.740E-08|4.828E-27| 2| 2|R|   2|36
  10.8390|1.197E-04|2.049E-08| 8321.4097|1.830E-09|4.050E-31| 4| 4|R|   2|27
  10.8877|7.382E-03|1.281E-06| 2103.0098|1.134E-07|1.889E-25| 1| 1|R|   2|28
  10.9291|7.370E-03|1.293E-06| 2106.9964|1.136E-07|1.897E-25| 1| 1|R|   2|36
  10.9400|1.285E-03|2.262E-07| 6282.4564|1.983E-08|8.325E-29| 3| 3|R|   2|27
  10.9853|1.218E-02|2.171E-06|   10.9857|1.888E-07|6.437E-24| 0| 0|R|   2|28
  11.0095|2.522E-04|4.523E-08|10463.2321|3.915E-09|4.150E-32| 5| 5|R|   2|26
  11.0272|1.218E-02|2.195E-06|   11.0276|1.894E-07|6.509E-24| 0| 0|R|   2|36
  11.0410|3.684E-03|6.664E-07| 4217.8207|5.736E-08|4.739E-27| 2| 2|R|   2|27
  11.1145|8.910E-05|1.644E-08| 8425.5842|1.397E-09|2.804E-31| 4| 4|R|   2|26
  11.1421|7.307E-03|1.358E-06| 2127.4375|1.148E-07|1.938E-25| 1| 1|R|   2|27
  11.2195|1.202E-03|2.282E-07| 6361.6590|1.902E-08|7.510E-29| 3| 3|R|   2|26
  11.2431|1.215E-02|2.321E-06|   11.2436|1.927E-07|6.890E-24| 0| 0|R|   2|27
  11.3245|3.580E-03|6.988E-07| 4271.3871|5.718E-08|4.610E-27| 2| 2|R|   2|26
  11.4295|7.215E-03|1.448E-06| 2154.7010|1.163E-07|1.989E-25| 1| 1|R|   2|26
  11.5345|1.210E-02|2.496E-06|   11.5350|1.969E-07|7.420E-24| 0| 0|R|   2|26
  13.3641|8.681E-05|2.888E-08| 9998.5530|2.182E-09|4.931E-32| 5| 5|R|   3|38
  13.4853|2.188E-04|7.481E-08| 8050.9078|5.550E-09|2.086E-30| 4| 4|R|   3|38
  13.5087|1.012E-04|3.476E-08|10051.9808|2.570E-09|5.501E-32| 5| 5|R|   3|46
  13.6064|1.508E-03|5.294E-07| 6079.3845|3.858E-08|2.495E-28| 3| 3|R|   3|38
  13.6319|2.013E-04|7.108E-08| 8094.2254|5.160E-09|1.864E-30| 4| 4|R|   3|46
  13.6854|1.201E-04|4.291E-08|10116.9339|3.091E-09|6.193E-32| 5| 5|R|   3|37
  13.7276|3.944E-03|1.422E-06| 4083.9234|1.018E-07|1.173E-26| 2| 2|R|   3|38
  13.7551|1.471E-03|5.338E-07| 6112.3284|3.806E-08|2.402E-28| 3| 3|R|   3|46
  13.8111|1.810E-04|6.646E-08| 8146.8917|4.701E-09|1.618E-30| 4| 4|R|   3|37
  13.8488|7.521E-03|2.785E-06| 2064.4662|1.959E-07|4.161E-25| 1| 1|R|   3|38
  13.8783|3.902E-03|1.454E-06| 4106.2292|1.018E-07|1.162E-26| 2| 2|R|   3|46
  13.9367|1.428E-03|5.388E-07| 6152.3856|3.742E-08|2.291E-28| 3| 3|R|   3|37
  13.9700|1.224E-02|4.650E-06|   20.9562|3.214E-07|1.303E-23| 0| 0|R|   3|38
  13.9959|1.569E-04|5.997E-08|10230.0379|4.130E-09|7.371E-32| 5| 5|R|   3|28
  14.0015|7.486E-03|2.864E-06| 2075.8684|1.971E-07|4.213E-25| 1| 1|R|   3|46
  14.0481|1.636E-04|6.321E-08|10248.8837|4.321E-09|7.564E-32| 5| 5|R|   3|36
  14.0624|3.851E-03|1.493E-06| 4133.3537|1.018E-07|1.149E-26| 2| 2|R|   3|37
  14.1247|1.222E-02|4.800E-06|   21.1883|3.246E-07|1.346E-23| 0| 0|R|   3|46
  14.1260|1.482E-04|5.821E-08| 8238.6123|3.935E-09|1.244E-30| 4| 4|R|   3|28
  14.1789|1.430E-04|5.680E-08| 8253.8967|3.812E-09|1.188E-30| 4| 4|R|   3|36
  14.1881|7.443E-03|2.963E-06| 2089.7355|1.986E-07|4.277E-25| 1| 1|R|   3|37
  14.2561|1.354E-03|5.467E-07| 6222.1562|3.629E-08|2.107E-28| 3| 3|R|   3|28
  14.3098|1.341E-03|5.478E-07| 6233.7841|3.609E-08|2.077E-28| 3| 3|R|   3|36
  14.3138|1.220E-02|4.987E-06|   21.4720|3.283E-07|1.399E-23| 0| 0|R|   3|37
  14.3166|1.997E-04|8.168E-08|10345.4849|5.377E-09|8.520E-32| 5| 5|R|   3|27
  14.3862|3.763E-03|1.562E-06| 4180.6055|1.018E-07|1.125E-26| 2| 2|R|   3|28
  14.4406|3.748E-03|1.573E-06| 4188.4814|1.018E-07|1.121E-26| 2| 2|R|   3|36
  14.4513|1.180E-04|4.963E-08| 8332.2486|3.206E-09|9.288E-31| 4| 4|R|   3|27
  14.5163|7.369E-03|3.142E-06| 2113.8974|2.012E-07|4.388E-25| 1| 1|R|   3|28
  14.5715|7.356E-03|3.172E-06| 2117.9254|2.016E-07|4.406E-25| 1| 1|R|   3|36
  14.5860|1.280E-03|5.535E-07| 6293.3964|3.510E-08|1.929E-28| 3| 3|R|   3|27
  14.6464|1.217E-02|5.328E-06|   21.9710|3.351E-07|1.496E-23| 0| 0|R|   3|28
  14.6787|2.548E-04|1.123E-07|10474.2416|7.033E-09|9.758E-32| 5| 5|R|   3|26
  14.7023|1.216E-02|5.387E-06|   22.0549|3.362E-07|1.512E-23| 0| 0|R|   3|36
  14.7207|3.674E-03|1.634E-06| 4228.8617|1.017E-07|1.100E-26| 2| 2|R|   3|27
  14.8186|8.756E-05|3.971E-08| 8436.6987|2.440E-09|6.409E-31| 4| 4|R|   3|26
  14.8555|7.293E-03|3.333E-06| 2138.5796|2.037E-07|4.499E-25| 1| 1|R|   3|27
  14.9586|1.197E-03|5.583E-07| 6372.8785|3.366E-08|1.739E-28| 3| 3|R|   3|26
  14.9902|1.213E-02|5.696E-06|   22.4867|3.420E-07|1.600E-23| 0| 0|R|   3|27
  15.0986|3.571E-03|1.713E-06| 4282.7116|1.014E-07|1.069E-26| 2| 2|R|   3|26
  15.2386|7.202E-03|3.552E-06| 2166.1305|2.064E-07|4.617E-25| 1| 1|R|   3|26
  15.3787|1.209E-02|6.127E-06|   23.0695|3.495E-07|1.723E-23| 0| 0|R|   3|26
  16.7042|8.863E-05|5.889E-08|10011.9171|3.480E-09|9.621E-32| 5| 5|R|   4|38
  16.8557|2.160E-04|1.475E-07| 8064.3931|8.559E-09|3.934E-30| 4| 4|R|   4|38
  16.8850|1.031E-04|7.078E-08|10065.4895|4.094E-09|1.072E-31| 5| 5|R|   4|46
  17.0071|1.500E-03|1.052E-06| 6092.9909|5.998E-08|4.744E-28| 3| 3|R|   4|38
  17.0389|1.986E-04|1.400E-07| 8107.8573|7.952E-09|3.512E-30| 4| 4|R|   4|46
  17.1058|1.223E-04|8.726E-08|10130.6193|4.917E-09|1.204E-31| 5| 5|R|   4|37
  17.1586|3.932E-03|2.832E-06| 4097.6510|1.586E-07|2.234E-26| 2| 2|R|   4|38
  17.1929|1.464E-03|1.061E-06| 6126.0835|5.917E-08|4.564E-28| 3| 3|R|   4|46
  17.2629|1.784E-04|1.308E-07| 8160.7027|7.238E-09|3.044E-30| 4| 4|R|   4|37
  17.3101|7.505E-03|5.549E-06| 2078.3150|3.054E-07|7.928E-25| 1| 1|R|   4|38
  17.3469|3.890E-03|2.895E-06| 4120.1074|1.586E-07|2.213E-26| 2| 2|R|   4|46
  17.4200|1.421E-03|1.070E-06| 6166.3223|5.817E-08|4.352E-28| 3| 3|R|   4|37
  17.4616|1.221E-02|9.271E-06|   34.9261|5.014E-07|2.483E-23| 0| 0|R|   4|38
  17.4939|1.595E-04|1.217E-07|10244.0338|6.559E-09|1.430E-31| 5| 5|R|   4|28
  17.5009|7.470E-03|5.708E-06| 2089.8699|3.073E-07|8.026E-25| 1| 1|R|   4|46
  17.5591|1.662E-04|1.283E-07|10262.9318|6.860E-09|1.467E-31| 5| 5|R|   4|36
  17.5771|3.839E-03|2.972E-06| 4147.4161|1.586E-07|2.186E-26| 2| 2|R|   4|37
  17.6549|1.220E-02|9.570E-06|   35.3129|5.062E-07|2.564E-23| 0| 0|R|   4|46
  17.6565|1.457E-04|1.143E-07| 8252.7383|6.047E-09|2.336E-30| 4| 4|R|   4|28
  17.7227|1.406E-04|1.115E-07| 8268.0756|5.855E-09|2.229E-30| 4| 4|R|   4|36
  17.7342|7.427E-03|5.905E-06| 2103.9236|3.096E-07|8.145E-25| 1| 1|R|   4|37
  17.8191|1.346E-03|1.086E-06| 6236.4123|5.639E-08|3.998E-28| 3| 3|R|   4|28
  17.8862|1.334E-03|1.088E-06| 6248.0939|5.609E-08|3.941E-28| 3| 3|R|   4|36
  17.8913|1.218E-02|9.942E-06|   35.7858|5.121E-07|2.664E-23| 0| 0|R|   4|37
  17.8947|2.027E-04|1.656E-07|10359.8015|8.525E-09|1.650E-31| 5| 5|R|   4|27
  17.9817|3.751E-03|3.109E-06| 4194.9917|1.585E-07|2.140E-26| 2| 2|R|   4|28
  18.0498|3.736E-03|3.132E-06| 4202.9220|1.585E-07|2.132E-26| 2| 2|R|   4|36
  18.0631|1.157E-04|9.724E-08| 8346.6999|4.914E-09|1.739E-30| 4| 4|R|   4|27
  18.1444|7.352E-03|6.261E-06| 2128.4138|3.136E-07|8.350E-25| 1| 1|R|   4|28
  18.2133|7.340E-03|6.322E-06| 2132.4969|3.142E-07|8.384E-25| 1| 1|R|   4|36
  18.2315|1.272E-03|1.099E-06| 6307.9824|5.453E-08|3.658E-28| 3| 3|R|   4|27
  18.3070|1.215E-02|1.062E-05|   36.6174|5.226E-07|2.848E-23| 0| 0|R|   4|28
  18.3472|2.582E-04|2.274E-07|10488.9203|1.114E-08|1.886E-31| 5| 5|R|   4|26
  18.3769|1.214E-02|1.074E-05|   36.7572|5.243E-07|2.879E-23| 0| 0|R|   4|36
  18.3999|3.662E-03|3.252E-06| 4243.5825|1.584E-07|2.090E-26| 2| 2|R|   4|27
  18.5222|8.559E-05|7.753E-08| 8451.5174|3.726E-09|1.194E-30| 4| 4|R|   4|26
  18.5683|7.276E-03|6.641E-06| 2153.4351|3.176E-07|8.557E-25| 1| 1|R|   4|27
  18.6972|1.189E-03|1.108E-06| 6387.8371|5.227E-08|3.294E-28| 3| 3|R|   4|26
  18.7367|1.211E-02|1.136E-05|   37.4769|5.334E-07|3.045E-23| 0| 0|R|   4|27
  18.8722|3.558E-03|3.409E-06| 4297.8102|1.578E-07|2.031E-26| 2| 2|R|   4|26
  19.0472|7.184E-03|7.077E-06| 2181.3692|3.217E-07|8.775E-25| 1| 1|R|   4|26
  19.2222|1.206E-02|1.221E-05|   38.4481|5.450E-07|3.275E-23| 0| 0|R|   4|26
  20.0437|9.087E-05|1.059E-07|10028.6213|5.138E-09|1.660E-31| 5| 5|R|   5|38
  20.2255|2.126E-04|2.546E-07| 8081.2488|1.213E-08|6.513E-30| 4| 4|R|   5|38
  20.2606|1.056E-04|1.271E-07|10082.3745|6.034E-09|1.846E-31| 5| 5|R|   5|46
  20.4072|1.491E-03|1.835E-06| 6109.9981|8.585E-08|7.931E-28| 3| 3|R|   5|38
  20.4453|1.952E-04|2.415E-07| 8124.8962|1.126E-08|5.808E-30| 4| 4|R|   5|46
  20.5256|1.250E-04|1.565E-07|10147.7251|7.237E-09|2.070E-31| 5| 5|R|   5|37
  20.5890|3.918E-03|4.950E-06| 4114.8096|2.275E-07|3.743E-26| 2| 2|R|   5|38
  20.6301|1.455E-03|1.849E-06| 6143.2764|8.467E-08|7.627E-28| 3| 3|R|   5|46
  20.7141|1.752E-04|2.253E-07| 8177.9656|1.023E-08|5.026E-30| 4| 4|R|   5|37
  20.7708|7.485E-03|9.709E-06| 2095.6251|4.386E-07|1.329E-24| 1| 1|R|   5|38
  20.8149|3.876E-03|5.059E-06| 4137.4543|2.275E-07|3.706E-26| 2| 2|R|   5|46
  20.9026|1.412E-03|1.866E-06| 6183.7423|8.322E-08|7.268E-28| 3| 3|R|   5|37
  20.9525|1.219E-02|1.623E-05|   52.3877|7.204E-07|4.165E-23| 0| 0|R|   5|38
  20.9912|1.627E-04|2.178E-07|10261.5277|9.631E-09|2.451E-31| 5| 5|R|   5|28
  20.9997|7.450E-03|9.986E-06| 2107.3708|4.413E-07|1.345E-24| 1| 1|R|   5|46
  21.0695|1.694E-04|2.294E-07|10280.4909|1.007E-08|2.513E-31| 5| 5|R|   5|36
  21.0911|3.824E-03|5.194E-06| 4164.9932|2.275E-07|3.660E-26| 2| 2|R|   5|37
  21.1845|1.217E-02|1.675E-05|   52.9679|7.274E-07|4.299E-23| 0| 0|R|   5|46
  21.1863|1.428E-04|1.965E-07| 8270.3948|8.531E-09|3.844E-30| 4| 4|R|   5|28
  21.2657|1.376E-04|1.916E-07| 8285.7983|8.256E-09|3.668E-30| 4| 4|R|   5|36
  21.2796|7.407E-03|1.033E-05| 2121.6578|4.446E-07|1.365E-24| 1| 1|R|   5|37
  21.3815|1.337E-03|1.892E-06| 6254.2314|8.066E-08|6.672E-28| 3| 3|R|   5|28
  21.4620|1.325E-03|1.896E-06| 6265.9801|8.022E-08|6.575E-28| 3| 3|R|   5|36
  21.4682|1.215E-02|1.740E-05|   53.6772|7.359E-07|4.465E-23| 0| 0|R|   5|37
  21.4721|2.063E-04|2.956E-07|10377.6963|1.250E-08|2.821E-31| 5| 5|R|   5|27
  21.5766|3.736E-03|5.432E-06| 4212.9734|2.274E-07|3.579E-26| 2| 2|R|   5|28
  21.6582|3.721E-03|5.473E-06| 4220.9717|2.273E-07|3.565E-26| 2| 2|R|   5|36
  21.6742|1.130E-04|1.666E-07| 8364.7630|6.911E-09|2.851E-30| 4| 4|R|   5|27
  21.7718|7.332E-03|1.095E-05| 2146.5581|4.503E-07|1.398E-24| 1| 1|R|   5|28
  21.8545|7.319E-03|1.106E-05| 2150.7102|4.512E-07|1.404E-24| 1| 1|R|   5|36
  21.8762|1.263E-03|1.915E-06| 6326.2139|7.796E-08|6.097E-28| 3| 3|R|   5|27
  21.9670|1.212E-02|1.859E-05|   54.9244|7.509E-07|4.769E-23| 0| 0|R|   5|28
  22.0151|2.625E-04|4.053E-07|10507.2675|1.630E-08|3.217E-31| 5| 5|R|   5|26
  22.0508|1.211E-02|1.880E-05|   55.1341|7.534E-07|4.821E-23| 0| 0|R|   5|36
  22.0783|3.647E-03|5.681E-06| 4261.9823|2.271E-07|3.494E-26| 2| 2|R|   5|27
  22.2250|8.321E-05|1.322E-07| 8470.0395|5.216E-09|1.948E-30| 4| 4|R|   5|26
  22.2804|7.255E-03|1.162E-05| 2172.0034|4.560E-07|1.432E-24| 1| 1|R|   5|27
  22.4350|1.181E-03|1.930E-06| 6406.5343|7.471E-08|5.484E-28| 3| 3|R|   5|26
  22.4825|1.208E-02|1.988E-05|   56.2137|7.663E-07|5.096E-23| 0| 0|R|   5|27
  22.6450|3.543E-03|5.955E-06| 4316.6824|2.263E-07|3.391E-26| 2| 2|R|   5|26
  22.8550|7.163E-03|1.238E-05| 2200.4164|4.618E-07|1.467E-24| 1| 1|R|   5|26
  23.0651|1.204E-02|2.138E-05|   57.6704|7.830E-07|5.477E-23| 0| 0|R|   5|26
  23.3825|9.356E-05|1.751E-07|10048.6651|7.200E-09|2.630E-31| 5| 5|R|   6|38
  23.5945|2.086E-04|4.009E-07| 8101.4742|1.619E-08|9.830E-30| 4| 4|R|   6|38
  23.6355|1.085E-04|2.097E-07|10102.6351|8.441E-09|2.918E-31| 5| 5|R|   6|46
