#Table: J/ApJS/95/535/./table15.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
         |         |         |          |         |         |  |  |y|    |so
         |         |         |          |         |         |  |  |p|    |to
    sigma|       R2|        A|         E|  log(gf)|        S|vu|vl|e|  Jl|pe
---------|---------|---------|----------|---------|---------|--|--|-|----|--
4991.4515|7.258E-04|1.399E+01|35167.4293|7.494E-05|1.569E-27|20|17|R|  43|36
4991.6324|5.353E-07|1.048E-02|28594.1294|1.545E-07|7.567E-29| 4| 1|P| 123|36
4991.6332|4.658E-04|9.050E+00|48575.5030|1.465E-04|5.066E-30|13|10|R| 133|27
4991.6581|1.675E-05|3.284E-01|29297.9235|3.892E-06|1.395E-27| 9| 6|P|  99|27
4991.6854|6.780E-04|1.305E+01|34242.5115|5.887E-05|1.911E-27|20|17|R|  36|28
4991.7326|9.331E-05|1.836E+00|26877.7960|1.270E-05|1.369E-26|14|11|P|  58|37
4991.7848|6.225E-04|1.207E+01|39238.0853|1.329E-04|3.816E-28|17|14|R|  90|37
4991.7908|4.591E-04|8.913E+00|40050.1331|1.153E-04|2.173E-28|15|12|R| 106|38
4991.8069|3.472E-04|6.749E+00|52777.0143|1.214E-04|5.785E-31|11| 8|R| 148|26
4991.8800|8.645E-04|1.672E+01|37879.0463|1.197E-04|6.999E-28|20|17|R|  58|27
4991.9223|4.229E-04|7.614E+00|30219.6103|5.954E-06|1.292E-27|19|16|R|   5|37
4991.9711|6.138E-04|1.174E+01|33112.3283|3.601E-05|2.010E-27|20|17|R|  24|28
4991.9816|1.246E-04|2.458E+00|26460.7746|1.346E-05|1.741E-26|15|12|P|  46|46
4992.0036|4.585E-04|8.726E+00|30571.1326|2.152E-05|3.879E-27|19|16|R|  19|46
4992.1178|1.588E-05|3.114E-01|27838.9992|3.578E-06|2.505E-27| 9| 6|P|  96|28
4992.2084|7.619E-04|1.476E+01|37733.1933|1.234E-04|7.509E-28|19|16|R|  68|28
4992.2239|1.534E-06|3.005E-02|29715.9289|4.320E-07|1.267E-28| 5| 2|P| 120|27
4992.2698|6.722E-04|1.294E+01|34131.6107|5.680E-05|1.945E-27|20|17|R|  35|28
4992.2752|9.199E-05|1.811E+00|26143.9631|1.187E-05|1.789E-26|14|11|P|  55|46
4992.3016|3.285E-06|6.437E-02|29572.2180|8.865E-07|2.785E-28| 6| 3|P| 115|27
4992.3459|5.851E-04|1.111E+01|32712.6239|2.472E-05|1.679E-27|20|17|R|  17|36
4992.3742|1.011E-03|1.960E+01|40589.7937|1.662E-04|2.736E-28|20|17|R|  69|26
4992.4818|2.425E-05|4.757E-01|27810.6035|5.121E-06|3.635E-27|10| 7|P|  90|28
4992.4849|1.443E-06|2.827E-02|28425.5984|3.996E-07|2.122E-28| 5| 2|P| 118|36
4992.5052|6.188E-04|1.185E+01|33189.7167|3.776E-05|2.031E-27|20|17|R|  25|28
4992.5079|7.309E-05|1.436E+00|29296.8283|1.269E-05|4.551E-27|13|10|P|  74|27
4992.5255|5.557E-04|1.072E+01|32721.8419|5.608E-05|3.603E-27|19|16|R|  42|46
4992.5758|5.168E-04|1.057E+01|33097.4603|1.334E-05|7.988E-28|20|17|P|  11|26
4992.6405|1.238E-04|2.444E+00|25892.3723|1.249E-05|2.093E-26|15|12|P|  43|38
4992.6796|6.537E-04|1.267E+01|37379.4977|1.181E-04|8.271E-28|18|15|R|  76|37
4992.6953|5.362E-04|1.041E+01|39539.1574|1.246E-04|3.044E-28|16|13|R|  98|46
4992.7366|5.114E-06|1.003E-01|24866.2123|1.212E-06|3.323E-27| 7| 4|P| 101|38
4992.7510|1.329E-06|2.605E-02|26630.0811|3.587E-07|4.353E-28| 5| 2|P| 115|37
4992.7518|6.666E-04|1.283E+01|34023.7352|5.476E-05|1.974E-27|20|17|R|  34|28
4992.7578|5.793E-04|1.124E+01|37887.9146|1.183E-04|6.380E-28|17|14|R|  86|46
4992.7670|2.335E-04|4.607E+00|31375.3622|2.576E-05|3.522E-27|17|14|P|  47|26
4992.7719|7.194E-04|1.388E+01|35035.0430|7.261E-05|1.620E-27|20|17|R|  42|36
4992.7852|7.326E-04|1.381E+01|34878.6022|2.407E-05|6.134E-28|21|18|R|  13|26
4992.7933|9.323E-04|1.810E+01|44032.8917|2.101E-04|6.635E-29|18|15|R|  95|26
4992.8076|9.447E-04|1.824E+01|37745.5245|9.978E-05|6.428E-28|21|18|R|  44|26
4992.9384|6.238E-04|1.195E+01|33270.1711|3.953E-05|2.046E-27|20|17|R|  26|28
4992.9471|1.029E-04|2.023E+00|30815.5127|1.715E-05|3.068E-27|14|11|P|  71|26
4993.0208|1.121E-07|2.197E-03|26884.6002|3.289E-08|3.533E-29| 3| 0|P| 125|37
4993.0579|2.991E-04|5.968E+00|29638.2044|1.615E-05|4.770E-27|18|15|P|  23|28
4993.0754|5.714E-04|1.110E+01|40755.6809|1.368E-04|1.897E-28|16|13|R| 101|37
4993.0801|4.621E-04|8.811E+00|30631.7482|2.278E-05|3.988E-27|19|16|R|  20|46
4993.1010|1.434E-05|2.816E-01|24841.1560|2.996E-06|8.313E-27| 9| 6|P|  89|38
4993.1103|1.236E-06|2.424E-02|24981.6117|3.251E-07|8.431E-28| 5| 2|P| 112|38
4993.1315|6.610E-04|1.272E+01|33918.8895|5.275E-05|2.000E-27|20|17|R|  33|28
4993.1700|3.133E-04|8.154E+00|28166.6949|1.471E-06|8.280E-28|18|15|P|   2|38
4993.2554|1.324E-04|2.608E+00|29552.6478|1.834E-05|5.817E-27|15|12|P|  59|27
4993.2704|6.289E-04|1.206E+01|33353.6879|4.134E-05|2.055E-27|20|17|R|  27|28
4993.3101|5.568E-04|1.079E+01|34582.5260|8.626E-05|2.239E-27|18|15|R|  65|38
4993.3362|3.071E-04|6.394E+00|28408.1672|5.766E-06|2.933E-27|18|15|P|   8|46
4993.3941|3.413E-05|6.706E-01|26420.1793|6.410E-06|8.605E-27|11| 8|P|  80|37
4993.4033|3.948E-04|7.941E+00|31292.2649|1.575E-05|2.169E-27|19|16|P|  17|27
4993.4091|6.554E-04|1.261E+01|33817.0783|5.077E-05|2.022E-27|20|17|R|  32|28
4993.4229|4.007E-04|8.284E+00|30678.3418|8.466E-06|1.526E-27|19|16|P|   9|36
4993.4886|7.047E-05|1.386E+00|27949.1386|1.158E-05|7.691E-27|13|10|P|  70|28
4993.5012|6.341E-04|1.217E+01|33440.2636|4.317E-05|2.059E-27|20|17|R|  28|28
4993.5670|5.508E-04|1.063E+01|32595.7356|5.430E-05|3.707E-27|19|16|R|  41|46
4993.5827|5.896E-04|1.122E+01|32768.6581|2.630E-05|1.740E-27|20|17|R|  18|36
4993.5847|6.500E-04|1.250E+01|33718.3059|4.883E-05|2.038E-27|20|17|R|  31|28
4993.6021|2.773E-06|5.439E-02|25625.3060|7.030E-07|1.358E-27| 6| 3|P| 108|46
4993.6113|6.238E-04|1.213E+01|46043.7870|1.743E-04|2.030E-29|15|12|R| 118|27
4993.6306|6.393E-04|1.228E+01|33529.8944|4.502E-05|2.057E-27|20|17|R|  29|28
4993.6479|2.262E-04|4.481E+00|29030.0873|1.859E-05|7.351E-27|17|14|P|  35|28
4993.6585|6.446E-04|1.239E+01|33622.5765|4.691E-05|2.050E-27|20|17|R|  30|28
4993.6674|3.724E-05|7.315E-01|29187.8453|7.607E-06|2.874E-27|11| 8|P|  87|27
4993.7394|6.419E-04|1.242E+01|34860.7121|8.439E-05|1.978E-27|19|16|R|  55|37
4993.7973|5.071E-05|9.968E-01|27844.9343|9.167E-06|6.401E-27|12| 9|P|  77|28
4993.8626|3.027E-04|5.993E+00|31723.0072|2.630E-05|3.044E-27|18|15|P|  37|26
4993.9248|2.251E-04|4.476E+00|28009.5313|1.480E-05|9.268E-27|17|14|P|  28|37
4993.9504|4.888E-07|9.587E-03|26717.5798|1.377E-07|1.603E-28| 4| 1|P| 120|37
4993.9793|5.389E-04|8.419E+00|32516.7259|2.530E-06|1.937E-28|20|17|R|   1|27
4993.9882|7.131E-04|1.376E+01|34905.6553|7.031E-05|1.669E-27|20|17|R|  41|36
4993.9951|2.266E-04|4.489E+00|29198.6123|1.916E-05|7.022E-27|17|14|P|  36|36
4994.0142|4.819E-04|9.369E+00|40966.2678|1.233E-04|1.520E-28|15|12|R| 108|46
4994.0586|3.027E-04|6.131E+00|28793.9351|9.950E-06|4.278E-27|18|15|P|  14|37
4994.0618|4.658E-04|8.895E+00|30695.3766|2.406E-05|4.086E-27|19|16|R|  21|46
4994.0644|6.699E-05|1.319E+00|25876.4831|9.908E-06|1.697E-26|13|10|P|  63|46
4994.0905|2.292E-04|4.532E+00|30107.9350|2.206E-05|5.361E-27|17|14|P|  41|27
4994.1242|5.061E-04|9.834E+00|38422.3965|1.141E-04|4.694E-28|16|13|R|  95|38
4994.1444|4.236E-04|8.240E+00|42337.9028|1.174E-04|7.491E-29|14|11|R| 117|46
4994.1752|1.261E-04|2.489E+00|27099.0238|1.451E-05|1.406E-26|15|12|P|  49|37
4994.1807|4.032E-04|8.480E+00|30572.6637|6.626E-06|1.250E-27|19|16|P|   7|28
4994.2210|1.295E-04|2.553E+00|28499.9324|1.672E-05|8.571E-27|15|12|P|  55|36
4994.3377|4.259E-04|7.766E+00|30238.0642|7.000E-06|1.506E-27|19|16|R|   6|37
4994.3621|2.546E-05|5.000E-01|29184.2540|5.559E-06|2.104E-27|10| 7|P|  93|27
4994.3674|6.244E-07|1.225E-02|31515.6471|1.862E-07|2.380E-29| 4| 1|P| 127|26
4994.4082|4.028E-04|7.836E+00|41349.2878|1.097E-04|1.109E-28|14|11|R| 115|38
4994.4141|7.381E-04|1.395E+01|34923.5535|2.600E-05|6.483E-28|21|18|R|  14|26
4994.4214|1.674E-04|3.322E+00|26339.8545|1.258E-05|1.701E-26|16|13|P|  32|38
4994.4492|8.852E-06|1.738E-01|24797.8532|1.974E-06|5.593E-27| 8| 5|P|  95|38
4994.4496|4.884E-05|9.606E-01|26482.3628|8.371E-06|1.091E-26|12| 9|P|  73|37
4994.4588|9.364E-04|1.809E+01|37606.1337|9.674E-05|6.663E-28|21|18|R|  43|26
4994.5109|5.459E-04|1.054E+01|32472.5613|5.256E-05|3.806E-27|19|16|R|  40|46
4994.5532|9.982E-06|1.960E-01|28065.7160|2.391E-06|1.509E-27| 8| 5|P| 102|36
4994.6046|7.755E-04|1.504E+01|38020.0415|1.275E-04|6.794E-28|19|16|R|  69|36
4994.6108|2.917E-04|5.680E+00|49297.8666|9.933E-05|2.370E-30|11| 8|R| 144|36
4994.6249|2.994E-04|5.974E+00|29766.6758|1.687E-05|4.710E-27|18|15|P|  24|36
4994.6705|8.660E-04|1.681E+01|39993.0601|1.566E-04|3.322E-28|19|16|R|  76|27
4994.6929|1.719E-04|3.395E+00|28781.0457|1.857E-05|8.315E-27|16|13|P|  46|36
4994.7190|5.942E-04|1.133E+01|32827.7894|2.790E-05|1.794E-27|20|17|R|  19|36
4994.8471|2.267E-04|4.550E+00|27027.3239|1.012E-05|9.837E-27|17|14|P|  19|38
4994.8488|5.766E-06|1.132E-01|27889.6972|1.449E-06|9.900E-28| 7| 4|P| 107|28
4994.8845|5.423E-04|1.053E+01|36654.7747|1.057E-04|1.015E-27|17|14|R|  82|38
4994.9043|3.000E-04|5.962E+00|30568.2524|2.114E-05|4.118E-27|18|15|P|  30|27
4994.9062|8.564E-04|1.659E+01|37699.4010|1.166E-04|7.434E-28|20|17|R|  57|27
4994.9484|4.695E-04|8.980E+00|30762.0154|2.536E-05|4.171E-27|19|16|R|  22|46
4994.9862|5.747E-04|1.118E+01|44407.0766|1.565E-04|3.900E-29|15|12|R| 115|36
4994.9986|5.984E-04|1.161E+01|35798.4899|9.977E-05|1.466E-27|18|15|R|  70|46
4995.1006|7.069E-04|1.365E+01|34779.2719|6.806E-05|1.717E-27|20|17|R|  40|36
4995.2339|3.845E-04|7.486E+00|44728.0572|1.156E-04|2.385E-29|13|10|R| 127|37
4995.2362|9.657E-05|1.903E+00|28269.7544|1.429E-05|8.177E-27|14|11|P|  63|36
4995.2493|7.695E-04|1.497E+01|43258.9876|1.825E-04|8.085E-29|17|14|R| 100|27
4995.3025|7.049E-04|1.371E+01|41564.9350|1.606E-04|1.564E-28|17|14|R|  96|36
4995.3243|3.532E-04|6.879E+00|47811.8620|1.145E-04|5.544E-30|12| 9|R| 137|28
4995.3572|5.412E-04|1.045E+01|32352.3243|5.084E-05|3.900E-27|19|16|R|  39|46
4995.3708|1.714E-04|3.389E+00|28578.0125|1.812E-05|8.901E-27|16|13|P|  45|28
4995.4281|4.228E-04|8.234E+00|46610.1012|1.301E-04|1.121E-29|13|10|R| 130|28
4995.4891|7.378E-04|1.434E+01|39559.7525|1.455E-04|3.690E-28|18|15|R|  83|28
4995.5394|9.114E-05|1.799E+00|25483.2657|1.113E-05|2.270E-26|14|11|P|  52|38
4995.6194|1.863E-04|3.629E+00|46294.5724|6.387E-05|6.026E-30|10| 7|R| 145|38
4995.6549|5.020E-04|9.774E+00|45671.9656|1.462E-04|1.986E-29|14|11|R| 123|36
4995.7399|4.733E-04|9.064E+00|30831.6618|2.668E-05|4.244E-27|19|16|R|  23|46
4995.7545|5.988E-04|1.144E+01|32890.0154|2.953E-05|1.844E-27|20|17|R|  20|36
4995.8091|3.629E-04|7.067E+00|43576.4417|1.074E-04|3.785E-29|13|10|R| 125|46
4995.8331|6.429E-04|1.251E+01|43011.5020|1.615E-04|7.860E-29|16|13|R| 106|36
4995.8348|1.291E-04|2.547E+00|28264.9184|1.637E-05|9.345E-27|15|12|P|  54|28
4995.8629|1.689E-04|3.346E+00|27445.5450|1.547E-05|1.270E-26|16|13|P|  39|37
4995.9253|3.586E-05|7.054E-01|27968.3338|7.075E-06|4.679E-27|11| 8|P|  84|36
4995.9360|7.437E-04|1.410E+01|34971.7048|2.795E-05|6.811E-28|21|18|R|  15|26
4995.9596|9.818E-04|1.908E+01|42309.7361|1.937E-04|1.398E-28|19|16|R|  83|26
4995.9983|9.281E-04|1.794E+01|37469.8188|9.374E-05|6.893E-28|21|18|R|  42|26
4996.0104|2.259E-04|4.516E+00|27431.6920|1.220E-05|9.916E-27|17|14|P|  23|46
4996.0249|2.897E-04|5.644E+00|43878.1279|8.982E-05|2.700E-29|12| 9|R| 131|38
4996.0262|7.517E-04|1.461E+01|39900.2552|1.501E-04|3.247E-28|18|15|R|  84|36
4996.0443|4.480E-04|8.724E+00|43418.8523|1.263E-04|4.882E-29|14|11|R| 119|37
4996.1060|5.365E-04|1.036E+01|32235.0294|4.914E-05|3.989E-27|19|16|R|  38|46
4996.1092|7.007E-04|1.353E+01|34655.8983|6.583E-05|1.762E-27|20|17|R|  39|36
4996.1196|7.544E-04|1.464E+01|37526.5331|1.205E-04|8.098E-28|19|16|R|  67|28
4996.1367|6.359E-04|1.232E+01|34695.0454|8.215E-05|2.084E-27|19|16|R|  54|37
4996.1629|4.515E-07|8.867E-03|24993.4804|1.241E-07|3.200E-28| 4| 1|P| 117|38
4996.2737|8.265E-04|1.607E+01|41680.5623|1.747E-04|1.650E-28|18|15|R|  89|27
4996.2992|3.154E-04|1.234E+01|28160.6176|7.409E-07|4.184E-28|18|15|P|   1|38
4996.3193|6.913E-04|1.345E+01|41180.7987|1.559E-04|1.816E-28|17|14|R|  95|28
4996.3577|3.940E-04|7.862E+00|32219.8146|2.313E-05|2.110E-27|19|16|P|  25|26
4996.4362|4.771E-04|9.149E+00|30904.3129|2.802E-05|4.305E-27|19|16|R|  24|46
4996.5285|5.428E-06|1.067E-01|26353.1479|1.326E-06|1.838E-27| 7| 4|P| 104|37
4996.5326|5.513E-04|1.070E+01|34390.5601|8.418E-05|2.396E-27|18|15|R|  64|38
4996.6581|4.290E-04|7.899E+00|30259.5918|8.062E-06|1.717E-27|19|16|R|   7|37
4996.6639|5.535E-05|1.089E+00|30633.5747|1.092E-05|2.132E-27|12| 9|P|  84|26
4996.6830|2.691E-05|5.292E-01|30683.6703|6.068E-06|1.156E-27|10| 7|P|  96|26
4996.6893|6.036E-04|1.154E+01|32955.3333|3.119E-05|1.887E-27|20|17|R|  21|36
4996.7130|6.873E-04|1.339E+01|47941.8186|1.970E-04|9.544E-30|15|12|R| 121|26
4996.7576|5.319E-04|1.027E+01|32120.6816|4.748E-05|4.071E-27|19|16|R|  37|46
4996.7655|1.118E-05|2.197E-01|30847.4486|2.809E-06|4.948E-28| 8| 5|P| 107|26
4996.8419|1.001E-03|1.945E+01|40373.5707|1.623E-04|2.965E-28|20|17|R|  68|26
4996.8524|5.426E-04|9.099E+00|32523.0774|3.824E-06|2.918E-28|20|17|R|   2|27
4996.8656|5.201E-04|1.071E+01|33061.7370|1.222E-05|7.441E-28|20|17|P|  10|26
4996.9634|1.682E-04|3.338E+00|26798.4032|1.383E-05|1.522E-26|16|13|P|  35|46
4997.0142|6.947E-04|1.342E+01|34535.5399|6.365E-05|1.805E-27|20|17|R|  38|36
4997.0371|4.810E-04|9.233E+00|30979.9657|2.938E-05|4.353E-27|19|16|R|  25|46
4997.0479|3.090E-04|6.512E+00|28383.6193|5.082E-06|2.616E-27|18|15|P|   7|46
4997.1530|1.026E-07|2.016E-03|25083.1419|2.941E-08|7.266E-29| 3| 0|P| 122|38
4997.2156|6.470E-04|1.258E+01|37152.6120|1.155E-04|9.019E-28|18|15|R|  75|37
4997.2991|2.611E-04|5.091E+00|47070.4443|8.709E-05|5.845E-30|11| 8|R| 141|37
4997.3119|5.273E-04|1.018E+01|32009.2854|4.584E-05|4.146E-27|19|16|R|  36|46
4997.3508|7.494E-04|1.425E+01|35023.0541|2.993E-05|7.117E-28|21|18|R|  16|26
4997.3542|4.033E-04|8.418E+00|30649.9818|7.579E-06|1.385E-27|19|16|P|   8|36
4997.4262|9.200E-04|1.779E+01|37336.5863|9.078E-05|7.117E-28|21|18|R|  41|26
4997.4296|7.735E-04|1.507E+01|46641.8521|2.072E-04|1.873E-29|16|13|R| 113|26
4997.4829|2.255E-05|4.441E-01|25451.3434|4.451E-06|9.350E-27|10| 7|P|  84|46
4997.5231|6.083E-04|1.165E+01|33023.7403|3.287E-05|1.925E-27|20|17|R|  22|36
4997.5424|4.849E-04|9.318E+00|31058.6172|3.076E-05|4.389E-27|19|16|R|  26|46
4997.6807|1.752E-04|3.463E+00|29700.6305|2.058E-05|6.080E-27|16|13|P|  50|27
4997.6853|9.615E-05|1.897E+00|28005.5996|1.401E-05|9.055E-27|14|11|P|  62|28
4997.7693|5.228E-04|1.009E+01|31900.8456|4.422E-05|4.213E-27|19|16|R|  35|46
4997.7753|6.157E-04|1.199E+01|38970.9793|1.302E-04|4.250E-28|17|14|R|  89|37
4997.8157|6.887E-04|1.331E+01|34418.2019|6.149E-05|1.844E-27|20|17|R|  37|36
4997.8227|8.483E-04|1.646E+01|37522.7004|1.136E-04|7.883E-28|20|17|R|  56|27
4997.9039|4.058E-04|8.666E+00|30550.6777|5.720E-06|1.091E-27|19|16|P|   6|28
4997.9521|4.889E-04|9.403E+00|31140.2641|3.216E-05|4.413E-27|19|16|R|  27|46
4998.0905|1.273E-06|2.504E-02|25586.9935|3.381E-07|6.655E-28| 5| 2|P| 113|46
4998.1060|4.712E-05|9.294E-01|24976.0331|7.529E-06|1.958E-26|12| 9|P|  68|38
4998.1229|1.213E-07|2.383E-03|28317.0110|3.618E-08|2.015E-29| 3| 0|P| 127|28
4998.1298|5.183E-04|1.001E+01|31795.3665|4.263E-05|4.272E-27|19|16|R|  34|46
4998.1816|6.300E-04|1.228E+01|42590.4824|1.569E-04|9.299E-29|16|13|R| 105|28
4998.1822|5.731E-04|1.116E+01|37634.3700|1.158E-04|7.055E-28|17|14|R|  85|46
4998.2068|3.971E-04|8.026E+00|31237.8191|1.493E-05|2.110E-27|19|16|P|  16|27
4998.2108|2.354E-04|4.593E+00|45016.6846|7.689E-05|1.339E-29|11| 8|R| 138|38
4998.2558|6.132E-04|1.176E+01|33095.2335|3.458E-05|1.956E-27|20|17|R|  23|36
4998.2659|4.929E-04|9.488E+00|31224.9030|3.359E-05|4.426E-27|19|16|R|  28|46
4998.3077|1.945E-04|3.795E+00|47110.4126|6.717E-05|4.347E-30|10| 7|R| 146|46
4998.3111|1.600E-05|3.149E-01|27917.4477|3.609E-06|2.446E-27| 9| 6|P|  96|36
4998.3285|3.445E-04|6.719E+00|42522.2939|1.004E-04|5.783E-29|13|10|R| 123|38
4998.3411|3.007E-04|6.026E+00|29565.4644|1.555E-05|4.757E-27|18|15|P|  22|28
4998.3777|3.046E-04|6.203E+00|28750.4846|9.304E-06|4.086E-27|18|15|P|  13|37
4998.3936|5.140E-04|9.919E+00|31692.8526|4.106E-05|4.323E-27|19|16|R|  33|46
4998.3973|5.094E-04|9.940E+00|50289.6222|1.628E-04|2.559E-30|13|10|R| 135|26
4998.4323|6.300E-04|1.222E+01|34532.2659|7.994E-05|2.193E-27|19|16|R|  53|37
4998.4432|3.918E-05|7.716E-01|30599.0812|8.286E-06|1.644E-27|11| 8|P|  90|26
4998.4838|4.970E-04|9.574E+00|31312.5306|3.504E-05|4.427E-27|19|16|R|  29|46
4998.5138|6.828E-04|1.319E+01|34303.8894|5.937E-05|1.881E-27|20|17|R|  36|36
4998.5164|1.660E-06|3.264E-02|31222.7769|4.759E-07|7.002E-29| 5| 2|P| 122|26
4998.5607|5.096E-04|9.832E+00|31593.3080|3.952E-05|4.364E-27|19|16|R|  32|46
4998.5722|5.628E-04|1.097E+01|43952.4927|1.521E-04|4.690E-29|15|12|R| 114|28
4998.6057|5.012E-04|9.659E+00|31403.1431|3.651E-05|4.416E-27|19|16|R|  30|46
4998.6314|5.054E-04|9.745E+00|31496.7368|3.800E-05|4.395E-27|19|16|R|  31|46
4998.6381|5.086E-04|9.917E+00|41969.2132|1.327E-04|1.028E-28|15|12|R| 110|37
4998.6544|7.678E-04|1.493E+01|37809.8492|1.245E-04|7.341E-28|19|16|R|  68|36
4998.6582|7.551E-04|1.439E+01|35077.5988|3.194E-05|7.399E-28|21|18|R|  17|26
4998.7381|3.202E-04|6.249E+00|45828.2935|1.016E-04|1.237E-29|12| 9|R| 134|37
4998.7427|9.120E-04|1.765E+01|37206.4423|8.787E-05|7.333E-28|21|18|R|  40|26
4998.7755|2.442E-05|4.810E-01|27885.2729|5.165E-06|3.555E-27|10| 7|P|  90|36
4998.8038|5.924E-04|1.152E+01|35590.6867|9.745E-05|1.582E-27|18|15|R|  69|46
4998.8234|6.958E-04|1.357E+01|44529.9348|1.799E-04|4.332E-29|16|13|R| 109|27
4998.8834|4.321E-04|8.019E+00|30284.1922|9.140E-06|1.924E-27|19|16|R|   8|37
4998.8872|6.181E-04|1.187E+01|33169.8097|3.632E-05|1.982E-27|20|17|R|  24|36
4998.9599|2.314E-05|4.559E-01|26233.9257|4.676E-06|6.866E-27|10| 7|P|  86|37
4998.9634|1.046E-05|2.059E-01|29180.3917|2.557E-06|9.697E-28| 8| 5|P| 104|27
4998.9860|3.061E-06|6.023E-02|27875.8002|8.057E-07|5.544E-28| 6| 3|P| 112|28
4999.0097|2.210E-05|4.356E-01|24734.4119|4.259E-06|1.244E-26|10| 7|P|  82|38
4999.1088|6.770E-04|1.308E+01|34192.6075|5.728E-05|1.915E-27|20|17|R|  35|36
4999.1260|4.537E-04|8.847E+00|39742.3113|1.130E-04|2.470E-28|15|12|R| 105|38
4999.1707|1.251E-04|2.479E+00|26317.3297|1.323E-05|1.835E-26|15|12|P|  45|46
4999.2223|5.245E-06|1.033E-01|25412.2862|1.257E-06|2.691E-27| 7| 4|P| 102|46
4999.3532|5.302E-04|1.034E+01|39251.6345|1.221E-04|3.425E-28|16|13|R|  97|46
4999.3549|1.799E-04|3.557E+00|30980.0257|2.325E-05|3.844E-27|16|13|P|  55|26
4999.3949|1.370E-04|2.706E+00|30792.6665|2.028E-05|3.669E-27|15|12|P|  63|26
4999.4173|6.231E-04|1.198E+01|33247.4657|3.808E-05|2.003E-27|20|17|R|  25|36
4999.4745|1.243E-04|2.465E+00|25759.4126|1.227E-05|2.192E-26|15|12|P|  42|38
4999.5283|2.281E-04|4.597E+00|26969.1529|9.649E-06|9.650E-27|17|14|P|  18|38
4999.5480|4.789E-05|9.452E-01|25583.2327|7.879E-06|1.554E-26|12| 9|P|  70|46
4999.5568|2.263E-04|4.518E+00|27922.1019|1.436E-05|9.382E-27|17|14|P|  27|37
4999.6008|6.713E-04|1.297E+01|34084.3609|5.522E-05|1.944E-27|20|17|R|  34|36
4999.6242|5.464E-04|9.518E+00|32532.6043|5.137E-06|3.903E-28|20|17|R|   3|27
4999.6506|6.621E-05|1.308E+00|25131.7317|9.337E-06|2.254E-26|13|10|P|  60|38
4999.6516|8.522E-04|1.662E+01|45213.3513|2.103E-04|3.772E-29|17|14|R| 104|26
4999.6558|5.459E-04|1.062E+01|34201.3812|8.212E-05|2.559E-27|18|15|R|  63|38
4999.6679|8.571E-04|1.669E+01|39759.3616|1.531E-04|3.634E-28|19|16|R|  75|27
4999.7285|6.572E-06|1.294E-01|30889.2100|1.730E-06|2.988E-28| 7| 4|P| 112|26
4999.7878|5.366E-04|1.045E+01|36414.2361|1.034E-04|1.115E-27|17|14|R|  81|38
4999.8458|6.282E-04|1.209E+01|33328.1982|3.987E-05|2.017E-27|20|17|R|  26|36
4999.8582|7.610E-04|1.453E+01|35135.3365|3.398E-05|7.658E-28|21|18|R|  18|26
4999.9233|7.469E-04|1.453E+01|37322.7115|1.176E-04|8.720E-28|19|16|R|  66|28
4999.9479|9.041E-04|1.750E+01|37079.3928|8.501E-05|7.540E-28|21|18|R|  39|26
4999.9899|6.656E-04|1.286E+01|33979.1543|5.320E-05|1.970E-27|20|17|R|  33|36
5000.0190|3.849E-04|7.518E+00|49461.7223|1.267E-04|2.866E-30|12| 9|R| 139|27
5000.0262|3.011E-04|6.032E+00|29690.5322|1.628E-05|4.714E-27|18|15|P|  23|36
5000.0717|7.095E-05|1.401E+00|28013.3619|1.167E-05|7.558E-27|13|10|P|  70|36
5000.0884|2.273E-04|4.522E+00|28918.8011|1.817E-05|7.580E-27|17|14|P|  34|28
5000.1295|9.359E-05|1.851E+00|26694.3971|1.254E-05|1.476E-26|14|11|P|  57|37
5000.1404|3.566E-04|6.965E+00|47945.1353|1.157E-04|5.283E-30|12| 9|R| 137|36
5000.1726|6.333E-04|1.220E+01|33412.0036|4.168E-05|2.026E-27|20|17|R|  27|36
5000.2032|6.828E-05|1.349E+00|26488.1706|1.043E-05|1.356E-26|13|10|P|  65|37
5000.2251|5.649E-04|1.102E+01|40457.1995|1.341E-04|2.147E-28|16|13|R| 100|37
5000.2733|9.229E-05|1.826E+00|25971.7889|1.172E-05|1.918E-26|14|11|P|  54|46
5000.2740|1.683E-04|3.353E+00|26241.3433|1.226E-05|1.739E-26|16|13|P|  31|38
5000.2763|6.601E-04|1.275E+01|33876.9925|5.120E-05|1.991E-27|20|17|R|  32|36
5000.2812|9.219E-04|1.798E+01|43738.4059|2.059E-04|7.491E-29|18|15|R|  94|26
5000.2895|5.107E-05|1.008E+00|27912.4181|9.243E-06|6.281E-27|12| 9|P|  77|36
5000.3078|3.531E-06|6.953E-02|31014.1295|9.712E-07|1.580E-28| 6| 3|P| 117|26
5000.3161|5.960E-04|1.164E+01|49041.2147|1.807E-04|5.170E-30|14|11|R| 128|26
5000.3357|5.004E-04|9.760E+00|38145.2166|1.118E-04|5.254E-28|16|13|R|  94|38
5000.3623|4.911E-04|9.590E+00|45187.1796|1.420E-04|2.422E-29|14|11|R| 122|28
5000.3784|2.685E-06|5.290E-02|24707.3942|6.691E-07|1.980E-27| 6| 3|P| 106|38
5000.3976|6.385E-04|1.231E+01|33498.8783|4.353E-05|2.029E-27|20|17|R|  28|36
