#Table: J/ApJS/95/535/./table15.dat (cdsarc.u-strasbg.fr)
----------------------------------------------------------------------------
         |         |         |          |         |         |  |  |T|    | I
         |         |         |          |         |         |  |  |y|    |so
         |         |         |          |         |         |  |  |p|    |to
    sigma|       R2|        A|         E|  log(gf)|        S|vu|vl|e|  Jl|pe
---------|---------|---------|----------|---------|---------|--|--|-|----|--
4194.0443|2.222E-03|2.561E+01|62153.9728|6.352E-04|2.881E-32|21|18|R| 144|46
4194.1505|6.109E-05|7.093E-01|48219.2845|1.662E-05|6.310E-31|12| 9|P| 138|28
4194.3654|5.560E-04|6.470E+00|48876.6645|9.868E-05|2.910E-30|22|19|P|  90|26
4194.4634|5.772E-05|6.703E-01|47015.2194|1.559E-05|1.024E-30|12| 9|P| 137|37
4194.4681|2.572E-03|2.965E+01|60213.5544|6.694E-04|7.701E-32|23|20|R| 131|46
4194.5393|2.261E-04|2.629E+00|44741.4372|4.727E-05|8.952E-30|18|15|P| 106|38
4194.5403|2.005E-05|2.328E-01|46415.4717|5.891E-06|4.999E-31| 9| 6|P| 149|38
4194.5894|1.934E-04|2.248E+00|46080.5493|4.309E-05|4.430E-30|17|14|P| 113|37
4194.8333|4.756E-04|5.538E+00|44471.7872|7.690E-05|1.658E-29|22|19|P|  82|38
4194.8795|1.246E-04|1.449E+00|46399.9195|3.024E-05|2.667E-30|15|12|P| 123|37
4195.3376|3.737E-05|4.342E-01|51206.1425|1.091E-05|1.053E-31|10| 7|P| 148|26
4195.6923|4.840E-04|5.639E+00|44966.0370|7.923E-05|1.367E-29|22|19|P|  83|46
4195.8107|1.561E-04|1.816E+00|46204.7892|3.634E-05|3.521E-30|16|13|P| 118|37
4195.8235|3.023E-04|3.518E+00|47084.5035|6.201E-05|4.077E-30|19|16|P| 104|36
4195.9186|2.323E-03|2.681E+01|60551.7578|6.323E-04|6.098E-32|22|19|R| 137|38
4195.9305|9.518E-05|1.107E+00|45872.5760|2.384E-05|2.663E-30|14|11|P| 127|46
4196.1526|1.042E-04|1.212E+00|47919.8415|2.652E-05|1.168E-30|14|11|P| 129|36
4196.2131|2.652E-03|3.061E+01|63020.1779|7.323E-04|2.298E-32|22|19|R| 139|28
4196.2397|4.491E-04|5.231E+00|47765.6569|8.328E-05|4.050E-30|21|18|P|  94|27
4196.2890|1.882E-04|2.191E+00|45373.3244|4.159E-05|5.902E-30|17|14|P| 112|46
4196.5358|6.159E-05|7.164E-01|48353.8134|1.677E-05|5.999E-31|12| 9|P| 138|36
4196.5460|5.652E-04|6.594E+00|44439.6947|8.363E-05|1.831E-29|23|20|P|  75|38
4196.5647|5.330E-04|6.213E+00|47678.4192|9.254E-05|4.693E-30|22|19|P|  88|27
4196.8997|4.815E-05|5.602E-01|49588.7828|1.359E-05|2.756E-31|11| 8|P| 143|27
4196.9998|2.449E-03|2.830E+01|63935.8916|7.056E-04|1.427E-32|21|18|R| 145|28
4197.2015|6.109E-04|7.128E+00|46745.0621|9.644E-05|7.463E-30|23|20|P|  80|36
4197.3392|2.476E-04|2.884E+00|46997.4325|5.324E-05|3.633E-30|18|15|P| 109|28
4197.5067|2.974E-05|3.461E-01|46689.4449|8.509E-06|6.423E-31|10| 7|P| 145|46
4197.5118|2.485E-03|2.871E+01|61798.6343|6.816E-04|3.730E-32|22|19|R| 138|37
4197.5775|7.166E-05|8.343E-01|45444.6214|1.853E-05|2.505E-30|13|10|P| 131|38
4197.7357|2.807E-04|3.272E+00|45100.8563|5.596E-05|9.049E-30|19|16|P| 101|46
4197.7458|2.876E-04|3.353E+00|45748.7562|5.790E-05|6.981E-30|19|16|P| 102|37
4197.8342|1.309E-04|1.525E+00|47485.8555|3.204E-05|1.730E-30|15|12|P| 124|28
4197.8356|2.676E-03|3.093E+01|63164.3249|7.392E-04|2.175E-32|22|19|R| 139|36
4197.8934|3.611E-04|4.211E+00|46742.3051|6.985E-05|5.386E-30|20|17|P|  98|28
4198.1562|1.210E-04|1.410E+00|45635.7418|2.914E-05|3.646E-30|15|12|P| 122|46
4198.2047|2.784E-03|3.219E+01|66270.6744|8.077E-04|5.678E-33|21|18|R| 146|26
4198.2784|1.518E-04|1.769E+00|45469.4888|3.506E-05|4.751E-30|16|13|P| 117|46
4198.2790|2.481E-03|2.868E+01|59493.6256|6.415E-04|1.028E-31|23|20|R| 130|38
4198.2922|4.945E-04|5.772E+00|45524.5277|8.198E-05|1.101E-29|22|19|P|  84|37
4198.3095|5.748E-04|6.714E+00|44904.0619|8.622E-05|1.532E-29|23|20|P|  76|46
4198.3994|5.133E-04|5.991E+00|46580.5693|8.712E-05|7.261E-30|22|19|P|  86|28
4198.4095|2.472E-03|2.859E+01|64085.7072|7.123E-04|1.347E-32|21|18|R| 145|36
4198.4911|3.133E-04|3.653E+00|47941.9443|6.493E-05|2.902E-30|19|16|P| 105|27
4199.2190|2.751E-04|3.211E+00|44524.7445|5.431E-05|1.142E-29|19|16|P| 100|38
4199.2460|1.376E-04|1.604E+00|48606.1015|3.396E-05|1.104E-30|15|12|P| 125|27
4199.3048|1.841E-04|2.147E+00|44743.2753|4.034E-05|7.636E-30|17|14|P| 111|38
4199.3317|4.012E-05|4.675E-01|45815.5636|1.109E-05|1.255E-30|11| 8|P| 140|38
4199.3829|3.988E-04|4.657E+00|44390.7291|6.928E-05|1.553E-29|21|18|P|  88|38
4199.5092|4.061E-04|4.743E+00|44911.3148|7.136E-05|1.264E-29|21|18|P|  89|46
4199.5386|3.936E-04|4.594E+00|48975.8898|7.849E-05|2.208E-30|20|17|P| 101|26
4199.7361|2.023E-04|2.360E+00|47088.2839|4.553E-05|2.975E-30|17|14|P| 114|28
4199.7998|4.317E-04|5.042E+00|46610.1686|7.841E-05|6.444E-30|21|18|P|  92|28
4199.8392|3.229E-03|3.737E+01|64358.3899|8.608E-04|1.514E-32|23|20|R| 134|26
4199.8754|4.531E-05|5.282E-01|48309.7957|1.270E-05|4.620E-31|11| 8|P| 142|28
4199.8982|1.637E-04|1.909E+00|47250.9149|3.846E-05|2.324E-30|16|13|P| 119|28
4200.0564|5.571E-05|6.497E-01|46166.1648|1.496E-05|1.452E-30|12| 9|P| 136|46
4200.1844|3.387E-04|3.956E+00|44955.9688|6.353E-05|1.102E-29|20|17|P|  95|46
4200.2201|2.293E-03|2.655E+01|62665.6054|6.564E-04|2.371E-32|21|18|R| 144|37
4200.3137|1.453E-04|1.695E+00|49833.9692|3.614E-05|6.738E-31|15|12|P| 126|26
4200.3248|3.485E-05|4.063E-01|49762.8970|1.012E-05|1.888E-31|10| 7|P| 147|27
4200.3851|2.493E-04|2.910E+00|47107.5923|5.365E-05|3.490E-30|18|15|P| 109|36
4200.4483|8.965E-05|1.046E+00|50289.6222|2.390E-05|3.581E-31|13|10|P| 135|26
4200.4794|2.141E-03|2.479E+01|61368.9398|6.087E-04|3.969E-32|21|18|R| 143|38
4200.5651|1.319E-04|1.539E+00|47607.7349|3.230E-05|1.653E-30|15|12|P| 124|36
4200.8390|3.323E-04|3.883E+00|44408.0883|6.168E-05|1.371E-29|20|17|P|  94|38
4201.0140|4.269E-05|4.981E-01|47070.4443|1.189E-05|7.606E-31|11| 8|P| 141|37
4201.0942|3.007E-03|3.484E+01|65265.8380|8.374E-04|9.532E-33|22|19|R| 140|26
4201.1113|9.269E-05|1.082E+00|45164.1734|2.307E-05|3.568E-30|14|11|P| 126|38
4201.1175|3.467E-04|4.052E+00|45572.9180|6.573E-05|8.625E-30|20|17|P|  96|37
4201.1476|3.636E-04|4.249E+00|46844.9681|7.037E-05|5.193E-30|20|17|P|  98|36
4201.3055|4.153E-04|4.856E+00|45498.4532|7.382E-05|1.004E-29|21|18|P|  90|37
4201.3625|7.580E-05|8.848E-01|46619.7872|1.976E-05|1.569E-30|13|10|P| 132|37
4201.5179|1.962E-03|2.274E+01|62277.6830|5.812E-04|2.451E-32|20|17|R| 149|38
4201.7294|2.060E-05|2.404E-01|46821.5391|6.062E-06|4.296E-31| 9| 6|P| 149|46
4201.7304|8.448E-05|9.863E-01|48977.3260|2.236E-05|6.084E-31|13|10|P| 134|27
4201.8552|5.166E-04|6.045E+00|46676.1077|8.777E-05|7.023E-30|22|19|P|  86|36
4201.9072|5.868E-04|6.872E+00|45430.0924|8.926E-05|1.254E-29|23|20|P|  77|37
4201.9830|1.483E-04|1.733E+00|44813.9753|3.398E-05|6.218E-30|16|13|P| 116|38
4202.0528|2.383E-03|2.762E+01|60953.8859|6.495E-04|5.242E-32|22|19|R| 137|46
4202.1456|2.651E-03|3.073E+01|60684.2426|6.913E-04|6.459E-32|23|20|R| 131|37
4202.1530|2.587E-04|3.024E+00|47998.4405|5.622E-05|2.446E-30|18|15|P| 110|27
4202.1802|4.570E-05|5.337E-01|48448.1060|1.282E-05|4.386E-31|11| 8|P| 142|36
4202.2271|3.011E-03|3.491E+01|63048.3359|7.971E-04|2.543E-32|23|20|R| 133|27
4202.3884|7.998E-05|9.343E-01|47780.0874|2.101E-05|9.855E-31|13|10|P| 133|28
4202.5214|1.717E-04|2.006E+00|48329.9691|4.070E-05|1.511E-30|16|13|P| 120|27
4202.5824|1.180E-04|1.379E+00|44954.1061|2.821E-05|4.828E-30|15|12|P| 121|38
4202.6898|2.037E-04|2.382E+00|47202.1059|4.589E-05|2.854E-30|17|14|P| 114|36
4202.7468|1.649E-04|1.927E+00|47368.6435|3.876E-05|2.225E-30|16|13|P| 119|36
4203.1642|4.346E-04|5.088E+00|46709.0970|7.900E-05|6.223E-30|21|18|P|  92|36
4203.1931|2.825E-03|3.277E+01|61850.7379|7.424E-04|4.084E-32|23|20|R| 132|28
4203.4933|2.118E-04|2.477E+00|48127.5868|4.812E-05|1.968E-30|17|14|P| 115|27
4203.7484|2.367E-04|2.770E+00|45717.6344|5.005E-05|6.128E-30|18|15|P| 107|37
4204.0002|6.080E-04|7.129E+00|46423.0253|9.493E-05|8.536E-30|23|20|P|  79|28
4204.2384|3.268E-05|3.821E-01|48446.3796|9.430E-06|3.213E-31|10| 7|P| 146|28
4204.2836|6.302E-04|7.390E+00|47455.5792|1.009E-04|5.697E-30|23|20|P|  81|27
4204.4161|2.307E-04|2.702E+00|45043.4289|4.834E-05|8.040E-30|18|15|P| 106|46
4204.4301|6.557E-04|7.688E+00|48583.9156|1.076E-04|3.654E-30|23|20|P|  83|26
4204.5155|3.281E-04|3.842E+00|48999.0096|6.875E-05|1.913E-30|19|16|P| 106|26
4204.7228|4.690E-04|5.496E+00|48738.6871|8.807E-05|2.777E-30|21|18|P|  95|26
4204.7330|4.762E-04|5.586E+00|44243.7001|7.625E-05|1.835E-29|22|19|P|  81|38
4204.9264|8.062E-05|9.434E-01|47909.7797|2.120E-05|9.388E-31|13|10|P| 133|36
4204.9616|1.808E-04|2.116E+00|49512.7156|4.324E-05|9.407E-31|16|13|P| 121|26
4205.0603|3.763E-04|4.410E+00|47663.1151|7.364E-05|3.764E-30|20|17|P|  99|27
4205.0712|2.544E-03|2.955E+01|59878.0668|6.588E-04|8.910E-32|23|20|R| 130|46
4205.0816|2.850E-03|3.310E+01|61988.5085|7.492E-04|3.877E-32|23|20|R| 132|36
4205.0929|2.589E-03|3.009E+01|64853.3507|7.473E-04|1.004E-32|21|18|R| 145|27
4205.2554|3.000E-04|3.515E+00|46675.9310|6.108E-05|4.865E-30|19|16|P| 103|28
4205.4048|2.873E-05|3.363E-01|45879.3896|8.180E-06|8.983E-31|10| 7|P| 144|38
4205.6351|2.800E-03|3.255E+01|63902.8388|7.751E-04|1.642E-32|22|19|R| 139|27
4205.8201|4.846E-04|5.688E+00|44733.2905|7.857E-05|1.516E-29|22|19|P|  82|46
4205.8370|5.663E-04|6.652E+00|44231.6890|8.286E-05|2.006E-29|23|20|P|  74|38
4206.0321|7.332E-05|8.588E-01|45801.8315|1.899E-05|2.196E-30|13|10|P| 131|46
4206.0949|2.197E-03|2.555E+01|61786.7711|6.255E-04|3.387E-32|21|18|R| 143|46
4206.1311|9.777E-05|1.145E+00|46296.5716|2.455E-05|2.278E-30|14|11|P| 127|37
4206.1403|6.839E-05|8.009E-01|50395.5995|1.880E-05|2.678E-31|12| 9|P| 139|26
4206.2482|3.068E-05|3.592E-01|47170.7772|8.796E-06|5.366E-31|10| 7|P| 145|37
4206.3599|5.563E-04|6.529E+00|48608.3151|9.791E-05|3.287E-30|22|19|P|  89|26
4206.4551|3.297E-05|3.861E-01|48588.6343|9.519E-06|3.045E-31|10| 7|P| 146|36
4206.5155|2.259E-04|2.649E+00|44443.3069|4.691E-05|1.026E-29|18|15|P| 105|38
4206.5430|5.407E-05|6.334E-01|45408.0009|1.443E-05|1.987E-30|12| 9|P| 135|38
4206.5467|2.014E-03|2.343E+01|62711.9291|5.975E-04|2.076E-32|20|17|R| 149|46
4206.9626|2.297E-03|2.673E+01|60203.9709|6.225E-04|7.099E-32|22|19|R| 136|38
4207.0715|2.714E-04|3.183E+00|49095.7687|5.958E-05|1.583E-30|18|15|P| 111|26
4207.2077|4.112E-05|4.819E-01|46196.0609|1.139E-05|1.090E-30|11| 8|P| 140|46
4207.2170|2.225E-04|2.610E+00|49266.8139|5.106E-05|1.250E-30|17|14|P| 116|26
4207.5792|1.930E-04|2.264E+00|45756.2643|4.275E-05|5.140E-30|17|14|P| 112|37
4207.5804|6.119E-04|7.193E+00|46514.7856|9.562E-05|8.270E-30|23|20|P|  79|36
4207.8192|5.759E-04|6.774E+00|44691.5426|8.545E-05|1.683E-29|23|20|P|  75|46
4207.9754|5.335E-04|6.269E+00|47420.7661|9.182E-05|5.273E-30|22|19|P|  87|27
4208.2278|4.492E-04|5.278E+00|47489.6400|8.265E-05|4.592E-30|21|18|P|  93|27
4208.3658|6.425E-05|7.536E-01|49044.4716|1.754E-05|4.624E-31|12| 9|P| 138|27
4208.4217|1.029E-04|1.207E+00|47414.4793|2.606E-05|1.457E-30|14|11|P| 128|28
4208.4453|3.020E-04|3.547E+00|46781.7213|6.155E-05|4.684E-30|19|16|P| 103|36
4208.4775|2.622E-03|3.053E+01|62656.6846|7.210E-04|2.696E-32|22|19|R| 138|28
4208.5619|2.455E-03|2.858E+01|59162.7107|6.314E-04|1.187E-31|23|20|R| 129|38
4208.6844|4.951E-04|5.823E+00|45286.6188|8.131E-05|1.225E-29|22|19|P|  83|37
4208.7620|1.242E-04|1.458E+00|46045.2083|2.998E-05|3.138E-30|15|12|P| 122|37
4208.9655|1.879E-04|2.207E+00|45054.9226|4.127E-05|6.828E-30|17|14|P| 111|46
4209.1136|1.084E-04|1.272E+00|48567.9059|2.767E-05|9.166E-31|14|11|P| 129|27
4209.1642|2.457E-03|2.863E+01|61442.8395|6.710E-04|4.360E-32|22|19|R| 137|37
4209.2474|1.557E-04|1.829E+00|45865.2698|3.605E-05|4.114E-30|16|13|P| 117|37
4209.2880|5.138E-04|6.045E+00|46332.9061|8.642E-05|8.118E-30|22|19|P|  85|28
4209.3635|1.147E-04|1.347E+00|49832.1673|2.951E-05|5.509E-31|14|11|P| 130|26
4209.4487|2.806E-04|3.299E+00|44815.1463|5.553E-05|1.031E-29|19|16|P| 100|46
4209.5943|5.734E-05|6.732E-01|46617.4374|1.543E-05|1.228E-30|12| 9|P| 136|37
4209.7535|2.875E-04|3.380E+00|45457.4246|5.747E-05|7.975E-30|19|16|P| 101|37
4209.8054|3.991E-04|4.696E+00|44145.0894|6.872E-05|1.734E-29|21|18|P|  87|38
4209.8525|6.067E-05|7.124E-01|47811.8620|1.645E-05|7.602E-31|12| 9|P| 137|28
4209.8969|3.611E-04|4.247E+00|46458.4726|6.932E-05|6.131E-30|20|17|P|  97|28
4209.9185|9.477E-05|1.113E+00|45508.9522|2.363E-05|3.145E-30|14|11|P| 126|46
4209.9795|2.421E-03|2.823E+01|63557.3702|6.948E-04|1.687E-32|21|18|R| 144|28
4210.1679|4.064E-04|4.784E+00|44660.8872|7.079E-05|1.415E-29|21|18|P|  88|46
4210.1709|2.128E-05|2.498E-01|47316.5947|6.275E-06|3.570E-31| 9| 6|P| 149|37
4210.1832|2.645E-03|3.085E+01|62799.8447|7.278E-04|2.553E-32|22|19|R| 138|36
4210.2122|1.985E-05|2.331E-01|45987.6906|5.814E-06|6.064E-31| 9| 6|P| 148|38
4210.3615|2.472E-04|2.907E+00|46680.0766|5.284E-05|4.203E-30|18|15|P| 108|28
4210.3623|5.100E-05|5.990E-01|50549.3533|1.444E-05|1.911E-31|11| 8|P| 143|26
4210.6796|2.750E-04|3.236E+00|44244.0595|5.390E-05|1.297E-29|19|16|P|  99|38
4211.0999|1.037E-04|1.219E+00|47539.5769|2.628E-05|1.391E-30|14|11|P| 128|36
4211.2471|4.319E-04|5.086E+00|46344.4006|7.781E-05|7.269E-30|21|18|P|  91|28
4211.3715|3.388E-04|3.989E+00|44687.8786|6.305E-05|1.244E-29|20|17|P|  94|46
4211.3932|1.514E-04|1.781E+00|45135.9719|3.478E-05|5.536E-30|16|13|P| 116|46
4211.4772|2.443E-03|2.852E+01|63706.1709|7.014E-04|1.593E-32|21|18|R| 144|36
4211.5364|3.130E-04|3.684E+00|47631.8320|6.445E-05|3.346E-30|19|16|P| 104|27
4211.6696|5.879E-04|6.933E+00|45212.5931|8.847E-05|1.381E-29|23|20|P|  76|37
4211.7050|7.129E-05|8.384E-01|45071.6073|1.835E-05|2.970E-30|13|10|P| 130|38
4211.7081|1.206E-04|1.419E+00|45287.1466|2.889E-05|4.277E-30|15|12|P| 121|46
4211.7138|1.838E-04|2.163E+00|44430.1048|4.003E-05|8.812E-30|17|14|P| 110|38
4211.7817|3.324E-04|3.915E+00|44144.9081|6.120E-05|1.545E-29|20|17|P|  93|38
4212.1790|2.117E-03|2.472E+01|61006.3452|5.994E-04|4.654E-32|21|18|R| 142|38
4212.2387|4.156E-04|4.898E+00|45242.7028|7.324E-05|1.127E-29|21|18|P|  89|37
4212.2436|1.304E-04|1.535E+00|47122.1168|3.177E-05|2.044E-30|15|12|P| 123|28
4212.2774|2.080E-03|2.429E+01|63240.0578|6.177E-04|1.695E-32|20|17|R| 149|37
4212.3201|6.117E-05|7.195E-01|47945.1353|1.659E-05|7.231E-31|12| 9|P| 137|36
4212.4999|2.751E-03|3.214E+01|65877.4256|7.955E-04|6.759E-33|21|18|R| 145|26
4212.5581|2.267E-03|2.648E+01|62294.8811|6.464E-04|2.792E-32|21|18|R| 143|37
4212.5845|3.192E-03|3.728E+01|63996.0140|8.471E-04|1.774E-32|23|20|R| 133|26
4212.5891|3.467E-04|4.086E+00|45299.3517|6.523E-05|9.768E-30|20|17|P|  95|37
4212.6341|3.934E-04|4.635E+00|48672.8133|7.791E-05|2.537E-30|20|17|P| 100|26
4212.7987|5.172E-04|6.099E+00|46427.6562|8.706E-05|7.855E-30|22|19|P|  85|36
4213.0026|2.622E-03|3.063E+01|60345.4553|6.803E-04|7.484E-32|23|20|R| 130|37
4213.0676|2.948E-05|3.469E-01|46270.5141|8.407E-06|7.767E-31|10| 7|P| 144|46
4213.1193|3.700E-05|4.354E-01|50751.2812|1.077E-05|1.295E-31|10| 7|P| 147|26
4213.2124|3.635E-04|4.285E+00|46560.2374|6.984E-05|5.913E-30|20|17|P|  97|36
4213.2220|2.019E-04|2.378E+00|46755.4255|4.518E-05|3.466E-30|17|14|P| 113|28
4213.3146|2.356E-03|2.754E+01|60603.2846|6.395E-04|6.111E-32|22|19|R| 136|46
4213.4744|2.489E-04|2.933E+00|46789.2384|5.325E-05|4.040E-30|18|15|P| 108|36
4213.5861|4.775E-05|5.622E-01|49158.2920|1.343E-05|3.354E-31|11| 8|P| 142|27
4213.8464|1.632E-04|1.923E+00|46902.5908|3.815E-05|2.727E-30|16|13|P| 118|28
4213.8829|1.939E-03|2.268E+01|61900.5137|5.725E-04|2.895E-32|20|17|R| 148|38
4214.2077|1.371E-04|1.615E+00|48233.1421|3.367E-05|1.310E-30|15|12|P| 124|27
4214.2326|3.982E-05|4.690E-01|45415.0754|1.097E-05|1.506E-30|11| 8|P| 139|38
4214.2384|6.090E-04|7.193E+00|46196.0702|9.411E-05|9.442E-30|23|20|P|  78|28
4214.2741|2.977E-03|3.481E+01|62694.2762|7.844E-04|2.969E-32|23|20|R| 132|27
4214.5500|4.770E-04|5.634E+00|44018.1277|7.560E-05|2.028E-29|22|19|P|  80|38
4214.6080|2.972E-03|3.476E+01|64887.8796|8.243E-04|1.126E-32|22|19|R| 139|26
4214.6278|2.794E-03|3.267E+01|61504.3615|7.307E-04|4.750E-32|23|20|R| 131|28
4214.6695|4.348E-04|5.132E+00|46442.4853|7.839E-05|7.023E-30|21|18|P|  91|36
4214.8108|9.230E-05|1.088E+00|44806.0472|2.286E-05|4.204E-30|14|11|P| 125|38
4214.8233|1.479E-04|1.744E+00|44485.7836|3.371E-05|7.227E-30|16|13|P| 115|38
4214.8321|5.536E-05|6.524E-01|45774.8076|1.481E-05|1.736E-30|12| 9|P| 135|46
4215.0223|6.311E-04|7.457E+00|47218.9281|1.000E-04|6.332E-30|23|20|P|  80|27
4215.0449|5.675E-04|6.710E+00|44026.2334|8.209E-05|2.194E-29|23|20|P|  73|38
4215.0493|1.314E-04|1.550E+00|47242.8632|3.203E-05|1.955E-30|15|12|P| 123|36
4215.5575|2.517E-03|2.945E+01|59544.4383|6.484E-04|1.030E-31|23|20|R| 129|46
4215.6792|2.583E-04|3.048E+00|47672.5557|5.580E-05|2.841E-30|18|15|P| 109|27
4215.7279|6.565E-04|7.760E+00|48336.8916|1.067E-04|4.083E-30|23|20|P|  82|26
4215.8528|1.176E-04|1.388E+00|44610.9249|2.798E-05|5.650E-30|15|12|P| 120|38
4215.8640|4.853E-04|5.738E+00|44503.0687|7.791E-05|1.680E-29|22|19|P|  81|46
4215.9004|1.447E-04|1.707E+00|49450.9357|3.584E-05|8.038E-31|15|12|P| 125|26
4215.9495|4.495E-05|5.301E-01|47889.3218|1.256E-05|5.596E-31|11| 8|P| 141|28
4216.0501|7.538E-05|8.893E-01|46237.0407|1.957E-05|1.870E-30|13|10|P| 131|37
4216.2059|2.364E-04|2.792E+00|45410.9904|4.967E-05|7.051E-30|18|15|P| 106|37
4216.2452|2.033E-04|2.400E+00|46868.2035|4.554E-05|3.327E-30|17|14|P| 113|36
4216.5041|4.236E-05|4.997E-01|46659.8008|1.176E-05|9.169E-31|11| 8|P| 140|37
4216.5705|2.305E-04|2.723E+00|44742.5380|4.798E-05|9.226E-30|18|15|P| 105|46
4216.5940|2.818E-03|3.300E+01|61641.1770|7.374E-04|4.512E-32|23|20|R| 131|36
4216.7672|1.644E-04|1.941E+00|47019.2305|3.845E-05|2.613E-30|16|13|P| 118|36
4216.9324|8.910E-05|1.052E+00|49877.2693|2.367E-05|4.327E-31|13|10|P| 134|26
4217.0056|1.711E-04|2.021E+00|47972.6461|4.037E-05|1.780E-30|16|13|P| 119|27
4217.2215|4.690E-04|5.546E+00|48454.2352|8.741E-05|3.162E-30|21|18|P|  94|26
4217.2445|5.771E-04|6.833E+00|44481.5853|8.466E-05|1.845E-29|23|20|P|  74|46
4217.3964|3.451E-05|4.073E-01|49319.1886|9.990E-06|2.310E-31|10| 7|P| 146|27
4217.4990|2.113E-04|2.496E+00|47785.9602|4.775E-05|2.303E-30|17|14|P| 114|27
4217.5326|3.762E-04|4.448E+00|47371.2775|7.310E-05|4.302E-30|20|17|P|  98|27
4217.5554|8.398E-05|9.916E-01|48575.5030|2.214E-05|7.314E-31|13|10|P| 133|27
4217.6312|7.952E-05|9.391E-01|47387.8981|2.081E-05|1.179E-30|13|10|P| 132|28
4217.6412|2.039E-05|2.406E-01|46389.9051|5.982E-06|5.221E-31| 9| 6|P| 148|46
4217.7256|2.998E-04|3.544E+00|46376.5320|6.062E-05|5.580E-30|19|16|P| 102|28
4217.8698|6.129E-04|7.258E+00|46287.1057|9.479E-05|9.152E-30|23|20|P|  78|36
4217.8903|2.272E-03|2.664E+01|59857.9731|6.128E-04|8.257E-32|22|19|R| 135|38
4218.0249|2.172E-03|2.547E+01|61421.2733|6.160E-04|3.978E-32|21|18|R| 142|46
4218.1116|3.277E-04|3.876E+00|48679.8625|6.824E-05|2.216E-30|19|16|P| 105|26
4218.2595|5.566E-04|6.589E+00|48342.5570|9.714E-05|3.708E-30|22|19|P|  88|26
4218.3387|4.534E-05|5.355E-01|48026.3393|1.268E-05|5.315E-31|11| 8|P| 141|36
4218.4105|2.257E-04|2.670E+00|44147.5456|4.655E-05|1.174E-29|18|15|P| 104|38
4218.4152|2.768E-03|3.247E+01|63533.3140|7.631E-04|1.932E-32|22|19|R| 138|27
4218.6179|2.559E-03|3.002E+01|64468.6278|7.359E-04|1.190E-32|21|18|R| 144|27
4218.7304|2.429E-03|2.848E+01|58833.6657|6.213E-04|1.368E-31|23|20|R| 128|38
4218.9910|4.958E-04|5.874E+00|45051.2481|8.063E-05|1.361E-29|22|19|P|  82|37
4219.1548|1.991E-03|2.337E+01|62331.7752|5.884E-04|2.456E-32|20|17|R| 148|46
4219.2947|5.340E-04|6.326E+00|47165.6864|9.109E-05|5.917E-30|22|19|P|  86|27
4220.0521|1.802E-04|2.132E+00|49145.5632|4.289E-05|1.114E-30|16|13|P| 120|26
4220.0881|5.144E-04|6.098E+00|46087.7997|8.572E-05|9.063E-30|22|19|P|  84|28
4220.1248|4.494E-04|5.325E+00|47216.1557|8.202E-05|5.201E-30|21|18|P|  92|27
4220.1457|3.995E-04|4.736E+00|43901.9341|6.816E-05|1.935E-29|21|18|P|  86|38
4220.2489|8.016E-05|9.484E-01|47516.3759|2.099E-05|1.124E-30|13|10|P| 132|36
4220.3734|7.294E-05|8.631E-01|45425.4132|1.881E-05|2.608E-30|13|10|P| 130|46
4220.3747|9.734E-05|1.152E+00|45928.9397|2.433E-05|2.696E-30|14|11|P| 126|37
4220.4850|1.926E-04|2.281E+00|45434.3205|4.242E-05|5.958E-30|17|14|P| 111|37
4220.6148|2.592E-03|3.045E+01|62294.9560|7.098E-04|3.159E-32|22|19|R| 137|28
4220.6512|2.849E-05|3.370E-01|45466.2534|8.082E-06|1.083E-30|10| 7|P| 143|38
4220.6841|3.237E-05|3.830E-01|48012.8716|9.314E-06|3.912E-31|10| 7|P| 145|28
4220.6950|2.430E-03|2.855E+01|61088.8233|6.606E-04|5.090E-32|22|19|R| 136|37
4220.7431|4.068E-04|4.824E+00|44412.9525|7.023E-05|1.582E-29|21|18|P|  87|46
4220.9793|3.018E-04|3.577E+00|46481.3765|6.109E-05|5.374E-30|19|16|P| 102|36
4221.0173|5.373E-05|6.361E-01|45022.2983|1.429E-05|2.370E-30|12| 9|P| 134|38
4221.0790|2.805E-04|3.325E+00|44531.8527|5.511E-05|1.173E-29|19|16|P|  99|46
4221.1669|2.709E-04|3.210E+00|48760.5749|5.913E-05|1.847E-30|18|15|P| 110|26
4221.2202|2.198E-03|2.584E+01|64160.7357|6.543E-04|1.190E-32|20|17|R| 149|28
4221.3460|5.890E-04|6.995E+00|44997.6712|8.767E-05|1.518E-29|23|20|P|  75|37
4221.5597|1.876E-04|2.223E+00|44738.8581|4.095E-05|7.892E-30|17|14|P| 110|46
4221.6767|2.874E-04|3.407E+00|45168.5172|5.703E-05|9.099E-30|19|16|P| 100|37
4221.8105|2.220E-04|2.631E+00|48915.6132|5.067E-05|1.470E-30|17|14|P| 115|26
4221.8128|3.611E-04|4.283E+00|46177.1180|6.880E-05|6.970E-30|20|17|P|  96|28
4222.0587|2.750E-04|3.262E+00|43965.7860|5.349E-05|1.472E-29|19|16|P|  98|38
4222.0969|3.040E-05|3.601E-01|46747.2847|8.690E-06|6.502E-31|10| 7|P| 144|37
4222.3353|4.081E-05|4.835E-01|45791.9394|1.126E-05|1.310E-30|11| 8|P| 139|46
