wno(vac) wavel(air) v  v Branch N" noINmeanVALUE
26605.8910  3757.541  4  4 R2   81  1
26600.7290  3758.271  2  2 R1   79  1
26600.3500  3758.324  0  0 R1   85  1
26599.8730  3758.392  0  0 R2   85  1
26599.0840  3758.503  3  3 R1   78  1
26598.4960  3758.586  3  3 R2   78  1
26594.5820  3759.139  1  1 R1   81  1
26594.0230  3759.218  1  1 R2   81  1
26590.3540  3759.737  4  4 R1   79  1
26590.0900  3759.774  4  4 R2   79  1
26588.9300  3759.938  2  2 R1   78  1
26588.4060  3760.012  2  2 R2   78  1
26586.1500  3760.331  0  0 R1   84  1
26585.6390  3760.404  0  0 R2   84  1
26582.6780  3760.823  5  5 R1   85  1
26581.6040  3760.975  1  1 R1   80  1
26581.0410  3761.054  1  1 R2   80  1
26578.5960  3761.400  3  3 R1   76  1
26577.6230  3761.538  3  3 R2   76  1
26577.3110  3761.582  2  2 R1   77  1
26576.6800  3761.671  2  2 R2   77  1
26575.9430  3761.776  5  5 R1   84  1
26575.2540  3761.873  5  5 R2   84  1
26572.5590  3762.255  4  4 R1   77  1
26572.0160  3762.332  0  0 R1   83  1
26571.5210  3762.402  0  0 R2   83  1
26568.7400  3762.796  1  1 R1   79  1
26568.1390  3762.881  1  1 R2   79  1
26567.2790  3763.002  3  3 R2   75  1
26565.6290  3763.236  2  2 R1   76  1
26565.0410  3763.319  2  2 R2   76  1
26563.5860  3763.526  4  4 R1   76  1
26562.9160  3763.621  4  4 R2   76  1
26562.2130  3763.720  5  5 R1   82  1
26561.4280  3763.831  5  5 R2   82  1
26558.0140  3764.315  0  0 R1   82  1
26557.4790  3764.391  0  0 R2   82  1
26555.9360  3764.610  1  1 R1   78  1
26555.3670  3764.690  1  1 R2   78  1
26554.5840  3764.801  4  4 R1   75  1
26554.0210  3764.881  2  2 R1   75  1
26553.4510  3764.962  2  2 R2   75  1
26551.0210  3765.307  3  3 R1   73  1
26550.7400  3765.347  3  3 R2   73  1
26548.2090  3765.706  5  5 R1   80  1
26547.3610  3765.826  5  5 R2   80  1
26545.6560  3766.068  4  4 R1   74  1
26544.9570  3766.167  4  4 R2   74  1
26544.1050  3766.288  0  0 R1   81  1
26543.6050  3766.359  0  0 R2   81  1
26543.2580  3766.408  1  1 R1   77  1
26542.6070  3766.500  1  1 R2   77  1
26541.9240  3766.597  2  2 R2   74  1
26541.1520  3766.707  5  5 R1   79  1
26540.2090  3766.841  5  5 R2   79  1
26536.7010  3767.339  4  4 R1   73  1
26535.9790  3767.441  4  4 R2   73  1
26535.0080  3767.579  3  3 R1   72  1
26535.0080  3767.579  3  3 R2   72  1
26534.2170  3767.691  5  5 R1   78  1
26533.2600  3767.827  5  5 R2   78  1
26531.0880  3768.136  2  2 R1   73  1
26530.5550  3768.211  1  1 R1   76  1
26530.0250  3768.287  0  0 R1   80  1
26530.0250  3768.287  1  1 R2   76  1
26529.6580  3768.339  0  0 R2   80  1
26527.7660  3768.607  4  4 R1   72  1
26527.3120  3768.672  5  5 R1   77  1
26527.0840  3768.704  4  4 R2   72  1
26526.1680  3768.834  5  5 R2   77  1
26525.5940  3768.916  3  3 R1   71  1
26525.1660  3768.977  3  3 R2   71  1
26519.7190  3769.751  2  2 R1   72  1
26519.0610  3769.845  2  2 R2   72  1
26518.0780  3769.984  1  1 R1   75  1
26517.4960  3770.067  1  1 R2   75  1
26516.4920  3770.210  0  0 R1   79  1
26515.9900  3770.281  0  0 R2   79  1
26515.6050  3770.336  3  3 R1   70  1
26513.5140  3770.633  3  3 R2   70  1
26509.9800  3771.136  4  4 R1   70  1
26509.1910  3771.248  4  4 R2   70  1
26508.3850  3771.363  2  2 R1   71  1
26507.7770  3771.449  2  2 R2   71  1
26505.5900  3771.760  1  1 R1   74  1
26505.0250  3771.841  1  1 R2   74  1
26502.8790  3772.146  0  0 R1   78  1
26502.3730  3772.218  0  0 R2   78  1
26501.1210  3772.397  4  4 R1   69  1
26500.2990  3772.514  4  4 R2   69  1
26499.3520  3772.648  6  6 R2   88  1
26497.1500  3772.962  2  2 R1   70  1
26496.5350  3773.049  2  2 R2   70  1
26495.5120  3773.195  3  3 R1   68  1
26494.9020  3773.282  3  3 R2   68  1
26493.3010  3773.510  1  1 R1   73  1
26492.7150  3773.593  1  1 R2   73  1
26492.3260  3773.649  4  4 R1   68  1
26491.4840  3773.769  4  4 R2   68  1
26489.3590  3774.072  0  0 R1   77  1
26488.8480  3774.144  0  0 R2   77  1
26487.6390  3774.317  5  5 R1   72  1
26487.6390  3774.317  5  5 R2   72  1
26485.9900  3774.552  2  2 R1   69  1
26485.4180  3774.633  2  2 R2   69  1
26484.8830  3774.709  3  3 R2   67  1
26483.9160  3774.847  4  4 R1   67  1
26482.7320  3775.016  4  4 R2   67  1
26481.1460  3775.242  1  1 R1   72  1
26480.6020  3775.320  1  1 R2   72  1
26475.9390  3775.985  0  0 R1   76  1
26475.4590  3776.053  0  0 R2   76  1
26474.8930  3776.134  2  2 R1   68  1
26474.2460  3776.226  2  2 R2   68  1
26473.8030  3776.289  5  5 R1   70  1
26473.1930  3776.376  5  5 R2   70  1
26467.9160  3777.129  1  1 R1   71  1
26467.9160  3777.129  1  1 R2   71  1
26466.6680  3777.307  4  4 R1   65  1
26465.7360  3777.440  3  3 R1   65  1
26465.0060  3777.544  3  3 R2   65  1
26463.9120  3777.701  2  2 R1   67  1
26463.2850  3777.790  2  2 R2   67  1
26462.6230  3777.885  0  0 R1   75  1
26462.1150  3777.957  0  0 R2   75  1
26460.9430  3778.124  4  4 R1   64  1
26460.4630  3778.193  4  4 R2   64  1
26459.2110  3778.372  5  5 R1   68  1
26458.5250  3778.470  5  5 R2   68  1
26456.4610  3778.765  1  1 R1   70  1
26455.9260  3778.841  1  1 R2   70  1
26455.1460  3778.952  3  3 R2   64  1
26453.0080  3779.258  2  2 R1   66  1
26452.3590  3779.351  2  2 R2   66  1
26451.8220  3779.427  5  5 R1   67  1
26451.1230  3779.527  5  5 R2   67  1
26449.4100  3779.772  0  0 R1   74  1
26448.9020  3779.845  0  0 R2   74  1
26445.9940  3780.260  3  3 R1   63  1
26445.3550  3780.351  3  3 R2   63  1
26444.5180  3780.471  1  1 R1   69  1
26444.0080  3780.544  1  1 R2   69  1
26442.2730  3780.792  2  2 R1   65  1
26441.5370  3780.897  2  2 R2   65  1
26439.3540  3781.210  6  6 R1   76  1
26438.5640  3781.322  6  6 R2   76  1
26437.5180  3781.472  4  4 R1   62  1
26437.5180  3781.472  4  4 R2   62  1
26436.2970  3781.647  0  0 R1   73  1
26435.7700  3781.722  0  0 R2   73  1
26432.6410  3782.170  1  1 R1   68  1
26432.0940  3782.248  1  1 R2   68  1
26431.4040  3782.347  2  2 R1   64  1
26430.8120  3782.432  2  2 R2   64  1
26426.5980  3783.035  3  3 R1   61  1
26425.9490  3783.128  3  3 R2   61  1
26423.3090  3783.506  0  0 R1   72  1
26422.7930  3783.579  0  0 R2   72  1
26422.2420  3783.658  5  5 R1   63  1
26421.4140  3783.777  5  5 R2   63  1
26420.8690  3783.855  1  1 R1   67  1
26420.2930  3783.937  1  1 R2   67  1
26418.1190  3784.249  6  6 R1   72  1
26417.0080  3784.408  3  3 R1   60  1
26416.3480  3784.503  3  3 R2   60  1
26414.8590  3784.716  5  5 R1   62  1
26414.0410  3784.833  5  5 R2   62  1
26412.6760  3785.029  4  4 R1   59  1
26412.1050  3785.111  4  4 R2   59  1
26410.8810  3785.286  2  2 R1   62  1
26410.3770  3785.358  0  0 R1   71  1
26409.9100  3785.425  0  0 R2   71  1
26409.1270  3785.537  1  1 R1   66  1
26408.5980  3785.613  1  1 R2   66  1
26407.4750  3785.774  3  3 R1   59  1
26406.7830  3785.873  3  3 R2   59  1
26404.2360  3786.239  4  4 R1   58  1
26403.6540  3786.322  4  4 R2   58  1
26401.9590  3786.565  6  6 R1   69  1
26400.7420  3786.740  6  6 R2   69  1
26400.1800  3786.820  5  5 R1   60  1
26399.3260  3786.943  5  5 R2   60  1
26397.5880  3787.192  0  0 R1   70  1
26397.0740  3787.266  0  0 R2   70  1
26395.8180  3787.446  4  4 R1   57  1
26395.2270  3787.531  4  4 R2   57  1
26392.9020  3787.865  5  5 R1   59  1
26391.9790  3787.997  5  5 R2   59  1
26391.2560  3788.101  6  6 R1   67  1
26390.2400  3788.247  6  6 R2   67  1
26388.4880  3788.498  2  2 R1   60  1
26388.0140  3788.566  2  2 R2   60  1
26387.4510  3788.647  4  4 R1   56  1
26386.8340  3788.736  4  4 R2   56  1
26385.9960  3788.856  1  1 R1   64  1
26385.4840  3788.929  1  1 R2   64  1
26384.9320  3789.009  0  0 R1   69  1
26384.4430  3789.079  0  0 R2   69  1
26379.2990  3789.818  3  3 R1   56  1
26378.6840  3789.906  3  3 R2   56  1
26378.3460  3789.955  2  2 R1   59  1
26377.8340  3790.028  2  2 R2   59  1
26374.5840  3790.495  1  1 R1   63  1
26374.0530  3790.572  1  1 R2   63  1
26372.3710  3790.813  0  0 R1   68  1
26371.8730  3790.885  0  0 R2   68  1
26370.7990  3791.039  4  4 R1   54  1
26370.2270  3791.122  3  3 R1   55  1
26369.4340  3791.236  3  3 R2   55  1
26368.1040  3791.427  2  2 R1   58  1
26367.5210  3791.511  2  2 R2   58  1
26364.4980  3791.945  5  5 R1   55  1
26363.2750  3792.121  1  1 R1   62  1
26362.7130  3792.202  1  1 R2   62  1
26361.9510  3792.312  4  4 R2   53  1
26361.1270  3792.430  3  3 R1   54  1
26360.3220  3792.546  3  3 R2   54  1
26359.9180  3792.604  0  0 R1   67  1
26359.4060  3792.678  0  0 R2   67  1
26357.9790  3792.883  2  2 R1   57  1
26357.4300  3792.962  2  2 R2   57  1
26354.4100  3793.397  4  4 R1   52  1
26353.7730  3793.489  4  4 R2   52  1
26352.0470  3793.737  1  1 R1   61  1
26351.4510  3793.823  1  1 R2   61  1
26347.5430  3794.386  0  0 R1   66  1
26347.0820  3794.452  0  0 R2   66  1
26346.2400  3794.573  4  4 R1   51  1
26345.6310  3794.661  4  4 R2   51  1
26343.0640  3795.031  3  3 R1   52  1
26342.4160  3795.124  3  3 R2   52  1
26340.9140  3795.340  1  1 R1   60  1
26340.4020  3795.414  1  1 R2   60  1
26337.9730  3795.764  2  2 R1   55  1
26337.4380  3795.841  2  2 R2   55  1
26335.3300  3796.145  0  0 R1   65  1
26334.8120  3796.220  0  0 R2   65  1
26333.9390  3796.346  3  3 R2   51  1
26332.3090  3796.581  5  5 R1   51  1
26331.9630  3796.631  5  5 R2   51  1
26329.9160  3796.926  1  1 R1   59  1
26329.4120  3796.998  1  1 R2   59  1
26328.7190  3797.098  3  3 R1   50  1
26328.0550  3797.194  2  2 R1   54  1
26327.5200  3797.271  2  2 R2   54  1
26325.4240  3797.574  5  5 R1   50  1
26324.4630  3797.712  5  5 R2   50  1
26323.2010  3797.894  0  0 R1   64  1
26322.7150  3797.964  0  0 R2   64  1
26322.2500  3798.032  4  4 R1   48  1
26321.6020  3798.125  4  4 R2   48  1
26319.0160  3798.498  1  1 R1   58  1
26318.4630  3798.578  1  1 R2   58  1
26318.2290  3798.612  2  2 R1   53  1
26317.7210  3798.685  2  2 R2   53  1
26314.3340  3799.174  3  3 R1   49  1
26313.7640  3799.256  3  3 R2   49  1
26311.1950  3799.627  0  0 R1   63  1
26310.7050  3799.698  0  0 R2   63  1
26308.1620  3800.065  1  1 R1   57  1
26307.6930  3800.133  1  1 R2   57  1
26304.8570  3800.543  5  5 R1   47  1
26304.3240  3800.620  5  5 R2   47  1
26299.3030  3801.345  0  0 R1   62  1
26298.8500  3801.411  0  0 R2   62  1
26298.8500  3801.411  2  2 R1   51  1
26298.3670  3801.481  2  2 R2   51  1
26297.4820  3801.609  1  1 R1   56  1
26296.9770  3801.682  1  1 R2   56  1
26293.0620  3802.248  6  6 R1   51  1
26292.1480  3802.380  6  6 R2   51  1
26291.1520  3802.524  4  4 R1   44  1
26290.5060  3802.617  4  4 R2   44  1
26289.4670  3802.768  2  2 R1   50  1
26288.9550  3802.842  2  2 R2   50  1
26287.5040  3803.052  0  0 R1   61  1
26286.9820  3803.127  0  0 R2   61  1
26286.9820  3803.127  1  1 R1   55  1
26286.3870  3803.213  1  1 R2   55  1
26283.6410  3803.611  4  4 R1   43  1
26282.8750  3803.722  4  4 R2   43  1
26281.1800  3803.967  3  3 R1   45  1
26280.7340  3804.031  3  3 R2   45  1
26280.0040  3804.137  2  2 R1   49  1
26279.4750  3804.214  2  2 R2   49  1
26276.4140  3804.657  1  1 R1   54  1
26275.8750  3804.735  0  0 R1   60  1
26275.8750  3804.735  1  1 R2   54  1
26275.3550  3804.810  0  0 R2   60  1
26272.8770  3805.169  3  3 R1   44  1
26272.4160  3805.236  3  3 R2   44  1
26270.6700  3805.489  2  2 R1   48  1
26270.1500  3805.564  2  2 R2   48  1
26268.7250  3805.770  4  4 R1   41  1
26267.9510  3805.883  4  4 R2   41  1
26266.0390  3806.160  1  1 R1   53  1
26265.5350  3806.233  1  1 R2   53  1
26264.3090  3806.410  0  0 R1   59  1
26263.8400  3806.478  0  0 R2   59  1
26261.4550  3806.824  2  2 R1   47  1
26260.9380  3806.899  2  2 R2   47  1
26259.5000  3807.107  1  1 P1  115  1
26258.9040  3807.194  1  1 P2  115  1
26256.5210  3807.539  3  3 R1   42  1
26255.8090  3807.643  1  1 R1   52  1
26255.2620  3807.722  1  1 R2   52  1
26254.6370  3807.813  4  4 R1   39  1
26253.4800  3807.980  0  0 R1   58  1
26252.0450  3808.189  0  0 R2   58  1
26250.6800  3808.387  5  5 R1   39  1
26250.1290  3808.467  5  5 R2   39  1
26248.4080  3808.716  3  3 R1   41  1
26247.9160  3808.788  3  3 R2   41  1
26246.2090  3809.035  4  4 R1   38  1
26246.2090  3809.035  4  4 R2   38  1
26245.6050  3809.123  1  1 R1   51  1
26245.1190  3809.194  1  1 R2   51  1
26243.3140  3809.456  2  2 R1   45  1
26242.7910  3809.531  2  2 R2   45  1
26241.4360  3809.728  0  0 R1   57  1
26241.0060  3809.791  0  0 R2   57  1
26240.3550  3809.885  3  3 R1   40  1
26239.9100  3809.950  3  3 R2   40  1
26239.2710  3810.042  4  4 R2   37  1
26237.5780  3810.288  5  5 R1   37  1
26237.0620  3810.363  5  5 R2   37  1
26235.5700  3810.580  1  1 R1   50  1
26235.0640  3810.653  1  1 R2   50  1
26234.3850  3810.752  2  2 R1   44  1
26233.8380  3810.832  2  2 R2   44  1
26233.0020  3810.953  4  4 R2   36  1
26232.4770  3811.029  3  3 R1   39  1
26232.0160  3811.096  3  3 R2   39  1
26231.1500  3811.222  5  5 R1   36  1
26230.2700  3811.350  0  0 R1   56  1
26229.8070  3811.417  0  0 R2   56  1
26225.6350  3812.024  1  1 R1   49  1
26225.1070  3812.100  1  1 R2   49  1
26224.6990  3812.160  3  3 R1   38  1
26224.1890  3812.234  3  3 R2   38  1
26219.1820  3812.962  0  0 R1   55  1
26218.7400  3813.026  0  0 R2   55  1
26217.8220  3813.159  5  5 R2   34  1
26216.8690  3813.298  2  2 R1   42  1
26216.3890  3813.368  2  2 R2   42  1
26215.7600  3813.459  1  1 R1   48  1
26215.3200  3813.523  1  1 R2   48  1
26214.2540  3813.679  6  6 R2   38  1
26212.9510  3813.868  6  6 R1   38  1
26212.1600  3813.983  5  5 R1   33  1
26211.5700  3814.069  5  5 R2   33  1
26210.1310  3814.278  4  4 R2   33  1
26209.3480  3814.392  3  3 R1   36  1
26208.8590  3814.464  3  3 R2   36  1
26208.2070  3814.558  0  0 R1   54  1
26207.7540  3814.624  0  0 R2   54  1
26206.1000  3814.865  1  1 R1   47  1
26205.6290  3814.934  1  1 R2   47  1
26204.3500  3815.120  4  4 R2   32  1
26203.2850  3815.275  4  4 R1   32  1
26201.7400  3815.500  3  3 R1   35  1
26201.2990  3815.564  3  3 R2   35  1
26199.7210  3815.794  2  2 R1   40  1
26199.2110  3815.868  2  2 R2   40  1
26197.3630  3816.137  0  0 R1   53  1
26196.8950  3816.206  0  0 R2   53  1
26196.5980  3816.249  1  1 R1   46  1
26196.1330  3816.317  1  1 R2   46  1
26194.3090  3816.582  3  3 R1   34  1
26193.7790  3816.660  3  3 R2   34  1
26191.3140  3817.019  2  2 R1   39  1
26190.8110  3817.092  2  2 R2   39  1
26190.1970  3817.182  4  4 R1   30  1
26190.1970  3817.182  4  4 R2   30  1
26188.5430  3817.423  1  1 R1   45  1
26186.6210  3817.703  0  0 R1   52  1
26186.1880  3817.766  0  0 R2   52  1
26185.3850  3817.883  1  1 R2   45  1
26183.9320  3818.095  4  4 R1   29  1
26183.6840  3818.131  4  4 R2   29  1
26182.9960  3818.231  2  2 R1   38  1
26182.5200  3818.301  2  2 R2   38  1
26181.7520  3818.413  5  5 R1   28  1
26181.2110  3818.492  5  5 R2   28  1
26179.7230  3818.709  3  3 R1   32  1
26179.2320  3818.780  3  3 R2   32  1
26178.4320  3818.897  0  0 P1  109  1
26178.0310  3818.956  0  0 P2  109  1
26177.1560  3819.083  1  1 R1   44  1
26176.9360  3819.115  1  1 R2   44  1
26176.0020  3819.252  0  0 R1   51  1
26175.5700  3819.315  0  0 R2   51  1
26174.8070  3819.426  2  2 R1   37  1
26174.3260  3819.496  2  2 R2   37  1
26172.5100  3819.761  3  3 R1   31  1
26172.0860  3819.823  3  3 R2   31  1
26171.1500  3819.960  4  4 R1   27  1
26170.8930  3819.997  4  4 R2   27  1
26170.0230  3820.124  5  5 R1   26  1
26169.5310  3820.196  5  5 R2   26  1
26168.0840  3820.407  1  1 R1   43  1
26167.7500  3820.456  1  1 R2   43  1
26166.7245  3820.606  2  2 R1   36  2
26166.2500  3820.675  2  2 R2   36  2
26165.5060  3820.784  0  0 R1   50  1
26165.0680  3820.848  0  0 R2   50  1
26164.3360  3820.954  5  5 R1   25  1
26163.7360  3821.042  5  5 R2   25  1
26155.1370  3822.298  0  0 R1   49  1
26154.7150  3822.360  0  0 R2   49  1
26153.0490  3822.604  5  5 R1   23  1
26152.5350  3822.679  4  4 R1   24  1
26152.5350  3822.679  4  4 R2   24  1
26152.4340  3822.693  5  5 R2   23  1
26151.6270  3822.811  3  3 R1   28  1
26151.2360  3822.869  3  3 R2   28  1
26150.9095  3822.916  2  2 R1   34  2
26150.4125  3822.989  2  2 R2   34  2
26149.9140  3823.062  1  1 R1   41  1
26149.5140  3823.120  1  1 R2   41  1
26148.2710  3823.302  0  0 P1  106  1
26147.6740  3823.389  0  0 P2  106  1
26147.5410  3823.409  5  5 R1   22  1
26146.9530  3823.495  5  5 R2   22  1
26146.5270  3823.557  4  4 R1   23  1
26146.5270  3823.557  4  4 R2   23  1
26144.8750  3823.799  0  0 R1   48  1
26144.4650  3823.859  0  0 R2   48  1
26143.1510  3824.051  2  2 R1   33  2
26142.6470  3824.125  2  2 R2   33  2
26142.1300  3824.200  5  5 R1   21  2
26141.5225  3824.289  5  5 R2   21  2
26141.0100  3824.364  1  1 R1   40  1
26140.7640  3824.400  4  4 R1   22  1
26140.6210  3824.421  1  1 R2   40  1
26140.4900  3824.440  4  4 R2   22  1
26138.3340  3824.756  6  6 R1   24  1
26138.2270  3824.771  3  3 R1   26  1
26137.9900  3824.806  6  6 R2   24  1
26137.8260  3824.830  3  3 R2   26  1
26136.7350  3824.990  5  5 R1   20  2
26136.1455  3825.076  5  5 R2   20  2
26135.5480  3825.163  2  2 R1   32  2
26134.9770  3825.247  2  2 R2   32  1
26134.9430  3825.252  4  4 R2   21  1
26134.7850  3825.275  0  0 R1   47  1
26134.3260  3825.342  0  0 R2   47  1
26133.2270  3825.503  6  6 R1   23  1
26132.8850  3825.553  6  6 R2   23  1
26132.2090  3825.652  1  1 R1   39  1
26131.7930  3825.713  1  1 R2   39  1
26131.5590  3825.747  3  3 R1   25  1
26131.4550  3825.762  5  5 R1   19  1
26131.2190  3825.797  3  3 R2   25  1
26130.8280  3825.854  5  5 R2   19  1
26130.1110  3825.959  1  1 P1  100  1
26129.6480  3826.027  1  1 P2  100  1
26129.1385  3826.102  4  4 R1   20  2
26129.0080  3826.121  4  4 R2   20  2
26128.2910  3826.226  2  2 R1   31  2
26128.1740  3826.243  6  6 R1   22  1
26127.8380  3826.292  6  6 R2   22  1
26127.4710  3826.346  2  2 R2   31  2
26126.2420  3826.526  5  5 R1   18  2
26125.6175  3826.617  5  5 R2   18  2
26125.1170  3826.691  3  3 R1   24  1
26124.7420  3826.745  3  3 R2   24  1
26124.7380  3826.746  0  0 R1   46  1
26124.3280  3826.806  0  0 R2   46  1
26123.5390  3826.922  4  4 R1   19  1
26123.5150  3826.925  1  1 R1   38  2
26123.2890  3826.958  4  4 R2   19  1
26123.1545  3826.978  1  1 R2   38  2
26121.1390  3827.273  5  5 R1   17  1
26120.4490  3827.374  5  5 R2   17  1
26120.2605  3827.402  2  2 R1   30  2
26120.1305  3827.421  2  2 R2   30  2
26118.7735  3827.620  3  3 R1   23  2
26118.3965  3827.675  3  3 R2   23  2
26118.0605  3827.724  4  4 R1   18  2
26117.9420  3827.742  4  4 R2   18  2
26116.1190  3828.009  5  5 R1   16  1
26115.3770  3828.118  5  5 R2   16  1
26114.8830  3828.190  0  0 R1   45  1
26114.8850  3828.190  1  1 R1   37  1
26114.4920  3828.247  0  0 R2   45  1
26114.4840  3828.249  1  1 R2   37  1
26113.3180  3828.420  6  6 R1   19  1
26113.1600  3828.443  2  2 R1   29  2
26113.0060  3828.465  6  6 R2   19  1
26112.7950  3828.496  2  2 R2   29  2
26112.5100  3828.538  4  4 R1   17  1
26112.4920  3828.541  3  3 R1   22  1
26112.2730  3828.573  4  4 R2   17  1
26112.1760  3828.587  3  3 R2   22  1
26109.3300  3829.004  0  0 P1  102  1
26108.8050  3829.081  0  0 P2  102  1
26108.4840  3829.128  6  6 R1   18  1
26108.1740  3829.174  6  6 R2   18  1
26107.1330  3829.327  4  4 R1   16  1
26106.9020  3829.360  4  4 R2   16  1
26106.4290  3829.430  1  1 R1   36  2
26106.0900  3829.480  1  1 R2   36  2
26105.0655  3829.630  0  0 R1   44  2
26104.6780  3829.687  0  0 R2   44  2
26103.6860  3829.832  6  6 R1   17  1
26103.3980  3829.874  6  6 R2   17  1
26101.8730  3830.098  4  4 R2   15  1
26100.2540  3830.336  3  3 R1   20  1
26099.9410  3830.382  3  3 R2   20  1
26098.9710  3830.524  6  6 R1   16  1
26098.6820  3830.567  6  6 R2   16  1
26098.1240  3830.648  1  1 R1   35  2
26097.7780  3830.699  1  1 R2   35  2
26096.6660  3830.862  2  2 R2   27  1
26096.6560  3830.864  4  4 R1   14  1
26096.4430  3830.895  4  4 R2   14  1
26095.4330  3831.043  0  0 R1   43  2
26095.0420  3831.101  0  0 R2   43  2
26094.3010  3831.210  6  6 R1   15  1
26094.2510  3831.217  3  3 R1   19  2
26094.0210  3831.251  6  6 R2   15  1
26093.9590  3831.260  3  3 R2   19  2
26091.5530  3831.613  4  4 R1   13  1
26091.3550  3831.642  4  4 R2   13  1
26091.1100  3831.678  2  2 R2   26  2
26090.3145  3831.795  2  2 R1   26  2
26089.9140  3831.854  1  1 R1   34  2
26089.6910  3831.887  6  6 R1   14  1
26089.5325  3831.910  1  1 R2   34  2
26089.4240  3831.926  6  6 R2   14  1
26088.4540  3832.068  3  3 R1   18  2
26088.1495  3832.113  3  3 R2   18  2
26085.9070  3832.442  0  0 R1   42  2
26085.5225  3832.499  0  0 R2   42  2
26085.1430  3832.555  6  6 R1   13  1
26084.8910  3832.592  6  6 R2   13  1
26084.3170  3832.676  2  2 R1   25  2
26084.3170  3832.676  2  2 R2   25  2
26082.6940  3832.915  3  3 R1   17  2
26082.4100  3832.956  3  3 R2   17  2
26082.0590  3833.008  5  5 R1    9  1
26081.7590  3833.052  1  1 R1   33  2
26081.6000  3833.075  5  5 R2    9  1
26081.4560  3833.096  1  1 R2   33  2
26081.4570  3833.096  4  4 R2   11  1
26080.6540  3833.214  6  6 R1   12  1
26080.4160  3833.249  6  6 R2   12  1
26077.7030  3833.648  2  2 R1   24  1
26077.7030  3833.648  2  2 R2   24  1
